"comparison_universe","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"All DTU genes","GO:0060047","heart contraction","9/431","49/2524",0.183673469387755,1.07561911075335,0.242523959773398,0.46346852141483,0.981775711618012,0.953283819498373,"Flna/Scn3b/Cav1/Hopx/Smtn/Sirt1/Adra1a/Dmpk/Nos1ap",9
"All DTU genes","GO:0002703","regulation of leukocyte mediated immunity","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Kit/Trem2/Fcgr2b/Traf6/Jak3",5
"All DTU genes","GO:0003279","cardiac septum development","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Eng/Fgfrl1/Wnt5a/Dnm2/Fgfr2",5
"All DTU genes","GO:0007631","feeding behavior","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Dach1/Agrp/Ins2/Nkx2-1/Dmbx1",5
"All DTU genes","GO:0030258","lipid modification","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Ppargc1a/Dgkz/Gcdh/Inpp5a/Hadhb",5
"All DTU genes","GO:0030856","regulation of epithelial cell differentiation","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Foxp1/Cav1/Spry1/Bad/Rfx3",5
"All DTU genes","GO:0035710","CD4-positive, alpha-beta T cell activation","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Cbfb/Foxp1/Brd4/Relb/Jak3",5
"All DTU genes","GO:0036294","cellular response to decreased oxygen levels","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Trem2/Cbs/Vldlr/Sirt1/Bad",5
"All DTU genes","GO:0046785","microtubule polymerization","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Haus2/Nde1/Cav1/Snca/Nin",5
"All DTU genes","GO:0048488","synaptic vesicle endocytosis","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Itsn1/Ap3m2/Nlgn1/Dnm2/Snca",5
"All DTU genes","GO:0048706","embryonic skeletal system development","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Wnt5a/Fgfr2/Sulf1/Etl4/Rbp4",5
"All DTU genes","GO:0140238","presynaptic endocytosis","5/431","26/2524",0.192307692307692,1.12618240228449,0.293428230376042,0.464438179416587,0.981775711618012,0.953283819498373,"Itsn1/Ap3m2/Nlgn1/Dnm2/Snca",5
"All DTU genes","GO:0043207","response to external biotic stimulus","35/431","200/2524",0.175,1.02482598607889,0.166003058483094,0.465674811430511,0.981775711618012,0.953283819498373,"Apoe/Stox2/Capg/Cnpy3/Tmem33/Trafd1/Trem2/Ecsit/Foxp1/Ly96/Nfib/Wnt5a/Cav1/Ikbkg/Camk2a/Ccl25/Cd37/Cd74/Fcgr2b/Ins2/Lck/Map4k2/Nkx2-1/Snca/Trim32/Pou2f2/Relb/Traf6/Nr1h3/Wipf1/Mecom/Hadhb/Otud4/Fmr1/Jak3",35
"All DTU genes","GO:0051707","response to other organism","35/431","200/2524",0.175,1.02482598607889,0.166003058483094,0.465674811430511,0.981775711618012,0.953283819498373,"Apoe/Stox2/Capg/Cnpy3/Tmem33/Trafd1/Trem2/Ecsit/Foxp1/Ly96/Nfib/Wnt5a/Cav1/Ikbkg/Camk2a/Ccl25/Cd37/Cd74/Fcgr2b/Ins2/Lck/Map4k2/Nkx2-1/Snca/Trim32/Pou2f2/Relb/Traf6/Nr1h3/Wipf1/Mecom/Hadhb/Otud4/Fmr1/Jak3",35
"All DTU genes","GO:0048562","embryonic organ morphogenesis","10/431","55/2524",0.181818181818182,1.06475427125079,0.220293592877392,0.469077067636763,0.981775711618012,0.953283819498373,"Dlx5/Eng/Kdm2b/Wnt5a/Fgfr2/Kif3a/Myo7a/Rbp4/Hipk1/Ift122",10
"All DTU genes","GO:0032879","regulation of localization","73/431","422/2524",0.172985781990521,1.01303042632036,0.133079493933686,0.471084253471628,0.981775711618012,0.953283819498373,"Apoe/Crbn/Dag1/Dnajb6/Exosc10/Flna/Foxa2/Hnrnpk/Itsn1/Ntf3/Pkig/Rab23/Scn3b/Slc25a22/Cib1/Dpp6/Trem2/Bicd1/Cacnb3/Nlgn1/Tek/Vstm2a/Wnt5a/Abca3/Cav1/Kcnj6/Adcy8/Cd151/Golph3l/Acsl1/Camk2a/Cd74/Dnm2/Fcgr2b/Fis1/Gpr68/Ins2/Kif3a/Lck/Ndrg4/Npm1/Osbpl8/Rtn2/Snca/Cacnb4/Shisa7/Khdrbs1/Smcr8/Plch1/Svip/Ano1/Ano6/Arfip1/Nr1h3/Stk11/Use1/Wipf1/Azin1/Cep250/Rbp4/Sirt1/Bad/Ralgapb/Rfx3/Corin/Creb1/Dmpk/Nedd9/Gck/Furin/Fmr1/Siva1/Jak3",73
"All DTU genes","GO:0030163","protein catabolic process","32/431","183/2524",0.174863387978142,1.02402596579311,0.153115211503124,0.471981164656446,0.981775711618012,0.953283819498373,"Apoe/Crbn/Flna/Psme2/Taf9/Abhd13/Btrc/Tnfaip1/Trem2/Zswim8/Wnt5a/Cav1/Spsb3/Acr/Timp1/Anapc5/Ctsa/Ins2/Ppp2r3a/Snca/Trim32/Trim39/Ube2j2/Calr3/Tmem9/Ambra1/Svip/Rffl/Azin1/Sirt1/Furin/Fmr1",32
"All DTU genes","GO:0006518","peptide metabolic process","21/431","119/2524",0.176470588235294,1.03343796915518,0.169538555800324,0.472232726371288,0.981775711618012,0.953283819498373,"Apoe/Fxr1/Hnrnpd/Ngrn/Rpl35a/Tcf25/Tyms/Gstm4/Ins2/Npm1/Rbms3/Rps24/Rtn2/Khdrbs1/Eif2d/Mettl5/Corin/Ddx6/Fars2/Furin/Fmr1",21
"All DTU genes","GO:0006357","regulation of transcription by RNA polymerase II","80/431","463/2524",0.172786177105832,1.01186151047591,0.128145730913195,0.472376201086861,0.981775711618012,0.953283819498373,"Cbfb/Dach1/Dlx5/Eng/Foxa2/Gmeb1/Hltf/Hnrnpd/Hnrnpk/Kdm2b/Maml2/Meis1/Ntf3/Pkig/Sp2/Ssbp2/Stox2/Taf9/Tcf25/Zfp212/Zfp68/Zfp692/Dnmt1/Ldb1/Max/Pou6f1/Zfp574/Ecsit/Foxp1/Nfib/Wnt5a/Cav1/Maged2/Rps6ka1/Brd4/Ikbkg/Ppargc1a/Esrrg/Fgfr2/Fhl2/Hopx/Ins2/Med22/Nfatc2/Nkx2-1/Npm1/Nrf1/Sorbs3/Zfp1/Zfp281/Pou2f2/Relb/Khdrbs1/Smarcd2/Zfp945/Ambra1/Traf6/E2f2/Nr1h3/Tfdp2/Brd9/Mecom/Mga/Dmbx1/Hipk1/Sirt1/Zfp57/Cdk12/Rfx3/Creb1/Etv6/Zfp386/Zgpat/Ebf3/Txnip/Hipk3/Tead3/Mlxip/Nfic/Jak3",80
"All DTU genes","GO:0006941","striated muscle contraction","6/431","32/2524",0.1875,1.09802784222738,0.253199625772486,0.472668642549026,0.981775711618012,0.953283819498373,"Flna/Scn3b/Cav1/Smtn/Adra1a/Dmpk",6
"All DTU genes","GO:0022408","negative regulation of cell-cell adhesion","6/431","32/2524",0.1875,1.09802784222738,0.253199625772486,0.472668642549026,0.981775711618012,0.953283819498373,"Cbfb/Slc4a2/Ccl25/Cd37/Cd74/Jak3",6
"All DTU genes","GO:0031929","TOR signaling","6/431","32/2524",0.1875,1.09802784222738,0.253199625772486,0.472668642549026,0.981775711618012,0.953283819498373,"Depdc5/Trem2/Rps6ka1/Smcr8/Stk11/Sirt1",6
"All DTU genes","GO:0045834","positive regulation of lipid metabolic process","6/431","32/2524",0.1875,1.09802784222738,0.253199625772486,0.472668642549026,0.981775711618012,0.953283819498373,"Apoe/Ppargc1a/Cd74/Ins2/Nr1h3/Creb1",6
"All DTU genes","GO:0050921","positive regulation of chemotaxis","6/431","32/2524",0.1875,1.09802784222738,0.253199625772486,0.472668642549026,0.981775711618012,0.953283819498373,"Ntf3/Trem2/Wnt5a/Cd74/Ano6/Nedd9",6
"All DTU genes","GO:0060998","regulation of dendritic spine development","6/431","32/2524",0.1875,1.09802784222738,0.253199625772486,0.472668642549026,0.981775711618012,0.953283819498373,"Apoe/Hnrnpk/Itsn1/Nlgn1/Palm/Fmr1",6
"All DTU genes","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","11/431","61/2524",0.180327868852459,1.05602677722415,0.200974519696345,0.474033551267111,0.981775711618012,0.953283819498373,"Ntf3/Kit/Trem2/Cav1/Arl2bp/Cd74/Ins2/Lck/Zgpat/Adra1a/Nedd9",11
"All DTU genes","GO:0071559","response to transforming growth factor beta","11/431","61/2524",0.180327868852459,1.05602677722415,0.200974519696345,0.474033551267111,0.981775711618012,0.953283819498373,"Eng/Dnmt1/Cav1/Ppargc1a/Spry1/Dnm2/Nkx2-1/Stk11/Sirt1/Creb1/Furin",11
"All DTU genes","GO:0071560","cellular response to transforming growth factor beta stimulus","11/431","61/2524",0.180327868852459,1.05602677722415,0.200974519696345,0.474033551267111,0.981775711618012,0.953283819498373,"Eng/Dnmt1/Cav1/Ppargc1a/Spry1/Dnm2/Nkx2-1/Stk11/Sirt1/Creb1/Furin",11
"All DTU genes","GO:0070371","ERK1 and ERK2 cascade","12/431","67/2524",0.17910447761194,1.048862416456,0.183917226961516,0.478478275534587,0.981775711618012,0.953283819498373,"Apoe/Cib1/Trem2/Tek/Cav1/Spry1/Ccl25/Cd74/Fgfr2/Ins2/Ndrg4/Adra1a",12
"All DTU genes","GO:0030178","negative regulation of Wnt signaling pathway","7/431","38/2524",0.184210526315789,1.07876419587251,0.221964093652086,0.479264775064485,0.981775711618012,0.953283819498373,"Apoe/Wnt5a/Cav1/Mllt3/Ppp2r3a/Rbms3/Stk11",7
"All DTU genes","GO:0043409","negative regulation of MAPK cascade","7/431","38/2524",0.184210526315789,1.07876419587251,0.221964093652086,0.479264775064485,0.981775711618012,0.953283819498373,"Apoe/Dag1/Trem2/Cav1/Spry1/Mecom/Hipk3",7
"All DTU genes","GO:0060078","regulation of postsynaptic membrane potential","7/431","38/2524",0.184210526315789,1.07876419587251,0.221964093652086,0.479264775064485,0.981775711618012,0.953283819498373,"Slc29a1/Cacnb3/Nlgn1/Snca/Grik2/Ano6/Dmpk",7
"All DTU genes","GO:0072523","purine-containing compound catabolic process","7/431","38/2524",0.184210526315789,1.07876419587251,0.221964093652086,0.479264775064485,0.981775711618012,0.953283819498373,"Pde9a/Ppargc1a/Acot7/Adal/Ins2/Pde1a/Gck",7
"All DTU genes","GO:0072593","reactive oxygen species metabolic process","7/431","38/2524",0.184210526315789,1.07876419587251,0.221964093652086,0.479264775064485,0.981775711618012,0.953283819498373,"Txnrd1/Nnt/Cbs/Cdkn1a/Ins2/Snca/Sirt1",7
"All DTU genes","GO:0040011","locomotion","42/431","242/2524",0.173553719008264,1.0163563498303,0.121408445868969,0.481033130640794,0.981775711618012,0.953283819498373,"Apoe/Dach1/Dag1/Egfl7/Eng/Flna/Ntf3/Ssx2ip/Cib1/Kit/Krit1/Ldb1/Trem2/Cmtm7/Foxp1/Tek/Wnt5a/Cav1/Nrg3/Cd151/Ppargc1a/Timp1/Tmem196/Adgrg1/Camk2a/Ccl25/Cd74/Ilk/Ndrg4/Nkx2-1/Osbpl8/Ppp2r3a/Snca/Trim32/Sulf1/Ano6/Rffl/Sirt1/Creb1/Hsd3b7/Nedd9/Furin",42
"All DTU genes","GO:0045927","positive regulation of growth","13/431","73/2524",0.178082191780822,1.04287575882783,0.168660832634446,0.482511720440137,0.981775711618012,0.953283819498373,"Apoe/Hnrnpk/Kdm2b/N6amt1/Trip10/Cib1/Wnt5a/Fgfr2/Hopx/Ilk/Trim32/Sirt1/Creb1",13
"All DTU genes","GO:0009062","fatty acid catabolic process","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Acot7/Gcdh/Hadhb",3
"All DTU genes","GO:0010761","fibroblast migration","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Schip1/Ilk/Rffl",3
"All DTU genes","GO:0019228","neuronal action potential","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Dpp6/Grik2/Fmr1",3
"All DTU genes","GO:0030042","actin filament depolymerization","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Capg/Mical3/Add2",3
"All DTU genes","GO:0032233","positive regulation of actin filament bundle assembly","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Flna/Sorbs3/Synpo",3
"All DTU genes","GO:0032651","regulation of interleukin-1 beta production","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Trem2/Foxp1/Wnt5a",3
"All DTU genes","GO:0032652","regulation of interleukin-1 production","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Trem2/Foxp1/Wnt5a",3
"All DTU genes","GO:0032760","positive regulation of tumor necrosis factor production","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Ly96/Wnt5a/Fcgr2b",3
"All DTU genes","GO:0032890","regulation of organic acid transport","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Acsl1/Fis1/Snca",3
"All DTU genes","GO:0034331","cell junction maintenance","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Nlgn1/Dgkz/Plekha7",3
"All DTU genes","GO:0034440","lipid oxidation","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Ppargc1a/Gcdh/Hadhb",3
"All DTU genes","GO:0035967","cellular response to topologically incorrect protein","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Parp6/Tmem33/Cav1",3
"All DTU genes","GO:0044091","membrane biogenesis","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Nlgn1/Cav1/Tlcd2",3
"All DTU genes","GO:0045185","maintenance of protein location","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Flna/Cav1/Arl2bp",3
"All DTU genes","GO:0046165","alcohol biosynthetic process","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Apoe/Acer2/Snca",3
"All DTU genes","GO:0046324","regulation of glucose import","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Ins2/Osbpl8/Rtn2",3
"All DTU genes","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Ntf3/Cav1/Zgpat",3
"All DTU genes","GO:0051785","positive regulation of nuclear division","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Wnt5a/Anapc5/Ins2",3
"All DTU genes","GO:0061337","cardiac conduction","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Flna/Scn3b/Cav1",3
"All DTU genes","GO:0070231","T cell apoptotic process","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Wnt5a/Siva1/Jak3",3
"All DTU genes","GO:0098698","postsynaptic specialization assembly","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Nlgn1/Wnt5a/Sipa1l1",3
"All DTU genes","GO:1900181","negative regulation of protein localization to nucleus","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Pkig/Rab23/Sirt1",3
"All DTU genes","GO:1902017","regulation of cilium assembly","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Dnm2/Trim32/Cep97",3
"All DTU genes","GO:1902459","positive regulation of stem cell population maintenance","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Kdm2b/Brd9/Tead3",3
"All DTU genes","GO:1903035","negative regulation of response to wounding","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Apoe/Tspan8/Tfpi",3
"All DTU genes","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","3/431","15/2524",0.2,1.17122969837587,0.301777625277357,0.485422476528191,0.981775711618012,0.953283819498373,"Ly96/Wnt5a/Fcgr2b",3
"All DTU genes","GO:1901699","cellular response to nitrogen compound","20/431","114/2524",0.175438596491228,1.02739447225954,0.135806166093935,0.486407872028016,0.981775711618012,0.953283819498373,"Flna/Hnrnpd/Hnrnpk/Ly6h/Dnmt1/Trem2/Cav1/Adcy8/Camk2a/Dnm2/Fcgr2b/Fis1/Ins2/Npm1/Osbpl8/Palm/Ano1/Sirt1/Gck/Jak3",20
"All DTU genes","GO:0033993","response to lipid","21/431","120/2524",0.175,1.02482598607889,0.126427789610169,0.48922143073525,0.981775711618012,0.953283819498373,"Hnrnpk/Sstr2/Trem2/Foxp1/Ly96/Tek/Cav1/Acr/Adcy8/Acer2/Esrrg/Nkx2-1/Snca/Traf6/Nr1h3/Stk11/Rbp4/Sirt1/Bad/Creb1/Hadhb",21
"All DTU genes","GO:0060491","regulation of cell projection assembly","9/431","50/2524",0.18,1.05410672853828,0.175327110982683,0.489525318697531,0.981775711618012,0.953283819498373,"Kit/Nlgn1/Cav1/Dnm2/Palm/Trim32/Cobl/Fmr1/Cep97",9
"All DTU genes","GO:1990778","protein localization to cell periphery","16/431","91/2524",0.175824175824176,1.02965248208868,0.130714371812685,0.492801956383587,0.981775711618012,0.953283819498373,"Dag1/Flna/Pacs2/Scn3b/Cib1/Dpp6/Trem2/Cacnb3/Golph3l/Camk2a/Flot2/Ins2/Palm/Ppil2/Snca/Pgap2",16
"All DTU genes","GO:0001894","tissue homeostasis","10/431","56/2524",0.178571428571429,1.04574080212131,0.157049970160497,0.493705216655959,0.981775711618012,0.953283819498373,"Ldb1/Slc4a2/Nfib/Trim32/Traf6/Col9a1/Stk11/Tjp2/Rbp4/Creb1",10
"All DTU genes","GO:0030705","cytoskeleton-dependent intracellular transport","10/431","56/2524",0.178571428571429,1.04574080212131,0.157049970160497,0.493705216655959,0.981775711618012,0.953283819498373,"Nde1/Ssx2ip/Ap3m2/Bicd1/Flot2/Kif3a/Stk11/Ift122/Klc2/Fmr1",10
"All DTU genes","GO:0045664","regulation of neuron differentiation","10/431","56/2524",0.178571428571429,1.04574080212131,0.157049970160497,0.493705216655959,0.981775711618012,0.953283819498373,"Cpne1/Foxa2/Meis1/Ntf3/Six3os1/Nlgn1/Cav1/Trim32/Ddx6/Fmr1",10
"All DTU genes","GO:0060249","anatomical structure homeostasis","10/431","56/2524",0.178571428571429,1.04574080212131,0.157049970160497,0.493705216655959,0.981775711618012,0.953283819498373,"Ldb1/Slc4a2/Nfib/Trim32/Traf6/Col9a1/Stk11/Tjp2/Rbp4/Creb1",10
"All DTU genes","GO:0090596","sensory organ morphogenesis","10/431","56/2524",0.178571428571429,1.04574080212131,0.157049970160497,0.493705216655959,0.981775711618012,0.953283819498373,"Dlx5/Kdm2b/Meis1/Wnt5a/Fgfr2/Ppp2r3a/Myo7a/Rbp4/Hipk1/Ift122",10
"All DTU genes","GO:0007088","regulation of mitotic nuclear division","4/431","21/2524",0.19047619047619,1.11545685559607,0.241052474631393,0.493854849804954,0.981775711618012,0.953283819498373,"Anapc5/Fgfr2/Ins2/Cdca2",4
"All DTU genes","GO:0008203","cholesterol metabolic process","4/431","21/2524",0.19047619047619,1.11545685559607,0.241052474631393,0.493854849804954,0.981775711618012,0.953283819498373,"Apoe/Vldlr/Lmf1/Hsd3b7",4
"All DTU genes","GO:0009799","specification of symmetry","4/431","21/2524",0.19047619047619,1.11545685559607,0.241052474631393,0.493854849804954,0.981775711618012,0.953283819498373,"Eng/Wnt5a/Kif3a/Rfx3",4
"All DTU genes","GO:0009855","determination of bilateral symmetry","4/431","21/2524",0.19047619047619,1.11545685559607,0.241052474631393,0.493854849804954,0.981775711618012,0.953283819498373,"Eng/Wnt5a/Kif3a/Rfx3",4
"All DTU genes","GO:0044703","multi-organism reproductive process","4/431","21/2524",0.19047619047619,1.11545685559607,0.241052474631393,0.493854849804954,0.981775711618012,0.953283819498373,"Cbs/Maged2/Timp1/Corin",4
"All DTU genes","GO:0050657","nucleic acid transport","4/431","21/2524",0.19047619047619,1.11545685559607,0.241052474631393,0.493854849804954,0.981775711618012,0.953283819498373,"Fxr1/Khdrbs1/Hnrnpa1/Fmr1",4
"All DTU genes","GO:0050658","RNA transport","4/431","21/2524",0.19047619047619,1.11545685559607,0.241052474631393,0.493854849804954,0.981775711618012,0.953283819498373,"Fxr1/Khdrbs1/Hnrnpa1/Fmr1",4
"All DTU genes","GO:0009725","response to hormone","23/431","132/2524",0.174242424242424,1.02038950994867,0.109175656463403,0.49445307013615,0.981775711618012,0.953283819498373,"Hnrnpk/Sstr2/Foxp1/Tek/Agrp/Cav1/Acr/Adcy8/Ppargc1a/Timp1/Acsl1/Camk2a/Esrrg/Fhl2/Ins2/Osbpl8/Nr1h3/Rbp4/Sirt1/Creb1/Adra1a/Gck/Jak3",23
"All DTU genes","GO:0008015","blood circulation","17/431","97/2524",0.175257731958763,1.0263353027005,0.120005717998639,0.495777362561208,0.981775711618012,0.953283819498373,"Apoe/Eng/Flna/Scn3b/Cav1/Cbs/Hopx/Ins2/Nkx2-1/Smtn/Plekha7/Tjp2/Sirt1/Corin/Adra1a/Dmpk/Nos1ap",17
"All DTU genes","GO:0071310","cellular response to organic substance","57/431","331/2524",0.172205438066465,1.00846061642635,0.0749219950451675,0.496286573838392,0.981775711618012,0.953283819498373,"Cpne1/Dag1/Flna/Foxa2/Hnrnpd/Hnrnpk/Parp6/Rnf138/Btrc/Capg/Cib1/Dnmt1/Kit/Sstr2/Tmem33/Trem2/Foxp1/Ly96/Wnt5a/Agrp/Cav1/Adcy8/Ikbkg/Ppargc1a/Acsl1/Camk2a/Ccl25/Cd74/Dnm2/Esrrg/Fcgr2b/Fis1/Gpr68/Ilk/Ins2/Npm1/Osbpl8/Palm/Trim32/Cacnb4/Traf6/Ano1/Hnrnpa1/Nr1h3/Tjp2/Rffl/Mga/Hipk1/Sirt1/Bad/Crlf2/B3gnt2/Creb1/Hadhb/Otud4/Gck/Jak3",57
"All DTU genes","GO:0044419","biological process involved in interspecies interaction between organisms","38/431","220/2524",0.172727272727273,1.01151655768825,0.0811157964223075,0.498230552475538,0.981775711618012,0.953283819498373,"Apoe/Stox2/Capg/Cnpy3/Tmem33/Trafd1/Trem2/Ecsit/Foxp1/Ly96/Nfib/Wnt5a/Cav1/Brd4/Ikbkg/Camk2a/Ccl25/Cd37/Cd74/Fcgr2b/Ins2/Lck/Map4k2/Nkx2-1/Snca/Trim32/Pou2f2/Relb/Traf6/Nr1h3/Wipf1/Mecom/Bad/Hadhb/Otud4/Furin/Fmr1/Jak3",38
"All DTU genes","GO:0003231","cardiac ventricle development","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Eng/Fgfrl1/Wnt5a/Dnm2/Fgfr2",5
"All DTU genes","GO:0007006","mitochondrial membrane organization","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Camk2a/Snca/Cox18/Bad/Siva1",5
"All DTU genes","GO:0014902","myotube differentiation","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Hacd1/Ins2/Nfatc2/Atp11a/Dmpk",5
"All DTU genes","GO:0014909","smooth muscle cell migration","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Egfl7/Cav1/Ppargc1a/Ilk/Ndrg4",5
"All DTU genes","GO:0015748","organophosphate ester transport","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Apoe/Abca3/Osbpl8/Ano6/Atp11a",5
"All DTU genes","GO:0032675","regulation of interleukin-6 production","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Trem2/Wnt5a/Cd74/Pou2f2/Traf6",5
"All DTU genes","GO:0046889","positive regulation of lipid biosynthetic process","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Apoe/Ppargc1a/Cd74/Nr1h3/Creb1",5
"All DTU genes","GO:0051783","regulation of nuclear division","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Wnt5a/Anapc5/Fgfr2/Ins2/Cdca2",5
"All DTU genes","GO:0060048","cardiac muscle contraction","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Flna/Scn3b/Cav1/Smtn/Adra1a",5
"All DTU genes","GO:0071222","cellular response to lipopolysaccharide","5/431","27/2524",0.185185185185185,1.08447194294062,0.200215520536373,0.499914364172309,0.981775711618012,0.953283819498373,"Trem2/Ly96/Traf6/Nr1h3/Hadhb",5
"All DTU genes","GO:1901361","organic cyclic compound catabolic process","19/431","109/2524",0.174311926605505,1.02079652610741,0.100706643920611,0.501224611377417,0.981775711618012,0.953283819498373,"Apoe/Dis3l/Exosc10/Fxr1/Hnrnpd/Zswim8/Pde9a/Dut/Ppargc1a/Acot7/Adal/Hsd11b1/Ins2/Npm1/Pde1a/Edc4/Hsd3b7/Gck/Fmr1",19
"All DTU genes","GO:0060284","regulation of cell development","34/431","197/2524",0.17258883248731,1.01070583108578,0.0710015704055774,0.503681179260325,0.981775711618012,0.953283819498373,"Apoe/Cbfb/Dag1/Fxr1/Hltf/Meis1/Ntf3/Parp6/Cib1/Kit/Ldb1/Slc4a2/Trem2/Foxp1/Wnt5a/Brd4/Cd74/Gpr68/Ilk/Ins2/Lck/Trim32/Smarcd2/Ambra1/Traf6/Stk11/Tjp2/Bad/Rfx3/Creb1/Nin/Nedd9/Fmr1/Jak3",34
"All DTU genes","GO:0045786","negative regulation of cell cycle","13/431","74/2524",0.175675675675676,1.02878284316799,0.114019506029188,0.503966235294144,0.981775711618012,0.953283819498373,"Cdkn2c/Aven/Brd4/Cdkn1a/Dgkz/Fgfr2/Ints3/Npm1/Rrp8/Trim39/Cacnb4/Sirt1/Rhno1",13
"All DTU genes","GO:0009755","hormone-mediated signaling pathway","6/431","33/2524",0.181818181818182,1.06475427125079,0.169883489281626,0.504702890413833,0.981775711618012,0.953283819498373,"Foxp1/Agrp/Acsl1/Esrrg/Nr1h3/Sirt1",6
