"gene_id","gene_name","isoform_id","region","stage","stage_index","target_mean_if","other_mean_if","target_difference","target_vs_other_1","target_vs_other_2","other_region_difference","max_pair_q","max_pair_q_by","state","gene_simes_p","gene_q","gene_bonferroni_p","gene_q_by"
"Ebf2","Ebf2","NM_010095","Midbrain","0",8,0.19385,0.714925,-0.521075,-0.52105,-0.5211,-4.99999999999945e-05,0.0173086328664481,0.228302843444318,-1,0.00152765935601251,0.00814929705415997,0.00877503335715256,0.377574015687038
"Mpped2","Mpped2","NM_001143683","Midbrain","15.5",6,0.87255,0.7582,0.11435,0.11435,0.11435,0,0.0173270932696222,0.228546338269605,1,0.00102776846866202,0.00580036532807159,0.00744516642621317,0.32999722937344
"AW551984","AW551984","NM_178737","Midbrain","10.5",1,0.018,0.162675,-0.144675,-0.14465,-0.1447,-4.99999999999945e-05,0.0173560561143574,0.228928361498031,-1,0.00306919765823602,0.0147560059682209,0.0119690082446738,0.497855539268826
"Lrriq1","Lrriq1","NM_001163559","Midbrain","15.5",6,0.6757,0.20425,0.47145,0.47145,0.47145,5.55111512312578e-17,0.0175131262461087,0.231000134466797,1,0.00310131242578185,0.0148947607269712,0.0123992430129436,0.51367794914518
"Lrriq1","Lrriq1","NM_029134","Midbrain","15.5",6,0.3243,0.79575,-0.47145,-0.47145,-0.47145,-1.11022302462516e-16,0.0175137052260372,0.231007771278149,-1,0.00310131242578185,0.0148947607269712,0.0123992430129436,0.51367794914518
"Aldh3a1","Aldh3a1","NM_001112725","Midbrain","16.5",7,1,0,1,1,1,0,0.0175704560259924,0.231756320808172,1,0.00311416926529234,0.0149408309509885,0.0124527783658753,0.514860924524227
"Aldh3a1","Aldh3a1","NM_007436","Midbrain","16.5",7,0,1,-1,-1,-1,0,0.0175704560259924,0.231756320808172,-1,0.00311416926529234,0.0149408309509885,0.0124527783658753,0.514860924524227
"Ptbp1","Ptbp1","NM_001077363","Midbrain","15.5",6,0.48595,0.36625,0.1197,0.1197,0.1197,0,0.0176021756007022,0.232174705619669,1,0.0025707099413562,0.0127201507044187,0.00562237717201894,0.25722549842649
"Nsun7","Nsun7","NM_001302834","Midbrain","11.5",2,0.8591,0.3246,0.5345,0.5345,0.5345,5.55111512312578e-17,0.0176811176612977,0.233215960410868,1,0.00627604104570948,0.0273055512036238,0.012552082091419,0.517927671201009
"Snap91","Snap91","NM_001277985","Midbrain","15.5",6,0.41315,0.0161,0.39705,0.39705,0.39705,0,0.017771526141457,0.23440845858511,1,3.65732833099083e-10,8.81031145839211e-09,7.31465666198165e-10,1.59533162171109e-07
"Mdk","Mdk","NM_001012335","Midbrain","12.5",3,0.33535,0.2235,0.11185,0.11185,0.11185,0,0.0177729028401586,0.234426617398146,1,3.57745820512206e-05,0.000302103804517411,7.12519223372526e-05,0.00560510988085864
"Mid1","Mid1","NM_001290505","Midbrain","0",8,0.7397,0.114675,0.625025,0.62505,0.625,-5.000000000005e-05,0.0179519991968244,0.236788918788026,1,0.0103531422693814,0.0414941612670392,0.0255162927669217,0.939114153120549
"Dlk1","Dlk1","NM_010052","Midbrain","0",8,0.4055,0.62695,-0.22145,-0.22145,-0.22145,0,0.0180428469428489,0.237987210929174,-1,5.0656515856658e-15,4.06762935220919e-13,1.01313031713316e-14,7.45754901361437e-12
"Pde4b","Pde4b","NM_001177983","Midbrain","15.5",6,0.06605,0.18765,-0.1216,-0.1216,-0.1216,0,0.0180957709826363,0.238685285055724,-1,0.000376437088890677,0.00239965537026829,0.000752874177781354,0.0451735786511596
"Pcdh15","Pcdh15","NM_001142748","Midbrain","12.5",3,0,0.33625,-0.33625,-0.33625,-0.33625,0,0.0182043757524319,0.240117794367538,-1,0.0226976583990036,0.0794852199634579,0.0453953167980072,1
"Phf21a","Phf21a","NM_138755","Midbrain","15.5",6,0.351,0.5211,-0.1701,-0.1701,-0.1701,0,0.0182268983035066,0.240414869387365,-1,0.00974397139873089,0.0393281808571352,0.0194879427974618,0.746982414534153
"Islr2","Islr2","NM_001161540","Midbrain","12.5",3,0.1635,0.01855,0.14495,0.14495,0.14495,-1.04083408558608e-17,0.01824966603582,0.240715178375719,1,7.86788938498715e-10,1.78273909480625e-08,1.5720580182951e-09,3.27282068769378e-07
"Esrp1","Esrp1","NM_001290383","Midbrain","15.5",6,0,1,-1,-1,-1,0,0.0183032952204556,0.241422553443316,-1,0.00326659766241122,0.0156066988526682,0.0130625504198539,0.535240331458642
"Esrp1","Esrp1","NM_194055","Midbrain","15.5",6,1,0,1,1,1,0,0.0183032952204556,0.241422553443316,1,0.00326659766241122,0.0156066988526682,0.0130625504198539,0.535240331458642
"Ppp3ca","Ppp3ca","NM_001293622","Midbrain","15.5",6,0.5952,0.85835,-0.26315,-0.26315,-0.26315,-1.11022302462516e-16,0.0183032952204556,0.241422553443316,-1,0.00335929395847854,0.0159994676877797,0.0130819013888879,0.535500933772309
"Cxadr","Cxadr","NM_001025192","Midbrain","0",8,0.78255,0.62665,0.1559,0.1559,0.1559,1.11022302462516e-16,0.0183032952204556,0.241422553443316,1,1.19961178642431e-05,0.000114866593022261,3.95398915342173e-05,0.0033955729729595
"Tmpo","Tmpo","NM_001080130","Midbrain","0",8,0.2841,0.16,0.1241,0.1241,0.1241,0,0.0183032952204556,0.241422553443316,1,9.13843145189631e-10,2.02060873214152e-08,1.82768629037926e-09,3.69309363269828e-07
"Epb4.1","Epb4.1","NM_001128607","Midbrain","16.5",7,0.09955,0.2709,-0.17135,-0.1713,-0.1714,-9.9999999999989e-05,0.0183486274220734,0.242020490357733,-1,5.29040605826545e-12,1.8917334788032e-10,1.05588095033885e-11,3.48195996637924e-09
"Zfp428","Zfp428","NM_175142","Midbrain","15.5",6,0.42895,0.27205,0.1569,0.1569,0.1569,0,0.018370069618456,0.242303315375838,1,0.00657635870897988,0.0282441094952439,0.0204733449957764,0.781418846034389
"Ptbp1","Ptbp1","NM_001077363","Midbrain","13.5",4,0.32745,0.443,-0.11555,-0.11555,-0.11555,0,0.0184255008844755,0.243034460102613,-1,0.0025707099413562,0.0127201507044187,0.00562237717201894,0.25722549842649
"Syn2","Syn2","NM_001111015","Midbrain","15.5",6,0.37095,0.1821,0.18885,0.18885,0.18885,0,0.0184804808766993,0.243759652476505,1,0.00339593318924972,0.0161069287121202,0.0132465346669127,0.541165305732546
"Gfra4","Gfra4","NM_001136063","Midbrain","12.5",3,0.9757,0.80645,0.16925,0.16925,0.16925,0,0.0185073365399043,0.244113881739993,1,0.00218669244283019,0.0110347202986039,0.0132805701686842,0.542018586039142
"Cdc42se1","Cdc42se1","NM_001038708","Midbrain","15.5",6,0.61015,0.412,0.19815,0.19805,0.19825,0.000200000000000089,0.0185991946316314,0.245325500456299,1,0.000358415489351281,0.00230402766118092,0.00137505619591232,0.0758784895928868
"Epb4.1l5","Epb4.1l5","NM_001113416","Midbrain","15.5",6,0.5069,0.1545,0.3524,0.3524,0.3524,0,0.0186183016760771,0.24557752455378,1,0.00337092110145543,0.0160215014344356,0.013376563775815,0.544857437935415
"Bcl11a","Bcl11a","NM_001159289","Midbrain","15.5",6,0.8358,0.58825,0.24755,0.24755,0.24755,0,0.0186183016760771,0.24557752455378,1,1.07001724211612e-05,0.00010420146632267,2.13780997418746e-05,0.00193676324308906
"Cdc37l1","Cdc37l1","NM_001302382","Midbrain","15.5",6,0.4412,0.3375,0.1037,0.1037,0.1037,0,0.0186445787642148,0.245924122346081,1,2.75995855763442e-05,0.000241535952548618,5.51991711526884e-05,0.0044967720371938
"Cdc42se1","Cdc42se1","NM_172395","Midbrain","15.5",6,0.38985,0.588,-0.19815,-0.19805,-0.19825,-0.000199999999999978,0.0186504509358726,0.246001576960609,-1,0.000358415489351281,0.00230402766118092,0.00137505619591232,0.0758784895928868
"Ppp3ca","Ppp3ca","NM_008913","Midbrain","15.5",6,0.4048,0.14165,0.26315,0.26315,0.26315,0,0.018663241224268,0.246170282324671,1,0.00335929395847854,0.0159994676877797,0.0130819013888879,0.535500933772309
"Cyp2d22","Cyp2d22","NM_019823","Midbrain","11.5",2,0.2642,1,-0.7358,-0.7358,-0.7358,0,0.018665811346153,0.246204182525736,-1,0.00336931327402478,0.0160215014344356,0.0134449912196945,0.547104024539955
"Cyp2d22","Cyp2d22","NM_001163472","Midbrain","11.5",2,0.7358,0,0.7358,0.7358,0.7358,0,0.0187023034372364,0.246685517373026,1,0.00336931327402478,0.0160215014344356,0.0134449912196945,0.547104024539955
"Epb4.1l5","Epb4.1l5","NM_145506","Midbrain","15.5",6,0.4931,0.8455,-0.3524,-0.3524,-0.3524,0,0.0187029341431373,0.246693836455859,-1,0.00337092110145543,0.0160215014344356,0.013376563775815,0.544857437935415
"Amigo1","Amigo1","NM_001287093","Midbrain","12.5",3,0,0.2238,-0.2238,-0.2238,-0.2238,0,0.0187057140874892,0.246730504239217,-1,0.000366990744001511,0.00234925403537751,0.000733981488003023,0.0441685728680931
"Fmn1","Fmn1","NM_010230","Midbrain","13.5",4,0,0.514175,-0.514175,-0.5142,-0.51415,4.99999999999945e-05,0.0187489844397913,0.247301245125781,-1,0.00676443346889012,0.0289624059748457,0.0135233573752133,0.549750207545257
"Syn2","Syn2","NM_013681","Midbrain","15.5",6,0.62905,0.8179,-0.18885,-0.18885,-0.18885,0,0.0188136323796003,0.248153958832004,-1,0.00339593318924972,0.0161069287121202,0.0132465346669127,0.541165305732546
"Wnt7b","Wnt7b","NM_001163634","Midbrain","14.5",5,0.11115,0.248925,-0.137775,-0.13775,-0.1378,-5.000000000005e-05,0.0188601463697473,0.248767483672033,-1,1.07573616712799e-13,5.72516794993583e-12,2.15147233425597e-13,1.09488770500117e-10
"Ptbp1","Ptbp1","NM_008956","Midbrain","15.5",6,0.4962,0.61315,-0.11695,-0.11695,-0.11695,0,0.018967035859685,0.250177368246706,-1,0.0025707099413562,0.0127201507044187,0.00562237717201894,0.25722549842649
"Gse1","Gse1","NM_198671","Midbrain","15.5",6,0.6997,0.9532,-0.2535,-0.2535,-0.2535,0,0.0190327979707809,0.251044777999396,-1,0.00344101796020429,0.0162870105520735,0.0096025046278088,0.408488260590101
"Sh3bp2","Sh3bp2","NM_001145859","Midbrain","15.5",6,0.6488,0.99,-0.3412,-0.3412,-0.3412,-2.22044604925031e-16,0.0190495386931844,0.251265590039003,-1,1.2593599047224e-05,0.000120335914069194,2.51871980944479e-05,0.00225704832687409
"Ccdc30","Ccdc30","NM_029286","Midbrain","15.5",6,0.26075,0.7021,-0.44135,-0.44135,-0.44135,0,0.019050930587057,0.251283949278079,-1,0.00192977643106254,0.00990200305490276,0.00385955286212509,0.186512006532898
"Olfm1","Olfm1","NM_019498","Midbrain","15.5",6,0.26905,0.09335,0.1757,0.1757,0.1757,-1.38777878078145e-17,0.0190661912726901,0.251485239463724,1,0.00517743741598415,0.0232324814244701,0.0122884543941566,0.509600340542789
"Angpt1","Angpt1","NM_009640","Midbrain","16.5",7,0,0.253975,-0.253975,-0.254,-0.25395,4.99999999999945e-05,0.0191154239429282,0.252134624004516,-1,0.00346668193962643,0.0163915322703204,0.0138385787073587,0.560354084691368
"Angpt1","Angpt1","NM_001286062","Midbrain","16.5",7,1,0.746025,0.253975,0.254,0.25395,-5.00000000001055e-05,0.0191324770010159,0.252359555787452,1,0.00346668193962643,0.0163915322703204,0.0138385787073587,0.560354084691368
"Gfra4","Gfra4","NM_001271001","Midbrain","12.5",3,0.0243,0.19355,-0.16925,-0.16925,-0.16925,0,0.0191991014561702,0.253238339956718,-1,0.00218669244283019,0.0110347202986039,0.0132805701686842,0.542018586039142
"Grip1","Grip1","NM_001277294","Midbrain","15.5",6,0,0.642125,-0.642125,-0.6421,-0.64215,-4.99999999999945e-05,0.0193038867373413,0.254620469777545,-1,6.12780262625205e-05,0.000481079804808845,0.000122556052525041,0.00902122612623845
"Cd82","Cd82","NM_001271431","Midbrain","15.5",6,0,0.101375,-0.101375,-0.1014,-0.10135,4.99999999999945e-05,0.0193157941986766,0.254777530551901,-1,0.0140273683203619,0.0531044373881692,0.0280157525831276,1
"Scn9a","Scn9a","NM_001290675","Midbrain","15.5",6,0.1409,0.41405,-0.27315,-0.27315,-0.27315,0,0.0193492221612789,0.255218449194728,-1,0.0035257974080744,0.0166195414384722,0.0140609191322995,0.567208312563499
"St7","St7","NM_001289626","Midbrain","15.5",6,0.3404,0,0.3404,0.3404,0.3404,0,0.0193792405819425,0.255614395590153,1,0.000252964229009879,0.00169519366936781,0.000505092016165604,0.03135604336154
"Pank4","Pank4","NR_131230","Midbrain","12.5",3,0.44765,0.260175,0.187475,0.18745,0.1875,4.99999999999945e-05,0.0193815575896611,0.255644957186468,1,0.0105702806491828,0.0421797511170966,0.0210681501161001,0.798942808650706
"Scn9a","Scn9a","NM_001290674","Midbrain","15.5",6,0.8591,0.58595,0.27315,0.27315,0.27315,0,0.0193860778198407,0.255704579538562,1,0.0035257974080744,0.0166195414384722,0.0140609191322995,0.567208312563499
"Sphk1","Sphk1","NM_025367","Midbrain","13.5",4,0,0.2277,-0.2277,-0.2277,-0.2277,-2.77555756156289e-17,0.0195417878564657,0.257758412697345,-1,0.0178018084232124,0.064717138326484,0.0356036168464249,1
"Bace1","Bace1","NM_011792","Midbrain","12.5",3,0.83625,0.99355,-0.1573,-0.1573,-0.1573,-2.22044604925031e-16,0.019550874352608,0.257878264618767,-1,0.000111174732546503,0.00081676846045802,0.000430793319861012,0.0271940950314665
"Map3k12","Map3k12","NM_001163643","Midbrain","15.5",6,0.7583,0.980925,-0.222625,-0.2226,-0.22265,-4.99999999999945e-05,0.0197057257085267,0.259920771681008,-1,0.000509194287240706,0.0031409464322112,0.00195695649733494,0.103819512347716
"Lhx3","Lhx3","NM_001039653","Midbrain","11.5",2,0,0.609475,-0.609475,-0.60945,-0.6095,-5.00000000001055e-05,0.019718503026207,0.260089305959856,-1,0.00191114921288784,0.00982846061504232,0.0143900838732612,0.578706408597638
"Lhx3","Lhx3","NM_010711","Midbrain","11.5",2,1,0.390525,0.609475,0.60945,0.6095,4.99999999999945e-05,0.0197273152159845,0.260205539749013,1,0.00191114921288784,0.00982846061504232,0.0143900838732612,0.578706408597638
"Brca2","Brca2","NM_001081001","Midbrain","0",8,0.31245,0.666125,-0.353675,-0.3537,-0.35365,5.00000000001055e-05,0.0198378540077099,0.261663559030866,-1,0.00363919549707179,0.0171364174795243,0.0144834229445474,0.580760312649695
"Ampd2","Ampd2","NM_028779","Midbrain","15.5",6,0.3626,0.18595,0.17665,0.17665,0.17665,0,0.0198450319765668,0.261758237259517,1,7.91758377697776e-08,1.14679686541858e-06,1.57956774519134e-07,2.08690411181666e-05
"Fam19a2","Fam19a2","NR_045514","Midbrain","15.5",6,0.04325,0.287225,-0.243975,-0.24395,-0.244,-4.99999999999945e-05,0.0198545729296602,0.261884083520005,-1,0.0109043909566948,0.0432865545609646,0.0217886492567062,0.823991329523879
"Brca2","Brca2","NM_009765","Midbrain","0",8,0.68755,0.333875,0.353675,0.3537,0.35365,-4.9999999999939e-05,0.0198742626687817,0.262143793426778,1,0.00363919549707179,0.0171364174795243,0.0144834229445474,0.580760312649695
"Bace1","Bace1","NM_001145947","Midbrain","12.5",3,0.16375,0.00645,0.1573,0.1573,0.1573,5.20417042793042e-18,0.0199258834543745,0.262824677481724,1,0.000111174732546503,0.00081676846045802,0.000430793319861012,0.0271940950314665
"Map3k12","Map3k12","NM_009582","Midbrain","15.5",6,0.2417,0.019075,0.222625,0.2226,0.22265,4.9999999999998e-05,0.0199849931399395,0.263604340982227,1,0.000509194287240706,0.0031409464322112,0.00195695649733494,0.103819512347716
"Slc25a19","Slc25a19","NM_001252395","Midbrain","15.5",6,0.217,0.0372,0.1798,0.1798,0.1798,6.93889390390723e-18,0.0201886861144147,0.266291074568937,1,0.00271330561552566,0.0132963595313287,0.00542661123105133,0.249933520107072
"Dopey2","Dopey2","NM_027293","Midbrain","11.5",2,0.5173,0.14765,0.36965,0.36965,0.36965,2.77555756156289e-17,0.0201954539444493,0.266380343019703,1,0.00373203372569094,0.0175015556992699,0.014833986064174,0.59423923617658
"Dopey2","Dopey2","NM_026700","Midbrain","11.5",2,0.4827,0.85235,-0.36965,-0.36965,-0.36965,2.22044604925031e-16,0.0203015498237608,0.267779759779618,-1,0.00373203372569094,0.0175015556992699,0.014833986064174,0.59423923617658
"Cdk10","Cdk10","NM_194444","Midbrain","15.5",6,0.10195,0.272975,-0.171025,-0.17105,-0.171,4.99999999999945e-05,0.0204237267833965,0.26939128782481,-1,0.00381557258698214,0.0178021159333509,0.0149920254784601,0.599987108107594
"Nudt7","Nudt7","NM_024437","Midbrain","14.5",5,0.9195,0.442175,0.477325,0.4773,0.47735,4.99999999999945e-05,0.0204798961156889,0.27013216772998,1,0.00942431905619301,0.038513489571603,0.0296489165229102,1
"Cdk10","Cdk10","NM_194446","Midbrain","15.5",6,0.89805,0.727025,0.171025,0.17105,0.171,-5.00000000001055e-05,0.0207109809502409,0.27318020307813,1,0.00381557258698214,0.0178021159333509,0.0149920254784601,0.599987108107594
"Phactr2","Phactr2","NM_001195096","Midbrain","15.5",6,0.37035,0,0.37035,0.37035,0.37035,0,0.0207878432746064,0.274194025911036,1,0.0153255746375384,0.0572146452822293,0.0306511492750767,1
"Eif4e2","Eif4e2","NM_023314","Midbrain","0",8,0.50015,0.3733,0.12685,0.12685,0.12685,-5.55111512312578e-17,0.020798435729298,0.274333741597642,1,1.14170522491546e-08,1.98691437811333e-07,2.28341044983091e-08,3.60630379431266e-06
"Meis2","Meis2","NM_001159567","Midbrain","10.5",1,0.0527,0.156975,-0.104275,-0.1083,-0.10025,0.00805,0.0209721582720785,0.276625161768905,-1,6.48588318642138e-08,9.57609269169376e-07,1.21662019712996e-07,1.64427333703698e-05
"Ndrg3","Ndrg3","NM_180956","Midbrain","15.5",6,0.0872,0.2521,-0.1649,-0.1649,-0.1649,0,0.0211075585125952,0.278411106398474,-1,0.00395910004004748,0.0183223466969639,0.0156253604839584,0.622914354122141
"Nrf1","Nrf1","NM_001164227","Midbrain","15.5",6,0.31545,0.1835,0.13195,0.13195,0.13195,0,0.0211075585125952,0.278411106398474,1,0.0156152640784641,0.0581065558431951,0.0312305281569281,1
"Col25a1","Col25a1","NM_198711","Midbrain","16.5",7,0.12995,0,0.12995,0.12995,0.12995,0,0.0211885267775007,0.279479087055832,1,0.00156668105426015,0.00832882066061171,0.00313336210852031,0.1567480719038
"Arhgap33","Arhgap33","NM_178252","Midbrain","15.5",6,0.49115,0.1817,0.30945,0.30945,0.30945,0,0.0213327831258176,0.281381844758289,1,8.69658304647003e-10,1.95118924527909e-08,1.73747258211888e-09,3.56320438788874e-07
"Ndrg3","Ndrg3","NM_013865","Midbrain","15.5",6,0.9128,0.7479,0.1649,0.1649,0.1649,-1.11022302462516e-16,0.0213327831258176,0.281381844758289,1,0.00395910004004748,0.0183223466969639,0.0156253604839584,0.622914354122141
"Grin1","Grin1","NM_001177656","Midbrain","12.5",3,0,0.36985,-0.36985,-0.36985,-0.36985,0,0.0213415099804462,0.281496952967089,-1,0.00828168453796089,0.0344593364820427,0.0237745478283408,0.881305155006834
"Ccdc9","Ccdc9","NM_001136471","Midbrain","15.5",6,0.1697,0.33375,-0.16405,-0.16405,-0.16405,0,0.0214310548546843,0.28267806008064,-1,0.00410848752770507,0.0189371071644573,0.0159367467114645,0.632270551459624
"Gpr12","Gpr12","NM_008151","Midbrain","11.5",2,0.3895,1,-0.6105,-0.6105,-0.6105,1.11022302462516e-16,0.0214403331383087,0.282800441700846,-1,0.00399105026861543,0.0184329334807798,0.0159574083955821,0.632481537358389
"Gpr12","Gpr12","NM_001010941","Midbrain","11.5",2,0.6105,0,0.6105,0.6105,0.6105,0,0.0214403331383087,0.282800441700846,1,0.00399105026861543,0.0184329334807798,0.0159574083955821,0.632481537358389
"Ppp1r18","Ppp1r18","NM_175242","Midbrain","15.5",6,0.40525,0.1882,0.21705,0.21705,0.21705,-5.55111512312578e-17,0.0214403331383087,0.282800441700846,1,0.0105385510476459,0.0420898325873255,0.0239441635359814,0.885999161957043
"Lhx3","Lhx3","NM_001039653","Midbrain","10.5",1,0.1865,0.805575,-0.619075,-0.6191,-0.61905,5.00000000001055e-05,0.0214837964459955,0.283373727690962,-1,0.00191114921288784,0.00982846061504232,0.0143900838732612,0.578706408597638
"Vsig8","Vsig8","NR_027644","Midbrain","10.5",1,1,0,1,1,1,0,0.0214852739485251,0.283393216117998,1,0.00401506310635149,0.0185251449977528,0.0160216942586509,0.634419527662977
"Lhx3","Lhx3","NM_010711","Midbrain","10.5",1,0.8135,0.194425,0.619075,0.6191,0.61905,-5.00000000000222e-05,0.0214852739485251,0.283393216117998,1,0.00191114921288784,0.00982846061504232,0.0143900838732612,0.578706408597638
"Vsig8","Vsig8","NM_177723","Midbrain","10.5",1,0,1,-1,-1,-1,0,0.021509328012926,0.283710491973433,-1,0.00401506310635149,0.0185251449977528,0.0160216942586509,0.634419527662977
"Nrp2","Nrp2","NM_001077407","Midbrain","16.5",7,0.34975,0.5958,-0.24605,-0.24605,-0.24605,-1.11022302462516e-16,0.0215122021635897,0.283748402348798,-1,0.0241039095106132,0.0838325181079611,0.0482078190212265,1
"Sgip1","Sgip1","NM_001285862","Midbrain","15.5",6,0.3055,0.04615,0.25935,0.25935,0.25935,0,0.0215520722512109,0.28427429335605,1,1.53321820093386e-16,2.19298115802321e-14,3.06643640186772e-16,3.95005202295657e-13
"Cpsf7","Cpsf7","NM_001164272","Midbrain","12.5",3,0.3226,0.19645,0.12615,0.12615,0.12615,0,0.0215634401896732,0.28442423776212,1,0.00421797699653225,0.0193637720292158,0.0161213288563523,0.637140718089376
"Ccdc9","Ccdc9","NM_172297","Midbrain","15.5",6,0.8303,0.66625,0.16405,0.16405,0.16405,0,0.0219581291136995,0.289630229727312,1,0.00410848752770507,0.0189371071644573,0.0159367467114645,0.632270551459624
"Cldnd1","Cldnd1","NR_045517","Midbrain","13.5",4,0.6825,0.52865,0.15385,0.15385,0.15385,0,0.0219952038709708,0.290119250008136,1,2.29003068297104e-14,1.61253391322437e-12,4.58006136594207e-14,2.94991943299158e-11
"Pnck","Pnck","NM_001199352","Midbrain","12.5",3,0.75585,0.6395,0.11635,0.11635,0.11635,-1.11022302462516e-16,0.0220286310994886,0.290560158968304,1,2.65992580079279e-13,1.26018419214305e-11,5.31985160158558e-13,2.34231782451542e-10
"Zfp661","Zfp661","NM_028141","Midbrain","15.5",6,0.04885,0.262425,-0.213575,-0.21355,-0.2136,-4.99999999999945e-05,0.0220656692193141,0.291048695997037,-1,0.00414860291559041,0.0190876498345775,0.0165230840577533,0.650052142613201
"A930016O22Rik","A930016O22Rik","NR_073014","Midbrain","15.5",6,1,0,1,1,1,0,0.0221186909753884,0.291748059012567,1,0.00415951356814543,0.0191145518086362,0.0166004284814672,0.651701665377604
"Zfp661","Zfp661","NM_001111029","Midbrain","15.5",6,0.95115,0.737575,0.213575,0.21355,0.2136,4.99999999998835e-05,0.0221186909753884,0.291748059012567,1,0.00414860291559041,0.0190876498345775,0.0165230840577533,0.650052142613201
"Tcf7l2","Tcf7l2","NM_001142922","Midbrain","16.5",7,0.0302,0.189975,-0.159775,-0.15975,-0.1598,-4.99999999999667e-05,0.0221186909753884,0.291748059012567,-1,7.65713832265965e-05,0.000591007118091285,0.000153142766453193,0.0110361931143073
"A930016O22Rik","A930016O22Rik","NR_073015","Midbrain","15.5",6,0,1,-1,-1,-1,0,0.0221551622691389,0.29222911954066,-1,0.00415951356814543,0.0191145518086362,0.0166004284814672,0.651701665377604
"Tpx2","Tpx2","NM_001141975","Midbrain","14.5",5,0.03595,0.2496,-0.21365,-0.21365,-0.21365,0,0.0223146753645279,0.294333115478693,-1,0.00012628469195544,0.000908812948239068,0.000252569383910879,0.0169839640648044
"Rapgef1","Rapgef1","NM_054050","Midbrain","15.5",6,0.69705,0.4154,0.28165,0.28165,0.28165,0,0.0223559604149418,0.294877670006712,1,0.00429501501719892,0.0196190456424346,0.0164250672013598,0.647902560940672
"Cpsf7","Cpsf7","NM_172302","Midbrain","12.5",3,0.6774,0.80355,-0.12615,-0.12615,-0.12615,0,0.022399837957401,0.295456419800765,-1,0.00421797699653225,0.0193637720292158,0.0161213288563523,0.637140718089376
"Cartpt","Cartpt","NM_013732","Midbrain","15.5",6,0.70945,0.2844,0.42505,0.42505,0.42505,0,0.0224330106886626,0.29589397191307,1,0.00423424370230994,0.019418971368209,0.0169040630195307,0.662990368062024
"Cartpt","Cartpt","NM_001081493","Midbrain","15.5",6,0.29055,0.7156,-0.42505,-0.42505,-0.42505,0,0.0224460070899001,0.296065395929049,-1,0.00423424370230994,0.019418971368209,0.0169040630195307,0.662990368062024
"Sema6d","Sema6d","NM_199240","Midbrain","15.5",6,0.4246,0.1952,0.2294,0.2294,0.2294,5.55111512312578e-17,0.0224460070899001,0.296065395929049,1,3.42655808950327e-09,6.70228904942584e-08,6.85311617900654e-09,1.23900220498493e-06
"Lef1","Lef1","NM_010703","Midbrain","14.5",5,0.1248,0.446125,-0.321325,-0.32135,-0.3213,4.9999999999939e-05,0.0224666321617285,0.296337442981002,-1,0.000774131420161618,0.00451362994914615,0.00262766911495438,0.135655508274404
"Eif4e2","Eif4e2","NM_001039170","Midbrain","16.5",7,0,0.1023,-0.1023,-0.1023,-0.1023,0,0.0225084159434612,0.296888575832052,-1,1.14170522491546e-08,1.98691437811333e-07,2.28341044983091e-08,3.60630379431266e-06
"Sept9","Sept9","NM_001113488","Midbrain","11.5",2,0.68895,0.54745,0.1415,0.1415,0.1415,0,0.0226685796394642,0.299001153266455,1,0.000543791531932143,0.00331857845553789,0.00108758306386429,0.0620907952270361
"Rapgef1","Rapgef1","NM_054050","Midbrain","16.5",7,0.23205,0.49285,-0.2608,-0.2608,-0.2608,0,0.0227079954737852,0.29952105262082,-1,0.00429501501719892,0.0196190456424346,0.0164250672013598,0.647902560940672
"Plxnb2","Plxnb2","NM_001284506","Midbrain","0",8,0.0224,0.18935,-0.16695,-0.16695,-0.16695,-2.77555756156289e-17,0.0227079954737852,0.29952105262082,-1,0.00130795234684603,0.00715232723000514,0.00508043475870471,0.237438492052183
"Dync1i1","Dync1i1","NM_010063","Midbrain","15.5",6,0.05685,0.760475,-0.703625,-0.7036,-0.70365,-4.99999999997724e-05,0.022807736436163,0.30083664730091,-1,0.011024072943718,0.0436103559752786,0.0431873105790412,1
"Eif4e2","Eif4e2","NM_001039169","Midbrain","15.5",6,0.36625,0.47835,-0.1121,-0.1121,-0.1121,0,0.0228490721273448,0.301381869786438,-1,1.14170522491546e-08,1.98691437811333e-07,2.28341044983091e-08,3.60630379431266e-06
"Senp8","Senp8","NM_027838","Midbrain","0",8,0.32585,0.691875,-0.366025,-0.36605,-0.366,5.00000000001055e-05,0.0228838957911931,0.301841197888031,-1,0.0216964634738343,0.0766240071911571,0.0433177663642959,1
"Tnik","Tnik","NM_001163008","Midbrain","10.5",1,0,0.235325,-0.235325,-0.2354,-0.23525,0.000150000000000011,0.0229465376127924,0.302667450666052,-1,0.000806752144091133,0.00467405640950014,0.00161086620420421,0.0872556675221469
"Fmo5","Fmo5","NM_010232","Midbrain","13.5",4,1,0,1,1,1,0,0.0229530674635892,0.302753580143503,1,0.0130700629226773,0.0502281091495333,0.0261401258453546,0.960359084752783
"Rreb1","Rreb1","NM_001177869","Midbrain","11.5",2,0.7958,0.6027,0.1931,0.1931,0.1931,-1.11022302462516e-16,0.0229530674635892,0.302753580143503,1,0.0261482162122378,0.0897154314868159,0.0522964324244756,1
"Mcf2","Mcf2","NM_001289731","Midbrain","15.5",6,1,0.0575,0.9425,0.9425,0.9425,2.08166817117217e-17,0.0230232947144133,0.303679885598945,1,0.00312411731301461,0.0149728638132648,0.00624823462602921,0.283342863063628
