"isoform_id","gene_id","gene_name","region","start_stage","end_stage","n_stages","direction","max_abs_usage_difference","mean_abs_usage_difference","worst_pair_q","flanking_max_abs_difference","gene_q","replicate_separation","replicate_consistent","reciprocal_exchange"
"NM_001110228","Celf2","Celf2","Midbrain","15.5","15.5",1,"lower",0.68345,0.68345,7.83117866155334e-24,0.0437499999999998,2.00449894653278e-23,0.6795,TRUE,TRUE
"NM_001164790","Scg3","Scg3","Midbrain","15.5","15.5",1,"lower",0.605825,0.605825,2.69939487499784e-22,0.0609000000000001,1.97413602985781e-22,0.5955,TRUE,TRUE
"NM_009130","Scg3","Scg3","Midbrain","15.5","15.5",1,"higher",0.605825,0.605825,2.69939487499784e-22,0.0609000000000001,1.97413602985781e-22,0.5955,TRUE,TRUE
"NM_001290664","Sh3kbp1","Sh3kbp1","Midbrain","15.5","15.5",1,"higher",0.1664,0.1664,2.69939487499784e-22,0.0039,3.91880783465813e-22,0.1519,TRUE,TRUE
"NM_009722","Atp2a2","Atp2a2","Midbrain","15.5","15.5",1,"higher",0.913,0.913,2.82872071469213e-19,0.00245,3.72368754175323e-19,0.9054,TRUE,TRUE
"NM_001110830","Rbfox2","Rbfox2","Midbrain","15.5","15.5",1,"lower",0.359725,0.359725,7.21384071083892e-18,0.0310000000000001,2.15422984440092e-17,0.351,TRUE,FALSE
"NM_001253754","Gpm6a","Gpm6a","Midbrain","15.5","15.5",1,"higher",0.5719,0.5719,3.03609846176557e-17,0.0710499999999999,2.3877265329955e-17,0.5672,TRUE,TRUE
"NM_153581","Gpm6a","Gpm6a","Midbrain","15.5","15.5",1,"lower",0.5715,0.5715,3.03609846176557e-17,0.0703,2.3877265329955e-17,0.5668,TRUE,TRUE
"NM_198894","Abr","Abr","Midbrain","15.5","15.5",1,"higher",0.5696,0.5696,3.03609846176557e-17,0.0053,4.89679564060797e-17,0.5208,TRUE,FALSE
"NM_001110223","Dcx","Dcx","Midbrain","15.5","15.5",1,"lower",0.3712,0.3712,4.04038210109534e-17,0.0409,7.79001703028881e-17,0.3642,TRUE,FALSE
"NM_001293780","Chtop","Chtop","Midbrain","15.5","15.5",1,"lower",0.123825,0.123825,5.08304584398004e-17,0.01655,1.48694420886133e-16,0.1162,TRUE,TRUE
"NM_001253681","Immt","Immt","Midbrain","15.5","15.5",1,"lower",0.43025,0.43025,5.33548667637355e-17,0.0898,1.23122591982581e-16,0.4192,TRUE,TRUE
"NM_139302","Sh3glb2","Sh3glb2","Midbrain","15.5","15.5",1,"higher",0.7661,0.7661,9.53000578812814e-17,0,1.34412465936736e-16,0.7547,TRUE,TRUE
"NM_001177856","Asph","Asph","Midbrain","15.5","15.5",1,"lower",0.5033,0.5033,2.36644225495471e-16,0.0917,9.67121974433011e-16,0.4925,TRUE,TRUE
"NM_001252283","Ogdh","Ogdh","Midbrain","15.5","15.5",1,"lower",0.287775,0.287775,2.97776780734608e-16,0.0519999999999999,6.8053663289042e-16,0.2869,TRUE,TRUE
"NM_010875","Ncam1","Ncam1","Midbrain","15.5","15.5",1,"higher",0.40375,0.40375,1.57883262720437e-15,0.01705,2.02062069757133e-15,0.3952,TRUE,TRUE
"NM_029663","Eef1d","Eef1d","Midbrain","15.5","15.5",1,"lower",0.42375,0.42375,2.59164539310672e-15,0.08905,5.7516018460452e-15,0.4057,TRUE,TRUE
"NM_001113214","Odf2","Odf2","Midbrain","15.5","15.5",1,"higher",0.2036,0.2036,3.14549777765481e-15,0,6.00099759769888e-15,0.1871,TRUE,TRUE
"NM_001286388","Trim9","Trim9","Midbrain","15.5","15.5",1,"lower",0.22665,0.22665,3.62258236203399e-15,0.0291,7.03716722775781e-15,0.2261,TRUE,FALSE
"NM_001113517","Arhgef7","Arhgef7","Midbrain","15.5","15.5",1,"lower",0.5468,0.5468,4.19446801001808e-15,0.0409,5.7516018460452e-15,0.5399,TRUE,TRUE
"NM_001025074","Ntrk2","Ntrk2","Midbrain","15.5","15.5",1,"lower",0.49275,0.49275,4.19446801001808e-15,0.0943499999999999,2.55519538283631e-15,0.4897,TRUE,TRUE
"NM_001009930","Brsk2","Brsk2","Midbrain","15.5","15.5",1,"higher",0.7068,0.7068,4.2952766660342e-15,0.09345,7.16203840616759e-15,0.6978,TRUE,TRUE
"NM_008745","Ntrk2","Ntrk2","Midbrain","15.5","15.5",1,"higher",0.49275,0.49275,4.49649559396648e-15,0.09435,2.55519538283631e-15,0.4897,TRUE,TRUE
"NM_001293779","Chtop","Chtop","Midbrain","15.5","15.5",1,"lower",0.1922,0.1922,4.49649559396648e-15,0.0346,1.48694420886133e-16,0.1746,TRUE,TRUE
"NM_001205331","Map4","Map4","Midbrain","15.5","15.5",1,"lower",0.50515,0.50515,7.74790198393565e-15,0.0842499999999999,1.27692771345271e-14,0.4889,TRUE,TRUE
"NM_001252665","Dmtn","Dmtn","Midbrain","15.5","15.5",1,"lower",0.51665,0.51665,9.61035418199344e-15,0.03915,1.87043363735316e-14,0.5035,TRUE,FALSE
"NM_134118","Tecr","Tecr","Midbrain","15.5","15.5",1,"higher",0.51175,0.51175,1.4174204413244e-14,0.03835,8.62686802754673e-15,0.4983,TRUE,TRUE
"NM_027179","Tecr","Tecr","Midbrain","15.5","15.5",1,"lower",0.51175,0.51175,1.70389701200499e-14,0.0383499999999999,8.62686802754673e-15,0.4983,TRUE,TRUE
"NM_001285859","Sgip1","Sgip1","Midbrain","15.5","15.5",1,"lower",0.7582,0.7582,1.72894524514316e-14,0.0540999999999999,2.19298115802321e-14,0.7469,TRUE,TRUE
"NM_001164252","Tpm1","Tpm1","Midbrain","15.5","15.5",1,"lower",0.2053,0.2053,1.97316767155226e-14,0.0543,6.23125568213409e-14,0.1934,TRUE,TRUE
"NM_016760","Clta","Clta","Midbrain","15.5","15.5",1,"lower",0.6625,0.6625,2.28837289584878e-14,0.0473,4.4361523374557e-14,0.6487,TRUE,TRUE
"NM_001289150","Fam110a","Fam110a","Midbrain","15.5","15.5",1,"lower",0.560575,0.560575,2.28837289584878e-14,0.0778000000000001,3.68179947870252e-14,0.5541,TRUE,FALSE
"NM_028768","Armc8","Armc8","Midbrain","15.5","15.5",1,"higher",0.4992,0.4992,2.28837289584878e-14,0.0143,1.53718655395584e-14,0.485,TRUE,TRUE
"NM_001146347","Fam57b","Fam57b","Midbrain","15.5","15.5",1,"lower",0.48415,0.48415,2.28837289584878e-14,0.0602000000000001,3.14673718571413e-14,0.4815,TRUE,TRUE
"NM_029922","Parp6","Parp6","Midbrain","15.5","15.5",1,"lower",0.3898,0.3898,2.28837289584878e-14,0.0313000000000001,3.68179947870252e-14,0.3604,TRUE,TRUE
"NM_001170935","Lppr3","Lppr3","Midbrain","15.5","15.5",1,"higher",0.256,0.256,2.28837289584878e-14,0.00285,3.05244711757129e-14,0.2452,TRUE,TRUE
"NM_001290379","Ap1s2","Ap1s2","Midbrain","15.5","15.5",1,"lower",0.9397,0.9397,2.28962214520634e-14,0.0219000000000001,3.20937941530207e-14,0.9222,TRUE,TRUE
"NM_008441","Kif1b","Kif1b","Midbrain","15.5","15.5",1,"higher",0.63045,0.63045,2.31840462251394e-14,0.02615,3.23063045495258e-14,0.5895,TRUE,TRUE
"NM_001166138","Armc8","Armc8","Midbrain","15.5","15.5",1,"lower",0.4992,0.4992,2.62739841815944e-14,0.0143000000000001,1.53718655395584e-14,0.485,TRUE,TRUE
"NM_001310144","Pax6","Pax6","Midbrain","15.5","15.5",1,"lower",0.3574,0.3574,3.99017750501563e-14,0.0873,1.22933488012402e-13,0.344,TRUE,TRUE
"NM_001293778","Chtop","Chtop","Midbrain","15.5","15.5",1,"lower",0.20725,0.20725,4.62317205686154e-14,0.0913,1.48694420886133e-16,0.1991,TRUE,TRUE
"NM_001005865","Mtus1","Mtus1","Midbrain","15.5","15.5",1,"higher",0.81715,0.81715,5.45703971750172e-14,0.0233,9.04597594480235e-14,0.786,TRUE,TRUE
"NM_207706","Elmo2","Elmo2","Midbrain","15.5","15.5",1,"lower",0.69215,0.69215,5.87483994043996e-14,0.07045,9.71364443615446e-14,0.6728,TRUE,TRUE
"NM_001083334","Bin1","Bin1","Midbrain","15.5","15.5",1,"higher",0.73465,0.73465,6.48253732905685e-14,0.09355,3.36849455514192e-14,0.712,TRUE,TRUE
"NM_009668","Bin1","Bin1","Midbrain","15.5","15.5",1,"lower",0.73465,0.73465,6.48253732905685e-14,0.09355,3.36849455514192e-14,0.712,TRUE,TRUE
"NM_001163330","Ralyl","Ralyl","Midbrain","15.5","15.5",1,"lower",0.20015,0.20015,7.64048336422823e-14,0.08195,1.32707388911756e-13,0.1789,TRUE,TRUE
"NM_001038621","Rabgap1l","Rabgap1l","Midbrain","15.5","15.5",1,"lower",0.4708,0.4708,8.1412810337839e-14,0.0441,4.4361523374557e-14,0.4455,TRUE,TRUE
"NM_013862","Rabgap1l","Rabgap1l","Midbrain","15.5","15.5",1,"higher",0.4708,0.4708,8.63620752966449e-14,0.0441,4.4361523374557e-14,0.4455,TRUE,TRUE
"NM_013928","Schip1","Schip1","Midbrain","15.5","15.5",1,"lower",0.81895,0.81895,9.29406724458594e-14,0.028,2.03909622649851e-13,0.7991,TRUE,TRUE
"NM_001077361","Fhl1","Fhl1","Midbrain","15.5","15.5",1,"lower",0.3812,0.3812,1.42106603270709e-13,0.0365500000000001,2.52683232288274e-13,0.3757,TRUE,TRUE
"NM_010714","Lhx9","Lhx9","Midbrain","15.5","15.5",1,"lower",0.28295,0.28295,2.08901266749625e-13,0.0201000000000001,2.75508652556473e-13,0.2308,TRUE,TRUE
"NM_001163555","Pou2f2","Pou2f2","Midbrain","15.5","15.5",1,"lower",0.30395,0.30395,2.1606399991759e-13,0.06475,2.80114115183638e-13,0.2683,TRUE,FALSE
"NM_016920","Atp6v0a1","Atp6v0a1","Midbrain","15.5","15.5",1,"lower",0.86365,0.86365,2.20239359798895e-13,0.0478,3.79657073732693e-13,0.8604,TRUE,TRUE
"NM_017402","Arhgef7","Arhgef7","Midbrain","15.5","15.5",1,"higher",0.73215,0.73215,2.58616682765272e-13,0.08365,5.7516018460452e-15,0.7043,TRUE,TRUE
"NM_145121","Cacnb1","Cacnb1","Midbrain","15.5","15.5",1,"lower",0.84405,0.84405,3.00856456390255e-13,0.0982,6.43290413593279e-13,0.8332,TRUE,FALSE
"NM_001290646","Lhx2","Lhx2","Midbrain","15.5","15.5",1,"higher",0.78525,0.78525,3.3335148077703e-13,0.0709,1.78179112969353e-13,0.7745,TRUE,TRUE
"NM_010710","Lhx2","Lhx2","Midbrain","15.5","15.5",1,"lower",0.78525,0.78525,3.36289930653981e-13,0.0709000000000001,1.78179112969353e-13,0.7745,TRUE,TRUE
"NM_001291455","Dpysl3","Dpysl3","Midbrain","15.5","15.5",1,"higher",0.76035,0.76035,3.71564507905152e-13,0.02015,2.75508652556473e-13,0.7392,TRUE,TRUE
"NM_009468","Dpysl3","Dpysl3","Midbrain","15.5","15.5",1,"lower",0.75975,0.75975,3.71564507905152e-13,0.0200000000000002,2.75508652556473e-13,0.7388,TRUE,TRUE
"NM_001024716","Triobp","Triobp","Midbrain","15.5","15.5",1,"higher",0.37005,0.37005,3.72795554582643e-13,0.0549499999999999,6.70413583097383e-13,0.3558,TRUE,TRUE
"NM_001034168","Ank2","Ank2","Midbrain","15.5","15.5",1,"lower",0.31945,0.31945,3.72795554582643e-13,0.0122500000000001,2.5642169920083e-13,0.2942,TRUE,TRUE
"NM_178655","Ank2","Ank2","Midbrain","15.5","15.5",1,"higher",0.31945,0.31945,4.73572779943287e-13,0.0122500000000001,2.5642169920083e-13,0.2942,TRUE,TRUE
"NM_001168229","Morf4l2","Morf4l2","Midbrain","15.5","15.5",1,"lower",0.4923,0.4923,5.08186442329983e-13,0.0292999999999999,1.5853180464733e-12,0.4887,TRUE,TRUE
"NR_045517","Cldnd1","Cldnd1","Midbrain","15.5","15.5",1,"higher",0.4526,0.4526,8.9575981433589e-13,0.04235,1.61253391322437e-12,0.4194,TRUE,TRUE
"NM_001005864","Mtus1","Mtus1","Midbrain","15.5","15.5",1,"lower",0.887,0.887,9.36291281112388e-13,0.0325500000000002,9.04597594480235e-14,0.8556,TRUE,TRUE
"NM_001293300","Clasp1","Clasp1","Midbrain","15.5","15.5",1,"lower",0.4286,0.4286,1.30168582935997e-12,0.0615,1.76893299048121e-12,0.4008,TRUE,TRUE
"NM_001289774","Rufy3","Rufy3","Midbrain","15.5","15.5",1,"higher",0.75555,0.75555,1.80167790581027e-12,0.00279999999999999,3.88064046945934e-12,0.7199,TRUE,TRUE
"NM_001164358","Slc25a25","Slc25a25","Midbrain","15.5","15.5",1,"lower",0.36845,0.36845,1.94267496670252e-12,0.00279999999999991,3.48178299064136e-12,0.3446,TRUE,TRUE
"NM_001039155","Triobp","Triobp","Midbrain","15.5","15.5",1,"lower",0.3045,0.3045,1.95727769985197e-12,0.04405,6.70413583097383e-13,0.2777,TRUE,TRUE
"NM_001042752","Neo1","Neo1","Midbrain","15.5","15.5",1,"higher",0.7077,0.7077,1.98813666546689e-12,0.0497,1.05540280918557e-12,0.6932,TRUE,TRUE
"NM_008684","Neo1","Neo1","Midbrain","15.5","15.5",1,"lower",0.7077,0.7077,1.98832221901706e-12,0.0497000000000002,1.05540280918557e-12,0.6932,TRUE,TRUE
"NM_009262","Spock1","Spock1","Midbrain","15.5","15.5",1,"lower",0.62335,0.62335,2.00460474378243e-12,0.00309999999999999,3.70576863473938e-12,0.6093,TRUE,TRUE
"NM_001080384","Clta","Clta","Midbrain","15.5","15.5",1,"higher",0.67465,0.67465,2.05655651803886e-12,0.0617,4.4361523374557e-14,0.6554,TRUE,TRUE
"NM_001114347","Clasp2","Clasp2","Midbrain","15.5","15.5",1,"higher",0.53875,0.53875,2.08168142118637e-12,0.00955,5.24377569719173e-12,0.5047,TRUE,TRUE
"NM_033474","Arvcf","Arvcf","Midbrain","15.5","15.5",1,"lower",0.213375,0.213375,2.19820804496011e-12,0.0414,3.99220222087171e-12,0.2034,TRUE,TRUE
"NM_001198874","Dync1i2","Dync1i2","Midbrain","15.5","15.5",1,"lower",0.52785,0.52785,2.66149663290556e-12,0.0194000000000001,6.37010208947998e-12,0.517,TRUE,TRUE
"NM_177407","Camk2a","Camk2a","Midbrain","15.5","15.5",1,"lower",0.94945,0.94945,2.82226723316189e-12,0.031,3.99220222087171e-12,0.9331,TRUE,TRUE
"NM_001199151","Sncaip","Sncaip","Midbrain","15.5","15.5",1,"lower",0.535875,0.535875,2.82226723316189e-12,0.0782499999999999,3.99220222087171e-12,0.4891,TRUE,TRUE
"NM_180960","Nnat","Nnat","Midbrain","15.5","15.5",1,"lower",0.3989,0.3989,2.89067305756052e-12,0.06335,5.6618156680233e-12,0.3609,TRUE,TRUE
"NM_001098168","Asap2","Asap2","Midbrain","15.5","15.5",1,"lower",0.758325,0.758325,3.78769403408366e-12,0.0816,5.24377569719173e-12,0.7475,TRUE,FALSE
"NM_027985","Mad2l2","Mad2l2","Midbrain","15.5","15.5",1,"higher",0.43305,0.43305,4.42164399564052e-12,0.0624000000000001,2.46685155917149e-12,0.4119,TRUE,TRUE
"NM_001305420","Mad2l2","Mad2l2","Midbrain","15.5","15.5",1,"lower",0.43305,0.43305,4.54074441528392e-12,0.0624,2.46685155917149e-12,0.4119,TRUE,TRUE
"NM_001109040","Kif21a","Kif21a","Midbrain","15.5","15.5",1,"lower",0.1513,0.1513,4.72905252267863e-12,0.0569,7.98109895943366e-12,0.1392,TRUE,TRUE
"NM_010923","Nnat","Nnat","Midbrain","15.5","15.5",1,"higher",0.3705,0.3705,4.9080443432902e-12,0.0511499999999999,5.6618156680233e-12,0.334,TRUE,TRUE
"NM_001037761","Capzb","Capzb","Midbrain","15.5","15.5",1,"higher",0.54335,0.54335,6.65739623294757e-12,0.03735,8.58140082826507e-12,0.4847,TRUE,TRUE
"NM_013680","Syn1","Syn1","Midbrain","15.5","15.5",1,"lower",0.337875,0.337875,7.66124528338871e-12,0.00645000000000012,4.13802734436365e-12,0.336,TRUE,TRUE
"NM_001110780","Syn1","Syn1","Midbrain","15.5","15.5",1,"higher",0.337875,0.337875,7.84611693251414e-12,0.00645000000000007,4.13802734436365e-12,0.336,TRUE,TRUE
"NM_001164256","Tpm1","Tpm1","Midbrain","15.5","15.5",1,"lower",0.25945,0.25945,8.06914463863198e-12,0.0653,6.23125568213409e-14,0.241,TRUE,TRUE
"NM_001146057","Acot7","Acot7","Midbrain","15.5","15.5",1,"higher",0.6533,0.6533,8.14816633391138e-12,0.0035,1.10421245101466e-11,0.6428,TRUE,TRUE
"NM_001198867","Dctn1","Dctn1","Midbrain","15.5","15.5",1,"higher",0.71765,0.71765,8.89408092019908e-12,0.0906,3.20937941530207e-14,0.6811,TRUE,TRUE
"NM_008851","Pitpnm1","Pitpnm1","Midbrain","15.5","15.5",1,"lower",0.3595,0.3595,9.24250333322444e-12,0.08555,5.41395432146627e-12,0.3506,TRUE,TRUE
"NM_001199352","Pnck","Pnck","Midbrain","15.5","15.5",1,"higher",0.3854,0.3854,9.28587003074731e-12,0.0537500000000001,1.26018419214305e-11,0.3556,TRUE,TRUE
"NM_009691","Aplp2","Aplp2","Midbrain","15.5","15.5",1,"higher",0.27345,0.27345,9.28587003074731e-12,0.0353,1.26018419214305e-11,0.2285,TRUE,TRUE
"NM_001006674","Kcnq2","Kcnq2","Midbrain","15.5","15.5",1,"lower",0.4738,0.4738,1.00558843021765e-11,0.08175,2.6604623554228e-11,0.4489,TRUE,TRUE
"NR_075078","Pitpnm1","Pitpnm1","Midbrain","15.5","15.5",1,"higher",0.3595,0.3595,1.00558843021765e-11,0.08555,5.41395432146627e-12,0.3506,TRUE,TRUE
"NM_001290745","Nckap1","Nckap1","Midbrain","15.5","15.5",1,"lower",0.444425,0.444425,1.03864005339928e-11,0.0520999999999999,5.72516794993583e-12,0.3992,TRUE,TRUE
"NM_016965","Nckap1","Nckap1","Midbrain","15.5","15.5",1,"higher",0.444425,0.444425,1.06920131421825e-11,0.0520999999999999,5.72516794993583e-12,0.3992,TRUE,TRUE
"NM_001025430","Spag9","Spag9","Midbrain","15.5","15.5",1,"lower",0.4779,0.4779,1.26411254080923e-11,0.07885,3.86143830384325e-11,0.4593,TRUE,TRUE
"NR_033657","Miat","Miat","Midbrain","15.5","15.5",1,"lower",0.392775,0.392775,1.38192711566241e-11,0.09485,7.43261089682451e-12,0.3567,TRUE,TRUE
"NR_003718","Miat","Miat","Midbrain","15.5","15.5",1,"higher",0.392775,0.392775,1.41264643742461e-11,0.0948499999999999,7.43261089682451e-12,0.3567,TRUE,TRUE
"NM_001164255","Tpm1","Tpm1","Midbrain","15.5","15.5",1,"lower",0.13575,0.13575,1.92739198213972e-11,0.01675,6.23125568213409e-14,0.1281,TRUE,TRUE
"NM_001102456","Aplp2","Aplp2","Midbrain","15.5","15.5",1,"lower",0.49955,0.49955,1.92953371534872e-11,0.0636,1.26018419214305e-11,0.4936,TRUE,TRUE
"NM_001159964","Eps15","Eps15","Midbrain","15.5","15.5",1,"lower",0.63435,0.63435,2.19514048619291e-11,0.0980500000000001,1.14272683847532e-11,0.5968,TRUE,TRUE
"NM_007943","Eps15","Eps15","Midbrain","15.5","15.5",1,"higher",0.63435,0.63435,2.19514048619291e-11,0.09805,1.14272683847532e-11,0.5968,TRUE,TRUE
"NM_009798","Capzb","Capzb","Midbrain","15.5","15.5",1,"lower",0.5352,0.5352,2.31734353877592e-11,0.0392499999999999,8.58140082826507e-12,0.4794,TRUE,TRUE
"NM_001025358","Klc1","Klc1","Midbrain","15.5","15.5",1,"lower",0.5258,0.5258,2.31734353877592e-11,0.027,7.10764834294255e-11,0.4986,TRUE,TRUE
"NM_001113420","Schip1","Schip1","Midbrain","15.5","15.5",1,"higher",0.33015,0.33015,2.80501639799255e-11,0.00425,2.03909622649851e-13,0.2412,TRUE,TRUE
"NM_001170746","Magi2","Magi2","Midbrain","15.5","15.5",1,"higher",0.67005,0.67005,3.12180651827522e-11,0.0328000000000001,4.53440366897205e-11,0.6403,TRUE,FALSE
"NM_172952","Gphn","Gphn","Midbrain","15.5","15.5",1,"lower",0.616125,0.616125,3.1462082091175e-11,0.0796,1.71784944832179e-11,0.5879,TRUE,TRUE
"NM_145965","Gphn","Gphn","Midbrain","15.5","15.5",1,"higher",0.616125,0.616125,3.17513732285882e-11,0.0796000000000001,1.71784944832179e-11,0.5879,TRUE,TRUE
"NM_001043335","Eml1","Eml1","Midbrain","15.5","15.5",1,"lower",0.3155,0.3155,3.20423948723815e-11,0.08535,1.10556012570091e-16,0.2727,TRUE,TRUE
"NM_001029850","Magi1","Magi1","Midbrain","15.5","15.5",1,"higher",0.43875,0.43875,3.39165955419144e-11,0.00935,1.06347440328758e-10,0.355,TRUE,TRUE
"NM_001161747","Palm","Palm","Midbrain","15.5","15.5",1,"lower",0.46945,0.46945,3.42912431677549e-11,0.00800000000000001,2.28085457585555e-11,0.4534,TRUE,TRUE
"NM_019798","Pde4a","Pde4a","Midbrain","15.5","15.5",1,"lower",0.86095,0.86095,3.8831788864439e-11,0.0256000000000001,2.19546499593755e-11,0.8525,TRUE,TRUE
"NM_001163565","Ptpn5","Ptpn5","Midbrain","15.5","15.5",1,"higher",0.1668,0.1668,3.8831788864439e-11,0.0266500000000001,2.16575741779165e-11,0.1579,TRUE,TRUE
"NM_013643","Ptpn5","Ptpn5","Midbrain","15.5","15.5",1,"lower",0.1668,0.1668,3.8831788864439e-11,0.02665,2.16575741779165e-11,0.1579,TRUE,TRUE
"NM_183408","Pde4a","Pde4a","Midbrain","15.5","15.5",1,"higher",0.86095,0.86095,3.95004705365361e-11,0.0256,2.19546499593755e-11,0.8525,TRUE,TRUE
"NM_023128","Palm","Palm","Midbrain","15.5","15.5",1,"higher",0.46945,0.46945,4.11762582352566e-11,0.008,2.28085457585555e-11,0.4534,TRUE,TRUE
"NM_001039179","Bicd2","Bicd2","Midbrain","15.5","15.5",1,"lower",0.80785,0.80785,4.12750248101638e-11,0.05845,6.22575399691615e-11,0.7901,TRUE,TRUE
"NM_001301345","Hnrnpk","Hnrnpk","Midbrain","15.5","15.5",1,"lower",0.1076,0.1076,4.33985175656297e-11,0.0259,1.20760886459081e-10,0.1046,TRUE,TRUE
"NM_008935","Prom1","Prom1","Midbrain","15.5","15.5",1,"higher",0.9911,0.9911,5.30028060963756e-11,0,1.30855051532679e-21,0.9822,TRUE,FALSE
"NM_001135727","Sh3kbp1","Sh3kbp1","Midbrain","15.5","15.5",1,"lower",0.7261,0.7261,5.75905003429272e-11,0.00969999999999993,3.91880783465813e-22,0.6799,TRUE,TRUE
"NM_001083897","Mpzl1","Mpzl1","Midbrain","15.5","15.5",1,"higher",0.6224,0.6224,6.07518595027823e-11,0.08265,3.76172504264568e-11,0.602,TRUE,TRUE
"NM_001290995","Kif1b","Kif1b","Midbrain","15.5","15.5",1,"lower",0.54195,0.54195,6.16878482779144e-11,0.0828,3.23063045495258e-14,0.4976,TRUE,TRUE
"NM_001001880","Mpzl1","Mpzl1","Midbrain","15.5","15.5",1,"lower",0.6224,0.6224,6.46813708960524e-11,0.08265,3.76172504264568e-11,0.602,TRUE,TRUE
"NM_001102444","Add1","Add1","Midbrain","15.5","15.5",1,"lower",0.395975,0.395975,6.72055970865577e-11,0.07985,1.04700101346299e-10,0.3787,TRUE,TRUE
"NM_001083320","Magi1","Magi1","Midbrain","15.5","15.5",1,"lower",0.3168,0.3168,8.79597078968101e-11,0.0437,1.06347440328758e-10,0.2936,TRUE,TRUE
"NR_104398","Nin","Nin","Midbrain","15.5","15.5",1,"lower",0.6171,0.6171,9.51039916924861e-11,0.0683999999999999,2.35406649159806e-10,0.5733,TRUE,TRUE
"NM_001163328","Ralyl","Ralyl","Midbrain","15.5","15.5",1,"higher",0.73945,0.73945,9.55136527609796e-11,0.0407,1.32707388911756e-13,0.7193,TRUE,TRUE
"NM_011810","Faim","Faim","Midbrain","15.5","15.5",1,"higher",0.70745,0.70745,9.82174155394633e-11,0.0779,6.03256570160029e-11,0.671,TRUE,TRUE
"NM_001039079","Prkcz","Prkcz","Midbrain","15.5","15.5",1,"lower",0.78725,0.78725,1.00617376928231e-10,0.01505,7.05138836836743e-11,0.6786,TRUE,TRUE
"NM_001122851","Faim","Faim","Midbrain","15.5","15.5",1,"lower",0.70745,0.70745,1.00617376928231e-10,0.0779000000000002,6.03256570160029e-11,0.671,TRUE,TRUE
"NM_008860","Prkcz","Prkcz","Midbrain","15.5","15.5",1,"higher",0.78725,0.78725,1.1931533807443e-10,0.01505,7.05138836836743e-11,0.6786,TRUE,TRUE
"NM_171826","Cldnd1","Cldnd1","Midbrain","15.5","15.5",1,"lower",0.2924,0.2924,1.27459591520912e-10,0.07915,1.61253391322437e-12,0.2757,TRUE,TRUE
"NM_018770","Cadm1","Cadm1","Midbrain","15.5","15.5",1,"higher",0.6654,0.6654,1.33197194939193e-10,0.03695,2.76850870662477e-10,0.6555,TRUE,FALSE
"NM_198438","Ssbp3","Ssbp3","Midbrain","15.5","15.5",1,"higher",0.66645,0.66645,1.68332440509361e-10,0.04925,1.04700101346299e-10,0.6155,TRUE,TRUE
"NM_023672","Ssbp3","Ssbp3","Midbrain","15.5","15.5",1,"lower",0.66645,0.66645,1.76586892543262e-10,0.0492499999999999,1.04700101346299e-10,0.6155,TRUE,TRUE
"NM_001286647","Atl2","Atl2","Midbrain","15.5","15.5",1,"lower",0.3817,0.3817,1.77273294025624e-10,0.0677500000000001,1.12210123280209e-10,0.3626,TRUE,TRUE
"NM_019717","Atl2","Atl2","Midbrain","15.5","15.5",1,"higher",0.3817,0.3817,1.9090493002051e-10,0.06775,1.12210123280209e-10,0.3626,TRUE,TRUE
"NM_001164363","Nt5c2","Nt5c2","Midbrain","15.5","15.5",1,"lower",0.837,0.837,1.96159949231392e-10,0.0677499999999999,3.12549521467479e-10,0.7996,TRUE,TRUE
"NM_001252566","Sez6l2","Sez6l2","Midbrain","15.5","15.5",1,"lower",0.4359,0.4359,1.96195359843926e-10,0.0896499999999999,3.12549521467479e-10,0.345,TRUE,FALSE
"NM_080287","Elmo2","Elmo2","Midbrain","15.5","15.5",1,"higher",0.67305,0.67305,2.10982644327482e-10,0.07725,9.71364443615446e-14,0.641,TRUE,TRUE
"NM_170730","Ank3","Ank3","Midbrain","15.5","15.5",1,"lower",0.5441,0.5441,2.3735458280161e-10,0.0659500000000001,8.38491214082396e-10,0.5271,TRUE,TRUE
"NM_001164253","Tpm1","Tpm1","Midbrain","15.5","15.5",1,"lower",0.132125,0.132125,2.73128795371891e-10,0.0321,6.23125568213409e-14,0.1179,TRUE,TRUE
"NM_010956","Ogdh","Ogdh","Midbrain","15.5","15.5",1,"higher",0.4388,0.4388,2.8152734644074e-10,0.0851499999999999,6.8053663289042e-16,0.412,TRUE,TRUE
"NM_001170561","Sbf1","Sbf1","Midbrain","15.5","15.5",1,"higher",0.7756,0.7756,2.95438858870156e-10,0.0796,1.78273918941772e-10,0.7641,TRUE,TRUE
"NM_001081030","Sbf1","Sbf1","Midbrain","15.5","15.5",1,"lower",0.7756,0.7756,2.95835265844068e-10,0.0796000000000001,1.78273918941772e-10,0.7641,TRUE,TRUE
"NM_023240","Eef1d","Eef1d","Midbrain","15.5","15.5",1,"higher",0.40475,0.40475,3.03271893005386e-10,0.0759,5.7516018460452e-15,0.3634,TRUE,TRUE
"NM_001083321","Magi1","Magi1","Midbrain","15.5","15.5",1,"lower",0.46025,0.46025,3.45488960589422e-10,0.049,1.06347440328758e-10,0.4561,TRUE,TRUE
"NM_001177709","Arfgap1","Arfgap1","Midbrain","15.5","15.5",1,"lower",0.2396,0.2396,3.71267813642695e-10,0.0418500000000001,9.59362120862387e-10,0.2298,TRUE,TRUE
