"isoform_id","gene_id","gene_name","region","start_stage","end_stage","n_stages","direction","max_abs_usage_difference","mean_abs_usage_difference","worst_pair_q","flanking_max_abs_difference","gene_q","replicate_separation","replicate_consistent","reciprocal_exchange"
"NM_007532","Bcat1","Bcat1","Midbrain","15.5","15.5",1,"higher",0.788975,0.788975,4.05783090347995e-07,0.0348,2.74562328344125e-07,0.6798,TRUE,TRUE
"NM_001202445","Mapk8ip1","Mapk8ip1","Midbrain","15.5","15.5",1,"higher",0.37695,0.37695,4.06638511883568e-07,0.02305,5.18850024449746e-09,0.3514,TRUE,TRUE
"NM_001024468","Bcat1","Bcat1","Midbrain","15.5","15.5",1,"lower",0.788975,0.788975,4.07247339291406e-07,0.0347999999999998,2.74562328344125e-07,0.6798,TRUE,TRUE
"NM_023397","Mdp1","Mdp1","Midbrain","15.5","15.5",1,"higher",0.20215,0.20215,4.10890035373378e-07,0.0195,2.76553837018061e-07,0.1723,TRUE,TRUE
"NM_009755","Bmp1","Bmp1","Midbrain","15.5","15.5",1,"lower",0.24355,0.24355,4.17628875135458e-07,0.0177499999999999,2.79733292729458e-07,0.2241,TRUE,TRUE
"NM_011043","Pcdh10","Pcdh10","Midbrain","15.5","15.5",1,"higher",0.4004,0.4004,4.26561248871698e-07,0.03465,9.607440802776e-08,0.3568,TRUE,TRUE
"NM_001252497","Rapgef6","Rapgef6","Midbrain","15.5","15.5",1,"lower",0.22085,0.22085,4.26561248871698e-07,0.00979999999999992,9.9577728211603e-07,0.194,TRUE,FALSE
"NM_015828","Gne","Gne","Midbrain","15.5","15.5",1,"lower",0.1583,0.1583,4.32906320793824e-07,0.016,3.17707710631046e-07,0.1209,TRUE,TRUE
"NM_054102","Ivns1abp","Ivns1abp","Midbrain","15.5","15.5",1,"lower",0.1516,0.1516,4.39551287090509e-07,0.0183999999999997,4.29025254203989e-07,0.1386,TRUE,TRUE
"NM_001163775","Taok2","Taok2","Midbrain","15.5","15.5",1,"higher",0.353875,0.353875,4.69490960095906e-07,0.00550000000000006,3.17707710631046e-07,0.3204,TRUE,TRUE
"NM_001190414","Gne","Gne","Midbrain","15.5","15.5",1,"higher",0.1583,0.1583,4.70776204139789e-07,0.0160000000000001,3.17707710631046e-07,0.1209,TRUE,TRUE
"NM_001163774","Taok2","Taok2","Midbrain","15.5","15.5",1,"lower",0.353875,0.353875,4.71640022407389e-07,0.00549999999999984,3.17707710631046e-07,0.3204,TRUE,TRUE
"NM_001291014","Zkscan17","Zkscan17","Midbrain","14.5","14.5",1,"higher",0.12935,0.12935,4.75042849506428e-07,0.017,8.77802785571137e-07,0.1074,TRUE,FALSE
"NM_001291071","Pfkp","Pfkp","Midbrain","15.5","15.5",1,"lower",0.1961,0.1961,4.87601915627998e-07,0.0816,3.36490819362849e-07,0.1746,TRUE,TRUE
"NM_019703","Pfkp","Pfkp","Midbrain","15.5","15.5",1,"higher",0.1961,0.1961,4.98416831746849e-07,0.0816000000000001,3.36490819362849e-07,0.1746,TRUE,TRUE
"NM_001289539","Sh2b1","Sh2b1","Midbrain","15.5","15.5",1,"higher",0.5858,0.5858,5.04857909690398e-07,0.09945,1.99106365435989e-09,0.5596,TRUE,TRUE
"NM_007495","Astn1","Astn1","Midbrain","15.5","15.5",1,"higher",0.15785,0.15785,5.04857909690398e-07,0.0308499999999999,3.415892583183e-07,0.1326,TRUE,TRUE
"NM_001205204","Astn1","Astn1","Midbrain","15.5","15.5",1,"lower",0.15785,0.15785,5.04857909690398e-07,0.03085,3.415892583183e-07,0.1326,TRUE,TRUE
"NM_001114096","Smarcc2","Smarcc2","Midbrain","15.5","15.5",1,"lower",0.510775,0.510775,5.08096654778359e-07,0.0227000000000001,5.01798580160228e-08,0.4977,TRUE,TRUE
"NM_008440","Kif1a","Kif1a","Midbrain","15.5","15.5",1,"lower",0.361,0.361,5.16057857018168e-07,0.09545,1.24816162806476e-06,0.3144,TRUE,FALSE
"NM_175154","Galk2","Galk2","Midbrain","15.5","15.5",1,"lower",0.19395,0.19395,5.20892023053136e-07,0.0821000000000001,3.66505804663863e-07,0.1766,TRUE,TRUE
"NM_001038698","Elavl4","Elavl4","Midbrain","15.5","15.5",1,"lower",0.2158,0.2158,5.24458076718944e-07,0.0289000000000001,4.00497247563733e-07,0.1948,TRUE,TRUE
"NM_001289538","Sh2b1","Sh2b1","Midbrain","15.5","15.5",1,"lower",0.1001,0.1001,5.25913256191562e-07,0.02275,1.99106365435989e-09,0.0823,TRUE,TRUE
"NM_015782","Snrpa","Snrpa","Midbrain","15.5","15.5",1,"higher",0.2074,0.2074,5.38327564704759e-07,0.0364,1.0076044409625e-06,0.1842,TRUE,TRUE
"NM_001291002","Galk2","Galk2","Midbrain","15.5","15.5",1,"higher",0.19395,0.19395,5.38327564704759e-07,0.0821,3.66505804663863e-07,0.1766,TRUE,TRUE
"NM_001024458","Add1","Add1","Midbrain","15.5","15.5",1,"higher",0.46185,0.46185,5.42078055708625e-07,0.03405,1.04700101346299e-10,0.4335,TRUE,TRUE
"NM_001122737","Igf2","Igf2","Midbrain","15.5","15.5",1,"lower",0.28015,0.28015,6.02337461517382e-07,0.0192499999999999,1.12118930144499e-06,0.2598,TRUE,TRUE
"NM_177672","Tmem201","Tmem201","Midbrain","15.5","15.5",1,"higher",0.36105,0.36105,6.12201671978114e-07,0.0547,2.15126144547394e-07,0.348,TRUE,TRUE
"NM_001289720","Ampd2","Ampd2","Midbrain","15.5","15.5",1,"lower",0.405975,0.405975,6.15746481121035e-07,0.0415000000000001,1.14679686541858e-06,0.3627,TRUE,TRUE
"NM_001037755","Baiap2","Baiap2","Midbrain","15.5","15.5",1,"higher",0.20335,0.20335,6.24296867165882e-07,0.0973500000000002,1.16121403651713e-06,0.1957,TRUE,FALSE
"NM_052973","Strn3","Strn3","Midbrain","15.5","15.5",1,"lower",0.2507,0.2507,6.55474858629282e-07,0.04665,4.75917811038758e-07,0.2202,TRUE,TRUE
"NM_001302390","Ppap2c","Ppap2c","Midbrain","15.5","15.5",1,"lower",0.488275,0.488275,6.59580311521368e-07,0.06155,1.61585757221405e-06,0.4514,TRUE,TRUE
"NM_001083808","Rusc1","Rusc1","Midbrain","15.5","15.5",1,"higher",0.623675,0.623675,6.82056247205552e-07,0.0429,3.49643944024566e-07,0.555,TRUE,TRUE
"NM_001172098","Strn3","Strn3","Midbrain","15.5","15.5",1,"higher",0.2507,0.2507,6.95103485971743e-07,0.0466499999999999,4.75917811038758e-07,0.2202,TRUE,TRUE
"NM_001285890","Pde1b","Pde1b","Midbrain","15.5","15.5",1,"higher",0.5843,0.5843,7.47010189057273e-07,0.0243,5.15620660570657e-07,0.4512,TRUE,TRUE
"NM_008800","Pde1b","Pde1b","Midbrain","15.5","15.5",1,"lower",0.5843,0.5843,7.54118959201955e-07,0.0243000000000001,5.15620660570657e-07,0.4512,TRUE,TRUE
"NM_177710","Ssh2","Ssh2","Midbrain","15.5","15.5",1,"lower",0.56395,0.56395,7.55471148521246e-07,0.05625,5.16856217782815e-07,0.5026,TRUE,TRUE
"NM_001291190","Ssh2","Ssh2","Midbrain","15.5","15.5",1,"higher",0.56395,0.56395,7.55746504041285e-07,0.05625,5.16856217782815e-07,0.5026,TRUE,TRUE
"NM_001159647","Cntn1","Cntn1","Midbrain","15.5","15.5",1,"lower",0.3761,0.3761,7.76271066001891e-07,0.0410999999999999,1.45640655835598e-06,0.3692,TRUE,TRUE
"NM_133833","Dst","Dst","Midbrain","15.5","15.5",1,"lower",0.256,0.256,7.92424590835825e-07,0.0150499999999999,6.19695775807616e-07,0.2144,TRUE,TRUE
"NM_001110229","Celf2","Celf2","Midbrain","15.5","15.5",1,"higher",0.2337,0.2337,8.06704164244058e-07,0.04285,2.00449894653278e-23,0.215,TRUE,TRUE
"NM_011544","Tcf12","Tcf12","Midbrain","15.5","15.5",1,"higher",0.27965,0.27965,8.40129904756077e-07,0.04955,1.98875661404567e-06,0.2581,TRUE,TRUE
"NR_110357","Kctd17","Kctd17","Midbrain","15.5","15.5",1,"higher",0.4435,0.4435,8.48430294450132e-07,0.01685,7.15008736664618e-07,0.3787,TRUE,TRUE
"NM_010026","Asap1","Asap1","Midbrain","14.5","14.5",1,"lower",0.13895,0.13895,8.48430294450132e-07,0.0272,2.42570383846299e-07,0.1123,TRUE,FALSE
"NM_026324","Kirrel3","Kirrel3","Midbrain","15.5","15.5",1,"lower",0.235525,0.235525,8.49096232671036e-07,0.0726999999999999,2.0988261139863e-06,0.2113,TRUE,FALSE
"NM_001080795","G3bp2","G3bp2","Midbrain","15.5","15.5",1,"higher",0.1977,0.1977,8.59001019570954e-07,0.07035,1.33387093985714e-07,0.1798,TRUE,TRUE
"NM_001201415","Apbb2","Apbb2","Midbrain","12.5","12.5",1,"higher",0.14405,0.14405,8.84359330066493e-07,0.08055,2.66095006012372e-06,0.116,TRUE,FALSE
"NM_007835","Dctn1","Dctn1","Midbrain","15.5","15.5",1,"lower",0.18845,0.18845,9.26906732101144e-07,0.064,3.20937941530207e-14,0.1636,TRUE,TRUE
"NM_001113364","Tbc1d14","Tbc1d14","Midbrain","15.5","15.5",1,"lower",0.22105,0.22105,9.83887576342856e-07,0.0204500000000002,1.84671437520747e-06,0.1682,TRUE,TRUE
"NM_001080132","Tmpo","Tmpo","Midbrain","15.5","15.5",1,"lower",0.18865,0.18865,1.03657005407409e-06,0.0435,2.02060873214152e-08,0.155,TRUE,TRUE
"NM_001198823","App","App","Midbrain","15.5","15.5",1,"higher",0.1115,0.1115,1.06252734601911e-06,0.00615000000000001,1.10094225489185e-08,0.0913,TRUE,TRUE
"NM_001042577","Lhx9","Lhx9","Midbrain","15.5","15.5",1,"higher",0.23425,0.23425,1.08130208747177e-06,0.0201,2.75508652556473e-13,0.1594,TRUE,TRUE
"NM_008632","Map2","Map2","Midbrain","15.5","15.5",1,"lower",0.82015,0.82015,1.08937671698027e-06,0.0211,7.81780952816228e-07,0.6622,TRUE,TRUE
"NM_001195538","Dclk1","Dclk1","Midbrain","15.5","15.5",1,"lower",0.2922,0.2922,1.11350970257696e-06,0.0913499999999999,2.3587244249189e-09,0.2438,TRUE,TRUE
"NM_019561","Ensa","Ensa","Midbrain","15.5","15.5",1,"lower",0.17395,0.17395,1.11949031249236e-06,0.08245,8.76000434758424e-07,0.1568,TRUE,TRUE
"NM_001039934","Map2","Map2","Midbrain","15.5","15.5",1,"higher",0.82015,0.82015,1.14151385638378e-06,0.0211,7.81780952816228e-07,0.6622,TRUE,TRUE
"NM_009822","Runx1t1","Runx1t1","Midbrain","15.5","15.5",1,"higher",0.1985,0.1985,1.1658333375037e-06,0.0096,2.19654881960031e-06,0.163,TRUE,TRUE
"NM_080644","Cacng5","Cacng5","Midbrain","15.5","15.5",1,"higher",1,1,1.18723106978234e-06,0,8.35520989899126e-07,1,TRUE,TRUE
"NM_001290414","Fgf13","Fgf13","Midbrain","15.5","15.5",1,"higher",0.36985,0.36985,1.2050207175755e-06,0.0416500000000001,3.91981822442236e-15,0.3319,TRUE,FALSE
"NM_001199301","Cacng5","Cacng5","Midbrain","15.5","15.5",1,"lower",1,1,1.21943964194018e-06,0,8.35520989899126e-07,1,TRUE,TRUE
"NM_001290378","Ap1s2","Ap1s2","Midbrain","15.5","15.5",1,"higher",0.64325,0.64325,1.26161968812152e-06,0.0158,3.20937941530207e-14,0.6247,TRUE,TRUE
"NM_001026212","Ensa","Ensa","Midbrain","15.5","15.5",1,"higher",0.17395,0.17395,1.28241507551192e-06,0.08245,8.76000434758424e-07,0.1568,TRUE,TRUE
"NM_001285920","Mfn2","Mfn2","Midbrain","15.5","15.5",1,"higher",0.6182,0.6182,1.32925869366815e-06,0.0039,9.8197634055192e-08,0.6092,TRUE,TRUE
"NM_001093760","Trappc13","Trappc13","Midbrain","15.5","15.5",1,"lower",0.28515,0.28515,1.36291303510897e-06,0.0185000000000001,2.56844683788001e-06,0.2752,TRUE,FALSE
"NM_020012","Rnf14","Rnf14","Midbrain","15.5","15.5",1,"lower",0.26805,0.26805,1.40348565649309e-06,0.08705,2.63377884016617e-06,0.2596,TRUE,TRUE
"NM_009166","Sorbs1","Sorbs1","Midbrain","15.5","15.5",1,"lower",0.247175,0.247175,1.42046234380032e-06,0.09435,1.33387093985714e-07,0.2102,TRUE,TRUE
"NM_013910","Kdm2b","Kdm2b","Midbrain","15.5","15.5",1,"lower",0.1154,0.1154,1.43451714736896e-06,0.00595000000000012,1.69113335311722e-06,0.111,TRUE,TRUE
"NM_001253863","Tcf12","Tcf12","Midbrain","15.5","15.5",1,"lower",0.50215,0.50215,1.53918699255876e-06,0.0743,1.98875661404567e-06,0.4886,TRUE,TRUE
"NM_153399","Syne1","Syne1","Midbrain","15.5","15.5",1,"lower",0.4007,0.4007,1.66969395420473e-06,0.06135,3.12076123688032e-06,0.3558,TRUE,FALSE
"NM_027874","Csnk1d","Csnk1d","Midbrain","15.5","15.5",1,"higher",0.30555,0.30555,1.78448229706096e-06,0.0273,1.22510411858839e-06,0.2585,TRUE,TRUE
"NM_001109685","Kazn","Kazn","Midbrain","15.5","15.5",1,"higher",0.5465,0.5465,1.81815722677432e-06,0.0533,3.39446231826276e-06,0.5192,TRUE,TRUE
"NM_139059","Csnk1d","Csnk1d","Midbrain","15.5","15.5",1,"lower",0.30555,0.30555,1.82122495952596e-06,0.0273,1.22510411858839e-06,0.2585,TRUE,TRUE
"NM_001039586","Glyctk","Glyctk","Midbrain","15.5","15.5",1,"higher",0.7996,0.7996,1.84175318835113e-06,0.0661,1.36158999881737e-06,0.7581,TRUE,TRUE
"NM_001102455","Aplp2","Aplp2","Midbrain","15.5","15.5",1,"higher",0.22605,0.22605,1.89224946294337e-06,0.0636,1.26018419214305e-11,0.187,TRUE,TRUE
"NM_011100","Prkacb","Prkacb","Midbrain","15.5","15.5",1,"higher",0.369225,0.369225,1.94196515035819e-06,0.0393,7.79913660854156e-07,0.3534,TRUE,TRUE
"NM_001163622","Prepl","Prepl","Midbrain","15.5","15.5",1,"higher",0.19065,0.19065,1.97197247773058e-06,0.0131,3.67499793066861e-06,0.1811,TRUE,FALSE
"NM_001110844","Cacna2d1","Cacna2d1","Midbrain","15.5","15.5",1,"lower",0.89895,0.89895,2.00912109530137e-06,0.0371499999999999,3.73980266355776e-06,0.8334,TRUE,TRUE
"NM_174846","Glyctk","Glyctk","Midbrain","15.5","15.5",1,"lower",0.7996,0.7996,2.01447054629354e-06,0.0660999999999998,1.36158999881737e-06,0.7581,TRUE,TRUE
"NM_023215","Chtop","Chtop","Midbrain","15.5","15.5",1,"higher",0.134625,0.134625,2.06455213013223e-06,0.04115,1.48694420886133e-16,0.1205,TRUE,TRUE
"NM_007935","Epc1","Epc1","Midbrain","15.5","15.5",1,"lower",0.1441,0.1441,2.1700811781609e-06,0.01145,4.00793706000902e-06,0.1315,TRUE,TRUE
"NR_027859","Pfkfb2","Pfkfb2","Midbrain","11.5","11.5",1,"higher",0.14245,0.14245,2.22053362599454e-06,0.02865,4.08492043842017e-06,0.1094,TRUE,FALSE
"NM_001243051","Atp6v0a1","Atp6v0a1","Midbrain","15.5","15.5",1,"higher",0.25435,0.25435,2.34263511621497e-06,0.0293,3.79657073732693e-13,0.1954,TRUE,TRUE
"NM_001290535","Ogt","Ogt","Midbrain","15.5","15.5",1,"lower",0.2412,0.2412,2.35793967719319e-06,0.0397000000000001,1.75174486088312e-06,0.1967,TRUE,TRUE
"NM_019765","Clip1","Clip1","Midbrain","15.5","15.5",1,"higher",0.37985,0.37985,2.35985083635956e-06,0.04445,1.61585757221405e-06,0.3474,TRUE,TRUE
"NM_001291229","Clip1","Clip1","Midbrain","15.5","15.5",1,"lower",0.37985,0.37985,2.36597209111315e-06,0.0444499999999999,1.61585757221405e-06,0.3474,TRUE,TRUE
"NM_001289619","Zyx","Zyx","Midbrain","15.5","15.5",1,"lower",0.28715,0.28715,2.37373617306106e-06,0.00595000000000001,5.82515569076429e-06,0.2651,TRUE,TRUE
"NM_009792","Camk2a","Camk2a","Midbrain","15.5","15.5",1,"higher",0.48675,0.48675,2.41625865129664e-06,0.01595,3.99220222087171e-12,0.4587,TRUE,TRUE
"NM_153777","Lrrc56","Lrrc56","Midbrain","15.5","15.5",1,"lower",0.67,0.67,2.42756287146243e-06,0.05215,4.52039940919759e-06,0.6073,TRUE,FALSE
"NM_020011","Sphk2","Sphk2","Midbrain","15.5","15.5",1,"lower",0.2146,0.2146,2.44405567909019e-06,0.0496000000000001,4.55257192988152e-06,0.1635,TRUE,TRUE
"NM_001301354","Apod","Apod","Midbrain","15.5","15.5",1,"lower",0.1784,0.1784,2.44405567909019e-06,0.0589,5.00895005332351e-09,0.166,TRUE,TRUE
"NM_001253688","Immt","Immt","Midbrain","15.5","15.5",1,"higher",0.70065,0.70065,2.45473958784908e-06,0.0213,1.23122591982581e-16,0.6738,TRUE,TRUE
"NM_001003953","Kdm2b","Kdm2b","Midbrain","15.5","15.5",1,"higher",0.1154,0.1154,2.45647512066166e-06,0.00595,1.69113335311722e-06,0.111,TRUE,TRUE
"NM_206856","Tacc2","Tacc2","Midbrain","15.5","15.5",1,"higher",0.6457,0.6457,2.49742764418983e-06,0.01765,7.97793510882017e-07,0.5865,TRUE,TRUE
"NM_139144","Ogt","Ogt","Midbrain","15.5","15.5",1,"higher",0.2412,0.2412,2.54402942807747e-06,0.0397000000000001,1.75174486088312e-06,0.1967,TRUE,TRUE
"NM_001163542","Plec","Plec","Midbrain","15.5","15.5",1,"lower",0.2917,0.2917,2.62036980378888e-06,0.0331,4.5286342665047e-09,0.2751,TRUE,FALSE
"NM_001005740","Phactr1","Phactr1","Midbrain","15.5","15.5",1,"lower",0.87,0.87,2.75372530481314e-06,0.0801000000000002,8.6131153957679e-07,0.8282,TRUE,TRUE
"NM_001291213","Myo18a","Myo18a","Midbrain","15.5","15.5",1,"lower",0.25675,0.25675,2.86914391048571e-06,0.07305,8.73811109848573e-06,0.2514,TRUE,TRUE
"NM_001002011","Lmna","Lmna","Midbrain","15.5","15.5",1,"higher",0.1991,0.1991,3.38637050375077e-06,0.04075,6.39601951084842e-06,0.1703,TRUE,FALSE
"NM_001281847","Kcnk2","Kcnk2","Midbrain","15.5","15.5",1,"lower",0.1049,0.1049,3.59347993611094e-06,0.04835,8.85369539233053e-06,0.1047,TRUE,FALSE
"NM_001144993","2810459M11Rik","2810459M11Rik","Midbrain","15.5","15.5",1,"higher",0.36235,0.36235,3.61448583216237e-06,0.0383999999999999,2.56844683788001e-06,0.3572,TRUE,TRUE
"NM_001177843","Frmd4a","Frmd4a","Midbrain","15.5","15.5",1,"lower",0.220175,0.220175,3.62425014822065e-06,0.0281,1.33297580443863e-07,0.1793,TRUE,TRUE
"NM_001039092","Tom1l2","Tom1l2","Midbrain","15.5","15.5",1,"lower",0.18075,0.18075,3.62517790461872e-06,0.05585,6.91565891764483e-06,0.1718,TRUE,FALSE
"NM_001205330","Map4","Map4","Midbrain","15.5","15.5",1,"higher",0.24845,0.24845,3.62969191595031e-06,0.0087,1.27692771345271e-14,0.2041,TRUE,TRUE
"NM_001198824","App","App","Midbrain","15.5","15.5",1,"higher",0.1651,0.1651,3.62969191595031e-06,0.0145,1.10094225489185e-08,0.128,TRUE,TRUE
"NM_001144992","2810459M11Rik","2810459M11Rik","Midbrain","15.5","15.5",1,"lower",0.36235,0.36235,3.69467627986723e-06,0.0384,2.56844683788001e-06,0.3572,TRUE,TRUE
"NM_175643","Adamts2","Adamts2","Midbrain","15.5","15.5",1,"higher",0.5476,0.5476,3.7140906772072e-06,0.068,2.63377884016617e-06,0.5308,TRUE,TRUE
"NM_001277305","Adamts2","Adamts2","Midbrain","15.5","15.5",1,"lower",0.5476,0.5476,3.79779540681173e-06,0.0679999999999999,2.63377884016617e-06,0.5308,TRUE,TRUE
"NM_001159516","Qk","Qk","Midbrain","15.5","15.5",1,"lower",0.25455,0.25455,4.21431820267559e-06,0.06845,6.96044677668162e-08,0.2369,TRUE,FALSE
"NM_021314","Tacc2","Tacc2","Midbrain","15.5","15.5",1,"lower",0.658,0.658,4.30828015779365e-06,0.01695,7.97793510882017e-07,0.6026,TRUE,TRUE
"NM_025858","Shisa5","Shisa5","Midbrain","15.5","15.5",1,"higher",0.4032,0.4032,4.44833063554905e-06,0.07645,4.04018300311065e-08,0.3678,TRUE,FALSE
"NR_125917","Mpdu1","Mpdu1","Midbrain","15.5","15.5",1,"lower",0.24705,0.24705,4.62279269643809e-06,0.0493999999999999,8.7995333196955e-06,0.205,TRUE,TRUE
"NM_001304432","Eif4g1","Eif4g1","Midbrain","15.5","15.5",1,"higher",0.36085,0.36085,4.66642746548605e-06,0.01645,3.39446231826276e-06,0.3056,TRUE,TRUE
"NM_001161540","Islr2","Islr2","Midbrain","15.5","15.5",1,"lower",0.2897,0.2897,4.7351697694158e-06,0.03335,1.78273909480625e-08,0.2677,TRUE,FALSE
"NM_172441","Shroom2","Shroom2","Midbrain","15.5","15.5",1,"higher",0.60235,0.60235,4.85212751396977e-06,0.00325,1.46318821510421e-05,0.4951,TRUE,FALSE
"NM_029978","Fam57b","Fam57b","Midbrain","15.5","15.5",1,"lower",0.39275,0.39275,4.86583969917232e-06,0.0578500000000001,3.14673718571413e-14,0.346,TRUE,TRUE
"NM_001113188","Fxr1","Fxr1","Midbrain","15.5","15.5",1,"higher",0.3143,0.3143,4.86583969917232e-06,0.01155,9.3019507652527e-06,0.25,TRUE,TRUE
"NM_145941","Eif4g1","Eif4g1","Midbrain","15.5","15.5",1,"lower",0.36085,0.36085,4.87909330562437e-06,0.0164499999999999,3.39446231826276e-06,0.3056,TRUE,TRUE
"NM_001159515","H2afy","H2afy","Midbrain","15.5","15.5",1,"higher",0.21075,0.21075,5.00619112654324e-06,0.0239,9.5886226222546e-06,0.1702,TRUE,TRUE
"NM_030554","Rab27b","Rab27b","Midbrain","15.5","15.5",1,"higher",0.7867,0.7867,5.04206482783351e-06,0,1.2529503706627e-05,0.6082,TRUE,TRUE
"NM_001253717","Atg7","Atg7","Midbrain","15.5","15.5",1,"higher",0.46035,0.46035,5.0547298954764e-06,0.0081,9.67664894436434e-06,0.4279,TRUE,FALSE
"NM_001198876","Dync1i2","Dync1i2","Midbrain","15.5","15.5",1,"higher",0.4727,0.4727,5.07471115364555e-06,0,6.37010208947998e-12,0.4572,TRUE,TRUE
"NM_011878","Tiam2","Tiam2","Midbrain","15.5","15.5",1,"higher",0.3465,0.3465,5.16117507084194e-06,0.015,9.88191569225197e-06,0.2252,TRUE,FALSE
"NM_001271727","Trim2","Trim2","Midbrain","15.5","15.5",1,"higher",0.2099,0.2099,5.17932784428154e-06,0.02005,1.57280018774296e-05,0.1786,TRUE,TRUE
"NM_001286346","Eml1","Eml1","Midbrain","15.5","15.5",1,"higher",0.5659,0.5659,5.21212686102323e-06,0.02625,1.10556012570091e-16,0.5357,TRUE,TRUE
"NM_001122963","Gpbp1","Gpbp1","Midbrain","15.5","15.5",1,"higher",0.2649,0.2649,5.22881809248218e-06,0.0256,3.96588503468011e-06,0.17,TRUE,TRUE
"NM_001164622","Rnf14","Rnf14","Midbrain","15.5","15.5",1,"higher",0.2369,0.2369,5.41725651023719e-06,0.08835,2.63377884016617e-06,0.2306,TRUE,TRUE
"NM_007575","Ciita","Ciita","Midbrain","13.5","13.5",1,"lower",0.898775,0.898775,5.60133023245211e-06,0,7.45254481439952e-06,0.7975,TRUE,FALSE
"NM_028487","Gpbp1","Gpbp1","Midbrain","15.5","15.5",1,"lower",0.2649,0.2649,5.69381486058833e-06,0.0256,3.96588503468011e-06,0.17,TRUE,TRUE
"NM_001271764","Tpm3","Tpm3","Midbrain","15.5","15.5",1,"higher",0.10325,0.10325,5.92316047299924e-06,0.0047,2.17628821957527e-06,0.0996,TRUE,TRUE
"NM_001165999","Lingo2","Lingo2","Midbrain","15.5","15.5",1,"higher",0.15445,0.15445,6.3460621083339e-06,0.0532500000000001,4.00461444405822e-12,0.139,TRUE,FALSE
"NM_001025263","Tpd52","Tpd52","Midbrain","15.5","15.5",1,"lower",0.47955,0.47955,6.54176382853923e-06,0.0466500000000001,1.1390993128238e-05,0.3832,TRUE,TRUE
"NM_001290399","Cstf2","Cstf2","Midbrain","15.5","15.5",1,"higher",0.1654,0.1654,6.90718999865237e-06,0.0321,1.31710622976087e-05,0.144,TRUE,FALSE
"NM_013677","Surf1","Surf1","Midbrain","15.5","15.5",1,"higher",0.31145,0.31145,7.5983502351767e-06,0.07705,7.72863906266907e-06,0.2978,TRUE,TRUE
"NR_073420","Surf1","Surf1","Midbrain","15.5","15.5",1,"lower",0.28185,0.28185,7.63502319304736e-06,0.07145,7.72863906266907e-06,0.2618,TRUE,TRUE
"NM_001286041","Anks1","Anks1","Midbrain","15.5","15.5",1,"lower",0.3443,0.3443,7.73948904263445e-06,0.0810999999999999,5.54361446934312e-06,0.282,TRUE,TRUE
"NM_181413","Anks1","Anks1","Midbrain","15.5","15.5",1,"higher",0.3443,0.3443,7.96867481154057e-06,0.0811,5.54361446934312e-06,0.282,TRUE,TRUE
"NM_001285813","Dtna","Dtna","Midbrain","15.5","15.5",1,"lower",0.20065,0.20065,8.01444365767285e-06,0.07385,2.88419976709423e-05,0.1901,TRUE,FALSE
"NM_001038230","Anapc11","Anapc11","Midbrain","15.5","15.5",1,"higher",0.1689,0.1689,8.15697251197587e-06,0.07525,7.15954637483992e-06,0.1325,TRUE,TRUE
"NM_133885","Osbpl9","Osbpl9","Midbrain","15.5","15.5",1,"lower",0.3547,0.3547,8.28662524440786e-06,0.0569000000000001,1.57191713617203e-05,0.3431,TRUE,TRUE
"NM_028146","Dbndd1","Dbndd1","Midbrain","15.5","15.5",1,"lower",0.409875,0.409875,8.3197300441133e-06,0.00630000000000031,1.57280018774296e-05,0.2563,TRUE,TRUE
"NM_178142","Lcorl","Lcorl","Midbrain","15.5","15.5",1,"lower",0.28315,0.28315,8.55774126373627e-06,0.0278,1.6205586686981e-05,0.2633,TRUE,TRUE
"NM_013506","Eif4a2","Eif4a2","Midbrain","15.5","15.5",1,"lower",0.331425,0.331425,8.57050276825526e-06,0.0920999999999998,3.19374298851605e-09,0.3149,TRUE,TRUE
"NM_001173477","Speg","Speg","Midbrain","15.5","15.5",1,"higher",0.14275,0.14275,8.58458245656908e-06,0.0655500000000001,2.33941676552492e-12,0.1251,TRUE,TRUE
"NM_010211","Fhl1","Fhl1","Midbrain","15.5","15.5",1,"higher",0.20915,0.20915,8.69218992446231e-06,0.0291499999999999,2.52683232288274e-13,0.1751,TRUE,TRUE
"NM_001163450","Mapk8ip3","Mapk8ip3","Midbrain","15.5","15.5",1,"lower",0.140575,0.140575,8.70602140713629e-06,0.02015,3.65272838006258e-05,0.1285,TRUE,TRUE
"NM_145760","Arfgap1","Arfgap1","Midbrain","15.5","15.5",1,"higher",0.3183,0.3183,8.76182137524748e-06,0.0306999999999999,9.59362120862387e-10,0.2877,TRUE,TRUE
"NM_001164199","Prkacb","Prkacb","Midbrain","15.5","15.5",1,"lower",0.226875,0.226875,9.85381077536271e-06,0.08365,7.79913660854156e-07,0.2013,TRUE,TRUE
"NM_025389","Anapc11","Anapc11","Midbrain","15.5","15.5",1,"lower",0.1689,0.1689,1.01936708598459e-05,0.0752500000000002,7.15954637483992e-06,0.1325,TRUE,TRUE
"NM_001165988","Ubap2l","Ubap2l","Midbrain","15.5","15.5",1,"higher",0.16045,0.16045,1.07067407581068e-05,0.0378,5.07792581742429e-05,0.1575,TRUE,FALSE
"NM_001305046","Uap1","Uap1","Midbrain","15.5","15.5",1,"lower",0.590625,0.590625,1.12531589563047e-05,0.0850500000000001,2.15499388172465e-05,0.558,TRUE,TRUE
