"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","group","GeneFraction","BackgroundFraction","enrichment"
"GO:0000724","double-strand break repair via homologous recombination","27/1752","155/18346",0.174193548387097,1.82406098099867,3.34770575716852,0.00154875289162003,0.0261949012130201,0.022227058790397,"Abl1/Ap5s1/Cdc7/Kat5/Morf4l1/Morf4l2/Rad52/Rtel1/Sfpq/Slx1b/Smc5/Zmynd8/Htatsf1/Rad54l/Epc1/Timeless/Klhl15/Meaf6/Trp53bp1/Cdc45/Recql/Mad2l2/Brd8/Nipbl/Hus1/Samhd1/Senp3",27,"Shared core",0.0154109589041096,0.00844870816526763,1.82406098099867
"GO:1902115","regulation of organelle assembly","35/1752","218/18346",0.160550458715596,1.68119789702987,3.28758481015798,0.00155466765306634,0.0262193806202481,0.0222478302076734,"Arhgef2/Caprin1/Cdk10/Cnot6/Ehmt2/Fez2/G3bp2/Gsn/Hap1/Kctd17/Lcp1/Map4/Mapk9/Mdm1/Mfn2/Nf2/Odf2/Phf23/Ptprs/Rab11fip3/Rdx/Sh3glb1/Src/Arhgef9/Tmem67/Il1rap/Wdr45/Syne1/Rnf4/Ubap2l/Limk2/Lrfn1/Lpar1/Kat2a/Cyld",35,"Shared core",0.0199771689497717,0.0118826992259893,1.68119789702987
"GO:0090132","epithelium migration","47/1752","317/18346",0.148264984227129,1.55255102775737,3.22453109176857,0.00159007114825127,0.0267396205417958,0.0226892673876543,"Abl1/Acvrl1/Bcas3/Clasp1/Clasp2/Cxcl12/Dab2ip/Ephb4/Evl/Fbxw7/Hdac7/Igf1/Igf2/Iqsec1/Itga3/Map4k4/Mapre2/Rtn4/Scarb1/Sema4a/Src/Tgfbr2/Amot/Bcar1/Patz1/Ptp4a3/Ager/Angpt1/Fgfr1/Nr2f2/Rab13/Tbxa2r/Pecam1/Hdac6/Ets1/Cd40/Prkd2/Slit2/Zeb2/Pxn/Lgals8/Spred1/Hdac5/S100a9/Sema3a/Vegfa/Cln3",47,"Shared core",0.0268264840182648,0.0172789708928377,1.55255102775737
"GO:0071496","cellular response to external stimulus","43/1752","284/18346",0.151408450704225,1.58546771496559,3.23094502479254,0.00163024485467955,0.0273368772917552,0.0231960553608691,"Atf2/Atxn3/Chka/Comt/Ehmt2/Eif4g1/Folr1/Hspa5/Kat5/Lamp2/Mlst8/Mlx/Nprl3/Nr4a2/Ogt/Pde2a/Postn/Rps6kb1/Seh1l/Sesn1/Sh3glb1/Sipa1/Slc1a2/Suv39h1/Tsc2/Ctnnb1/Nuak2/Folr2/Gas2l1/Tsc1/Wdr45/Wdr59/Axl/Bcl2/Itga6/Tcf7l2/Trim24/Flcn/Rnase4/Usp33/Cpeb4/Atg7/Cd68",43,"Shared core",0.0245433789954338,0.0154802136705549,1.58546771496559
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated","8/1752","25/18346",0.32,3.35086757990868,3.82185274563254,0.00166774581748313,0.0276102083269222,0.0234279838930095,"Hap1/Kif1b/Map6/Rhot1/Mapt/Hdac6/Spast/Agbl4",8,"Shared core",0.0045662100456621,0.00136269486536575,3.35086757990868
"GO:0047497","mitochondrion transport along microtubule","8/1752","25/18346",0.32,3.35086757990868,3.82185274563254,0.00166774581748313,0.0276102083269222,0.0234279838930095,"Hap1/Kif1b/Map6/Rhot1/Mapt/Hdac6/Spast/Agbl4",8,"Shared core",0.0045662100456621,0.00136269486536575,3.35086757990868
"GO:0070841","inclusion body assembly","8/1752","25/18346",0.32,3.35086757990868,3.82185274563254,0.00166774581748313,0.0276102083269222,0.0234279838930095,"Dnajb2/Hap1/Pmp22/Psap/Sncaip/Dlgap1/Hdac6/Hspa2",8,"Shared core",0.0045662100456621,0.00136269486536575,3.35086757990868
"GO:1900407","regulation of cellular response to oxidative stress","8/1752","25/18346",0.32,3.35086757990868,3.82185274563254,0.00166774581748313,0.0276102083269222,0.0234279838930095,"Aifm2/Fut8/Ncoa7/Oxr1/Slc25a14/Tbc1d24/Tsc1/Cd36",8,"Shared core",0.0045662100456621,0.00136269486536575,3.35086757990868
"GO:0097581","lamellipodium organization","18/1752","89/18346",0.202247191011236,2.11782361089734,3.43481966189394,0.00167006712490329,0.0276102083269222,0.0234279838930095,"Abi1/Abi2/Ablim1/Actr3/Arhgef7/Capzb/Cdc42/Cttn/Dmtn/Nckap1/Pmp22/Sh2b1/Src/Ablim3/Ablim2/Cyfip1/Slit2/Pxn",18,"Shared core",0.0102739726027397,0.00485119372070206,2.11782361089734
"GO:0021915","neural tube development","32/1752","195/18346",0.164102564102564,1.7183936307224,3.27702584529155,0.00168360099188112,0.0277557702846918,0.0235514970212583,"Abl1/Brd2/Brpf1/Dvl1/Folr1/Gatad2a/Kat5/Lmo4/Map3k7/Nckap1/Opa1/Pax6/Prkacb/Rarg/Sall2/Ssbp3/Sufu/Tsc2/Sema4c/Vasp/Lhx2/Tsc1/Tcf7l2/Mthfr/Sall4/Phactr4/Tead2/Zeb2/Enah/Tgif1/Glmn/Kat2a",32,"Shared core",0.0182648401826484,0.0106290199498528,1.7183936307224
"GO:1903050","regulation of proteolysis involved in protein catabolic process","34/1752","211/18346",0.161137440758294,1.68734445670757,3.26292617863,0.00168944551448753,0.0277741056709448,0.0235670550760445,"Araf/Atxn3/Bag6/Dab2/Dab2ip/Dnajb2/Fbxw7/Fhit/Hipk2/Mapk9/Nfe2l1/Ogt/Prmt6/Psmd10/Sufu/Ube3a/Usp14/Usp19/Wac/Axin1/Csnk1d/Tmem67/Tgfb1i1/Dlgap1/Rad23a/Sirt2/Anks1/Tlk2/Xpo1/Glmn/Zfand2a/Tmtc3/Atg7/Agbl4",34,"Shared core",0.0194063926940639,0.0115011446636869,1.68734445670757
"GO:2000042","negative regulation of double-strand break repair via homologous recombination","6/1752","15/18346",0.4,4.18858447488584,4.01421698417394,0.00176148646342122,0.0287987548350661,0.0244364966908552,"Abl1/Kat5/Klhl15/Trp53bp1/Mad2l2/Senp3",6,"Shared core",0.00342465753424658,0.000817616919219448,4.18858447488584
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","25/1752","141/18346",0.177304964539007,1.85664205447068,3.31790519044436,0.00176158680964197,0.0287987548350661,0.0244364966908552,"Fam89b/Folr1/Hipk2/Hspa5/Htra3/Ing1/Itga3/Nrep/Ogt/Sin3a/Skil/Arid4b/Axin1/Lats2/Npnt/Cav2/Cflar/Tgfb1i1/Usp15/Flcn/Zeb2/Zfp451/Spred1/Lox/Suds3",25,"Shared core",0.0142694063926941,0.00768559904066281,1.85664205447068
"GO:0061951","establishment of protein localization to plasma membrane","14/1752","62/18346",0.225806451612903,2.36452349388717,3.49696770958599,0.00179407275383733,0.0292483694229759,0.0248180064280831,"Ank3/Atp2c1/Gripap1/Prepl/Rab34/Rdx/Acsl3/Gga3/Golga7/Grip1/Arhgap44/Snx27/Arfrp1/Cln3",14,"Shared core",0.00799086757990868,0.00337948326610705,2.36452349388717
"GO:0042594","response to starvation","30/1752","180/18346",0.166666666666667,1.74524353120244,3.26478945254748,0.00180639099522223,0.0293029564537586,0.0248643249513917,"Atf2/Atxn3/Bcas3/Chka/Comt/Ehmt2/Hspa5/Kat5/Lamp2/Nprl3/Pex2/Seh1l/Sesn1/Sh3glb1/Suv39h1/Tsc2/Nuak2/Gas2l1/Tsc1/Wdr45/Wdr59/Bcl2/Tcf7l2/Flcn/Rnase4/Tbc1d5/Usp33/Cpeb4/Ddit3/Atg7",30,"Shared core",0.0171232876712329,0.00981140303063338,1.74524353120244
"GO:0090130","tissue migration","47/1752","319/18346",0.147335423197492,1.54281716551438,3.17788041982829,0.00181100534283591,0.0293029564537586,0.0248643249513917,"Abl1/Acvrl1/Bcas3/Clasp1/Clasp2/Cxcl12/Dab2ip/Ephb4/Evl/Fbxw7/Hdac7/Igf1/Igf2/Iqsec1/Itga3/Map4k4/Mapre2/Rtn4/Scarb1/Sema4a/Src/Tgfbr2/Amot/Bcar1/Patz1/Ptp4a3/Ager/Angpt1/Fgfr1/Nr2f2/Rab13/Tbxa2r/Pecam1/Hdac6/Ets1/Cd40/Prkd2/Slit2/Zeb2/Pxn/Lgals8/Spred1/Hdac5/S100a9/Sema3a/Vegfa/Cln3",47,"Shared core",0.0268264840182648,0.0173879864820669,1.54281716551438
"GO:0048024","regulation of mRNA splicing, via spliceosome","20/1752","104/18346",0.192307692307692,2.01374253600281,3.36867008313948,0.00181239958983036,0.0293029564537586,0.0248643249513917,"Acin1/Celf1/Celf2/Celf3/Celf4/Prpf19/Ptbp1/Puf60/Rbfox2/Rbm4/Rbm7/Rbmx/Rnps1/Son/Srsf7/Srsf9/Rbfox1/Mbnl2/Sf1/Ddx17",20,"Shared core",0.0114155251141553,0.00566881063992151,2.01374253600281
"GO:0007612","learning","31/1752","188/18346",0.164893617021277,1.72667711065773,3.25414398838185,0.00182290791493756,0.0293918861339795,0.0249397841109589,"Ap1s2/App/Atp8a1/Cntnap2/Comt/Elavl4/Foxp2/Kcnq2/Meis2/Nptn/Ntrk2/Oprl1/Pde1b/Snap25/Stra6/Ube3a/Fgf13/Gabrb3/Nrxn3/Synj1/Adcy3/Grin1/Nfix/Nrxn2/Sct/Tsc1/Vdac3/Sgk1/Tpbg/Brsk1/Cln3",31,"Shared core",0.0176940639269406,0.0102474653875504,1.72667711065773
"GO:0009991","response to extracellular stimulus","59/1752","422/18346",0.139810426540284,1.46401945508451,3.13346835914119,0.00186158974031937,0.0298515578850666,0.0253298276141816,"Atf2/Atxn3/Bcas3/Chka/Cntnap2/Comt/Ehmt2/Eif4g1/Folr1/Ghr/Hspa5/Kat5/Lamp2/Mapk14/Mkks/Mlst8/Mlx/Nprl3/Nr4a2/Ogt/Pex2/Postn/Rps6kb1/Seh1l/Sesn1/Sh3glb1/Sipa1/Slc1a2/Slc25a25/Spp1/Suv39h1/Tsc2/Mapt/Nuak2/Sgip1/Folr2/Gas2l1/Npff/Sct/Tsc1/Wdr45/Wdr59/Axl/Sirt2/Ada/Bcl2/Itga6/Tcf7l2/Trim24/Flcn/Rnase4/Pomc/Zeb2/Tbc1d5/Usp33/Cpeb4/Ddit3/Atg7/Cd68",59,"Shared core",0.033675799086758,0.0230022893273738,1.46401945508451
"GO:0071692","protein localization to extracellular region","59/1752","422/18346",0.139810426540284,1.46401945508451,3.13346835914119,0.00186158974031937,0.0298515578850666,0.0253298276141816,"Abat/Ap1b1/Apbb1/Arrb1/Atp13a2/Cask/Comt/Copg1/Dnm1l/Ednrb/Ensa/Frmd4a/Gnao1/Igf1/Map4k4/Myo18a/Myt1/Ncoa6/Neo1/Nnat/Pard6a/Pla2g6/Porcn/Ppp3ca/Psap/Ptbp1/Rab11fip3/Rab34/Rap1gds1/Rbm4/Rhbdd3/Sirt3/Snap25/Tbc1d1/Tfap2b/Pafah1b1/Rims2/Ap1g1/Npff/Pde1c/Rab13/Sel1l/Efna5/Rapgef4/Rab11fip5/Tunar/Tcf7l2/Syt7/Ang/Tcirg1/Acsl4/Hmgn3/Madd/Midn/Nagpa/Gnas/Sec24a/Brsk2/Atg7",59,"Shared core",0.033675799086758,0.0230022893273738,1.46401945508451
"GO:0043434","response to peptide hormone","54/1752","379/18346",0.142480211081794,1.49197600028915,3.14467743664017,0.00187007752569264,0.029905953673815,0.0253759838636222,"Atp2a2/C2cd5/Cdk2/Comt/Crk/Ednrb/Eif2b4/Ghr/Igf1/Igf2/Irf1/Lpin1/Map3k7/Mapk14/Mfn2/Nr4a2/Ogt/Opa1/Pkm/Ppp3ca/Prkcz/Rap1gds1/Rbm4/Rps6kb1/Scap/Snx5/Sorbs1/Src/Srsf5/Tcf12/Tsc2/Zbed3/Bcar1/Cited1/Ctnnb1/Sh2b2/Socs1/Ache/Cav2/Insig2/Rab13/Sort1/Stat3/Tsc1/Sgk1/Plcd1/Ikbkb/Inppl1/Myo1c/Cyfip1/Pomc/Pxn/Tyk2/Gnas",54,"Shared core",0.0308219178082192,0.0206584541589447,1.49197600028915
"GO:0072001","renal system development","50/1752","345/18346",0.144927536231884,1.51760307061081,3.1536133232717,0.00188476784365161,0.0300589741151938,0.0255058257102854,"Ampd2/Ap1b1/Ap2b1/Aph1a/Bag6/Comt/Dlg1/Ednrb/Epha7/Itga3/Mtss1/Nek1/Pbx1/Ppp3ca/Prom1/Psap/Rarb/Smad5/Spp1/Stra6/Sulf2/Tfap2b/Trex1/Vcan/Wnt7b/Zfp950/Cited1/Ctnnb1/Nfia/Npnt/Pdgfra/Tmem67/Angpt1/Cflar/Fgfr1/Lzts2/Mpv17/Tsc1/Timeless/Bcl2/Bcl2l11/Flcn/Ctnnd1/Cntrl/Slit2/Pgf/Hdac5/Dlg5/Vegfa/Pygo2",50,"Shared core",0.0285388127853881,0.0188051891420473,1.51760307061081
"GO:0021846","cell proliferation in forebrain","10/1752","37/18346",0.27027027027027,2.83012464519314,3.62075871953297,0.00192594355190659,0.0305496289355129,0.0259221591580941,"Numb/Pax6/Tacc2/Wnt7b/Kif1a/Fgfr1/Nfix/Tacc1/Dock7/Zeb2",10,"Shared core",0.00570776255707763,0.00201678840074131,2.83012464519314
"GO:0031114","regulation of microtubule depolymerization","10/1752","37/18346",0.27027027027027,2.83012464519314,3.62075871953297,0.00192594355190659,0.0305496289355129,0.0259221591580941,"Arhgef2/Camsap1/Clasp1/Clasp2/Eml4/Fgf13/Gas2l1/Hdac6/Camsap3/Tpx2",10,"Shared core",0.00570776255707763,0.00201678840074131,2.83012464519314
"GO:0043542","endothelial cell migration","35/1752","221/18346",0.158371040723982,1.65837620611996,3.19949637373851,0.00197262021175386,0.0312056820021115,0.026478837343758,"Abl1/Acvrl1/Bcas3/Cxcl12/Dab2ip/Ephb4/Fbxw7/Hdac7/Igf1/Igf2/Scarb1/Sema4a/Amot/Bcar1/Patz1/Ptp4a3/Ager/Angpt1/Fgfr1/Nr2f2/Rab13/Tbxa2r/Pecam1/Ets1/Cd40/Prkd2/Slit2/Zeb2/Pxn/Lgals8/Spred1/Hdac5/S100a9/Vegfa/Cln3",35,"Shared core",0.0199771689497717,0.0120462226098332,1.65837620611996
"GO:0030307","positive regulation of cell growth","31/1752","189/18346",0.164021164021164,1.71754125292938,3.22185577858579,0.00198584200110663,0.0313303943669215,0.0265846590470726,"Cdc42/Crk/Cxcl12/Dcx/Eif4g1/Fn1/Igf1/Mlst8/Psmd10/Pum2/Rufy3/Sh3glb1/Zfyve27/Bcl11a/Mapt/Pafah1b1/Rims2/Zfp639/Brat1/Islr2/Shtn1/Efna5/Sgk1/Bcl2/Picalm/Taf9b/Cyfip1/Acsl4/Sema4d/Vegfa/Sphk1",31,"Shared core",0.0176940639269406,0.010301973182165,1.71754125292938
"GO:0009895","negative regulation of catabolic process","48/1752","329/18346",0.145896656534954,1.52775117625016,3.13860227871456,0.00200013193748467,0.0314712448822991,0.026704174393227,"Angel2/Apoa2/Bag6/Banp/Bscl2/Dab2ip/Dedd/Dffa/Ehmt2/Eif4enif1/Eif4g1/Elavl4/Fez2/Fhit/Golga2/Hipk2/Hnrnpab/Mlst8/Ogt/Paip1/Phf23/Prmt6/Ptbp1/Qsox1/Snx12/Srsf1/Sufu/Tsc2/Usp14/Usp19/Wac/Wnk1/Apoc1/Stat3/Tsc1/Sirt2/Adora1/Anks1/Bcl2/Csde1/Kdm4a/Tlk2/Flcn/Mdm4/Dhx34/Mad2l2/Mtmr2/Vegfa",48,"Shared core",0.0273972602739726,0.0179330644282132,1.52775117625016
"GO:0034504","protein localization to nucleus","47/1752","321/18346",0.146417445482866,1.53320459750494,3.13154841899626,0.00205829906132737,0.0322998855372469,0.0274072976615249,"Agap3/App/Atf2/Atp13a2/Banp/Dclk2/Eif4enif1/Ing1/Kat7/Kcnq2/Mapk14/Mark3/Nf2/Nup88/Ogt/Ppp3ca/Ptpn5/Rap1gds1/Sin3a/Src/Srsf1/Sun1/Tmem201/Tor1aip2/Tsc2/Ect2/Lats2/Lmna/Nuak2/Angpt1/Cav2/Ciz1/Dclk1/Lzts2/Stat3/Tnpo2/Syne1/Tcf7l2/Cd36/Flcn/E2f3/Hnrnpm/Limk2/Adar/Xpo1/Tyk2/Tnpo1",47,"Shared core",0.0268264840182648,0.0174970020712962,1.53320459750494
"GO:0006997","nucleus organization","24/1752","135/18346",0.177777777777778,1.86159309994926,3.26476980728597,0.00207457673534227,0.032438148473449,0.0275246173790724,"Agap3/Bin1/Celf3/Dctn1/Gopc/Kat5/Nfe2l1/Rtn4/Seh1l/Sun1/Suv39h1/Tmem201/Uspl1/Golm1/Lmna/Pafah1b1/Epc1/Sf1/Syne1/Chd5/Wdr73/Ets1/Spast/Pygo2",24,"Shared core",0.0136986301369863,0.00735855227297504,1.86159309994926
"GO:0031400","negative regulation of protein modification process","59/1752","424/18346",0.139150943396226,1.45711370293788,3.09431340146052,0.00207816388243599,0.032438148473449,0.0275246173790724,"Abl1/Akt1s1/Arrb1/Arrb2/Cadm1/Dab2ip/Dmtn/Dnaja1/Dnajb2/Dvl1/Eif4g1/Ensa/Hexim2/Hmg20b/Igf1/Irf1/Ivns1abp/Myadm/Ncoa7/Nf2/Ogt/Oxr1/Pard6a/Pax6/Pias3/Prkcz/Senp2/Sirt3/Spag9/Spopl/Tsc2/Wnk1/Zbed3/Ctnnb1/Dusp22/Inca1/Lats2/Mapt/Socs1/Ager/Angpt1/Ctdsp2/Dbndd2/Nr2f2/Tbc1d24/Pecam1/Sirt2/Ikbkb/Flcn/Lyn/Mad2l2/Slit2/Suz12/Adar/Sirpa/Sema4d/Spred1/Pard3/Vps25",59,"Shared core",0.033675799086758,0.0231113049166031,1.45711370293788
"GO:0030837","negative regulation of actin filament polymerization","14/1752","63/18346",0.222222222222222,2.32699137493658,3.42819100657265,0.00210765063244717,0.032811144726346,0.0278411144551376,"Add1/Add3/Capzb/Dmtn/Evl/Gsn/Mkks/Myadm/Rdx/Tpm1/Pecam1/Slit2/Sptan1/Ssh2",14,"Shared core",0.00799086757990868,0.00343399106072168,2.32699137493658
"GO:0007051","spindle organization","30/1752","182/18346",0.164835164835165,1.72606503085955,3.19856981144677,0.00215073507413219,0.0333235997993805,0.0282759459875473,"Clasp1/Clasp2/Dctn1/Dctn2/Dlg1/Eml1/Golga2/Haus7/Kif2a/Map4/Mapre2/Pde4dip/Psrc1/Spc25/Stag2/Tacc2/Tubgcp2/Tubgcp4/Zfp207/Csnk1d/Fam110a/Trim36/Tacc1/Tbce/Rnf4/Spast/Limk2/Dctn6/Uhrf1/Tpx2",30,"Shared core",0.0171232876712329,0.00992041861986264,1.72606503085955
"GO:0098876","vesicle-mediated transport to the plasma membrane","25/1752","143/18346",0.174825174825175,1.83067503272983,3.24024655473275,0.00215192440346996,0.0333235997993805,0.0282759459875473,"Ank3/Ankrd27/Atp2c1/Atp9a/Eps15/Exoc1/Gripap1/Prepl/Rab11fip3/Rab34/Snap25/Snx12/Stx3/Vti1a/Acsl3/Gga3/Golga7/Grip1/Arhgap44/Rab13/Clstn1/Stx16/Snx27/Arfrp1/Cln3",25,"Shared core",0.0142694063926941,0.00779461462989207,1.83067503272983
"GO:0019827","stem cell population maintenance","33/1752","206/18346",0.160194174757282,1.67746708338875,3.17726569405966,0.00215917303801826,0.033347859368761,0.0282965308666603,"Dis3l2/Dpf2/Eif4enif1/Fancc/Gnl3/Ing1/Ldb2/Med14/Med7/Miat/Mtf2/Ogt/Sin3a/Smc5/Srrt/Ss18/Stag2/Zfp322a/Arid4b/Med15/Fgfr1/Nfix/Rbpj/Sct/Stat3/Smarca2/Smarcb1/Tcf7l2/Fgfr3/Sall4/Nipbl/Suds3/Kat2a",33,"Shared core",0.0188356164383562,0.0112286056906138,1.67746708338875
"GO:0009200","deoxyribonucleoside triphosphate metabolic process","5/1752","11/18346",0.454545454545455,4.75975508509755,4.05289924111586,0.00222968980081594,0.0341672309164196,0.0289917890549957,"Adk/Dguok/Guk1/Ada/Samhd1",5,"Shared core",0.00285388127853881,0.000599585740760929,4.75975508509755
"GO:0016185","synaptic vesicle budding from presynaptic endocytic zone membrane","5/1752","11/18346",0.454545454545455,4.75975508509755,4.05289924111586,0.00222968980081594,0.0341672309164196,0.0289917890549957,"Ap3s1/Dnm1/Snap91/Dnm3/Picalm",5,"Shared core",0.00285388127853881,0.000599585740760929,4.75975508509755
"GO:1905245","regulation of aspartic-type peptidase activity","5/1752","11/18346",0.454545454545455,4.75975508509755,4.05289924111586,0.00222968980081594,0.0341672309164196,0.0289917890549957,"App/Bin1/Ager/Picalm/Lyn",5,"Shared core",0.00285388127853881,0.000599585740760929,4.75975508509755
"GO:0051052","regulation of DNA metabolic process","65/1752","478/18346",0.135983263598326,1.42394346688065,3.05164696093962,0.00225905855426667,0.0344279533002932,0.0292130188167422,"Abl1/Aifm1/Apbb1/Arrb2/Camk2d/Cdc42/Cdc7/Cdk2/Dffa/Dpf2/Ehmt2/Gnl3/Hdac10/Hnrnpab/Jade1/Kat5/Kat7/Lpin1/Map2k7/Morf4l1/Morf4l2/Pnkp/Rad52/Rbbp6/Rtel1/Senp2/Sh2b1/Slx1b/Smarcc2/Spire1/Src/Suv39h1/Tfdp1/Tfpt/Tmem161a/Uimc1/Wiz/Ctnnb1/Lmna/Pak3/Ciz1/Fgfr1/Mpv17/Epc1/Timeless/Dpf3/Klhl15/Meaf6/Smarca2/Smarcb1/Trp53bp1/Flcn/Inppl1/Cd40/Jade3/Mad2l2/Prkd2/Brd8/Ctc1/Senp3/Vegfa/Atg7/Kat2a/Terf1/Lig3",65,"Shared core",0.0371004566210046,0.0260547258257931,1.42394346688065
"GO:0000725","recombinational repair","27/1752","159/18346",0.169811320754717,1.77817265443267,3.20216982078932,0.0022643022616993,0.0344279533002932,0.0292130188167422,"Abl1/Ap5s1/Cdc7/Kat5/Morf4l1/Morf4l2/Rad52/Rtel1/Sfpq/Slx1b/Smc5/Zmynd8/Htatsf1/Rad54l/Epc1/Timeless/Klhl15/Meaf6/Trp53bp1/Cdc45/Recql/Mad2l2/Brd8/Nipbl/Hus1/Samhd1/Senp3",27,"Shared core",0.0154109589041096,0.00866673934372615,1.77817265443267
"GO:0001837","epithelial to mesenchymal transition","27/1752","159/18346",0.169811320754717,1.77817265443267,3.20216982078932,0.0022643022616993,0.0344279533002932,0.0292130188167422,"Adam15/Clasp1/Clasp2/Dab2/Dab2ip/Hnrnpab/Lef1/Mdk/Rtn4/Tcof1/Tgfbr2/Tsc2/Acvr1/Ctnnb1/Ager/Fgfr1/Rbpj/Tgfb1i1/Ncam1/Ezh2/Tcf7l2/Ddx17/Mad2l2/Phldb2/Spred1/Dlg5/Vegfa",27,"Shared core",0.0154109589041096,0.00866673934372615,1.77817265443267
"GO:0001654","eye development","58/1752","417/18346",0.139088729016787,1.45646222747829,3.06369272419496,0.00227816290915725,0.0345491940926199,0.029315894800008,"Abi2/Acvrl1/Celf4/Dcx/Dlg1/Ephb1/Foxp2/Gpd2/Gpm6a/Hipk2/Mdm1/Meis2/Mfn2/Miat/Nf2/Ntrk2/Pax6/Pbx1/Prom1/Rarb/Rarg/Rdh13/Sall2/Skil/Slc25a25/Sp3/Stau2/Stra6/Tenm3/Tgfbr2/Ctnnb1/Meis3/Nfia/Pdgfra/Ache/Gnb1/Lhx2/Nfix/Pbx3/Shroom2/Stat3/Megf11/Nphp1/Bcl2/Fgfr3/Pitx2/Tcirg1/Limk2/Phactr4/Zeb2/Nipbl/Tgif1/Spred1/Tsku/Cryab/Vegfa/Pygo2/Rorb",58,"Shared core",0.0331050228310502,0.0227297503543007,1.45646222747829
"GO:0098927","vesicle-mediated transport between endosomal compartments","11/1752","44/18346",0.25,2.61786529680365,3.49116028385858,0.0023056225049921,0.0348755115510274,0.0295927836980944,"Ankrd27/Dab2/Nf2/Pxk/Rab11fip3/Rdx/Sh3glb1/Snx12/Src/Snx16/Mtmr2",11,"Shared core",0.00627853881278539,0.00239834296304372,2.61786529680365
"GO:1900024","regulation of substrate adhesion-dependent cell spreading","13/1752","57/18346",0.228070175438596,2.38822799006649,3.41077923691608,0.00234734913799742,0.0353245951048893,0.0299738428390439,"Abl1/Cdc42/Crk/Dab2/Dmtn/Lims1/Mdk/Myadm/Postn/Triobp/Bcar1/Efna5/Cspg5",13,"Shared core",0.00742009132420091,0.0031069442930339,2.38822799006649
"GO:2001222","regulation of neuron migration","13/1752","57/18346",0.228070175438596,2.38822799006649,3.41077923691608,0.00234734913799742,0.0353245951048893,0.0299738428390439,"Arhgef2/Ctnna2/Dab2ip/Mapk8ip3/Mdk/Nsmf/Pax6/Camk2b/Shtn1/Stat3/Tbc1d24/Nipbl/Sema3a",13,"Shared core",0.00742009132420091,0.0031069442930339,2.38822799006649
"GO:0009225","nucleotide-sugar metabolic process","9/1752","32/18346",0.28125,2.94509845890411,3.57828839607478,0.00238062010627471,0.0356424984788935,0.0302435921664491,"Entpd5/Fut8/Galt/Guk1/Mgat1/Uap1/Extl2/Gne/Ugp2",9,"Shared core",0.00513698630136986,0.00174424942766816,2.94509845890411
"GO:0048641","regulation of skeletal muscle tissue development","9/1752","32/18346",0.28125,2.94509845890411,3.57828839607478,0.00238062010627471,0.0356424984788935,0.0302435921664491,"Igf2/Rps6kb1/Shox2/Usp19/Ctnnb1/Usp2/Ybx3/Bcl2/Tcf7l2",9,"Shared core",0.00513698630136986,0.00174424942766816,2.94509845890411
"GO:0090329","regulation of DNA-templated DNA replication","10/1752","38/18346",0.263157894736842,2.75564768084595,3.52013305727663,0.00239347548446362,0.0357437852883384,0.0303295366733558,"Cdc7/Cdk2/Kat7/Senp2/Wiz/Ciz1/Fgfr1/Timeless/Atg7/Lig3",10,"Shared core",0.00570776255707763,0.00207129619535594,2.75564768084595
"GO:0050684","regulation of mRNA processing","23/1752","129/18346",0.178294573643411,1.86700470779795,3.21091085057941,0.00244365659151876,0.0364005597350853,0.0308868269689427,"Acin1/Celf1/Celf2/Celf3/Celf4/Fip1l1/Hdac7/Prpf19/Ptbp1/Puf60/Rbfox2/Rbm4/Rbm7/Rbmx/Rnps1/Son/Srsf7/Srsf9/Zc3h14/Rbfox1/Mbnl2/Sf1/Ddx17",23,"Shared core",0.0131278538812785,0.00703150550528726,1.86700470779795
"GO:0006892","post-Golgi vesicle-mediated transport","18/1752","92/18346",0.195652173913043,2.0487641453246,3.27674834033397,0.00245881021400051,0.036443967830717,0.0309236598733976,"Ank3/Ap1g2/Ap3s1/Atp2c1/Eps15/Exoc1/Myo1b/Prepl/Rab34/Sorcs1/Vti1a/Acsl3/Gga3/Golga7/Ap1g1/Sort1/Arfrp1/Cln3",18,"Shared core",0.0102739726027397,0.00501471710454595,2.0487641453246
"GO:0042551","neuron maturation","14/1752","64/18346",0.21875,2.2906321347032,3.36070950993726,0.00246519939151382,0.036443967830717,0.0309236598733976,"Ank3/App/Cntnap2/Ednrb/Kcnq2/Nr4a2/Nrcam/Opa1/Pmp22/Bcl11a/Kcnip2/Kcnma1/Anks1/Bcl2",14,"Shared core",0.00799086757990868,0.00348849885533631,2.2906321347032
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","14/1752","64/18346",0.21875,2.2906321347032,3.36070950993726,0.00246519939151382,0.036443967830717,0.0309236598733976,"Crlf3/Dlg1/Fhl1/Jade1/Ppp2r3d/Rbl1/Trex1/Wac/Zfp655/Acvr1/Ctdsp2/Bcl2/Ezh2/Ppp2r5c",14,"Shared core",0.00799086757990868,0.00348849885533631,2.2906321347032
"GO:0008356","asymmetric cell division","7/1752","21/18346",0.333333333333333,3.49048706240487,3.71041350304359,0.00249765560448819,0.0367386986033614,0.0311737466424842,"Actr3/Arhgef2/Golga2/Pax6/Fgf13/Cntrl/Dock7",7,"Shared core",0.00399543378995434,0.00114466368690723,3.49048706240487
