"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","group","GeneFraction","BackgroundFraction","enrichment"
"GO:0043523","regulation of neuron apoptotic process","54/1752","313/18346",0.172523961661342,1.80657796840124,4.67665032374854,1.33491625914677e-05,0.000739115426880413,0.000627158770806689,"Abl1/Aifm1/Aimp2/Akt1s1/Amigo2/App/Arrb1/Arrb2/Atf2/Cdc42/Dnajc5/Epha7/Fbxw7/Hipk2/Map2k7/Mdk/Nr4a2/Nsmf/Ntrk2/Oxr1/Ptpn5/Tfap2b/Trim2/Vegfb/Bcl2l1/Cited1/Ctnnb1/Pak3/Ube2m/Xiap/Ager/Angpt1/Cflar/Grin1/Nfix/Sct/Axl/Kcnma1/Bcl2/Bcl2l11/Set/Barhl1/Fgfr3/Bace1/Nfatc4/Cpeb4/Map3k12/Nqo2/Ddit3/Vegfa/Cln3/Atg7/Cntfr/Cebpb",54,"Shared core",0.0308219178082192,0.0170609397143792,1.80657796840124
"GO:0007179","transforming growth factor beta receptor signaling pathway","39/1752","201/18346",0.194029850746269,2.0317760512506,4.77920161138076,1.38234459799277e-05,0.000758222471553233,0.0006433715979443,"Acvrl1/Arrb2/Dab2/Fam89b/Folr1/Fut8/Hipk2/Hspa5/Htra3/Ing1/Itga3/Map3k7/Nrep/Ogt/Sin3a/Skil/Smad5/Src/Tgfbr2/Zyx/Acvr1/Arid4b/Axin1/Cited1/Dusp22/Lats2/Npnt/Cav2/Ltbp4/Stat3/Tgfb1i1/Usp15/Flcn/Zeb2/Zfp451/Pxn/Spred1/Lox/Suds3",39,"Shared core",0.0222602739726027,0.0109560667175406,2.0317760512506
"GO:0071560","cellular response to transforming growth factor beta stimulus","44/1752","238/18346",0.184873949579832,1.93590038755228,4.72207878582032,1.44428188020042e-05,0.000784860218045948,0.000665974422536858,"Actr3/Acvrl1/Arrb2/Crk/Dab2/Fam89b/Folr1/Fut8/Hipk2/Hspa5/Htra3/Ing1/Itga3/Map3k7/Mapk7/Nrep/Ogt/Sin3a/Skil/Smad5/Src/Tgfbr2/Zyx/Acvr1/Arid4b/Axin1/Cited1/Dusp22/Lats2/Npnt/Yes1/Cav2/Cflar/Ltbp4/Stat3/Tgfb1i1/Usp15/Flcn/Zeb2/Zfp451/Pxn/Spred1/Lox/Suds3",44,"Shared core",0.0251141552511416,0.0129728551182819,1.93590038755228
"GO:0050768","negative regulation of neurogenesis","35/1752","174/18346",0.201149425287356,2.10632839972708,4.76439419845271,1.68415212415442e-05,0.000906815487767183,0.000769456658558625,"Actr3/Arhgef2/Atf5/Cdkl3/Epha7/Kifap3/Mbp/Mfn2/Nf2/Pax6/Ppp3ca/Ptprs/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Trim46/Tsc2/Wnt7b/Bcl11a/Ctnnb1/Fgf13/Sema4c/Lhx2/Nkx6-2/Sema6c/Sirt2/Kdm4a/Sema4f/Fgfr3/Nfatc4/Slit2/Sema4d/Sema3a",35,"Shared core",0.0199771689497717,0.0094843562629456,2.10632839972708
"GO:0050772","positive regulation of axonogenesis","24/1752","100/18346",0.24,2.51315068493151,4.9300203231886,1.75623824729819e-05,0.000937032933944825,0.000795096951958635,"Cxcl12/Dcx/Fn1/Golga2/Map6/Ntrk2/Rufy3/Shox2/Skil/Snap91/Zfyve27/Bcl11a/Mapt/Pafah1b1/Ache/Islr2/Shtn1/Amigo1/Efna5/Picalm/Cyfip1/Zeb2/Sema4d/Vegfa",24,"Shared core",0.0136986301369863,0.00545077946146299,2.51315068493151
"GO:0048668","collateral sprouting","12/1752","32/18346",0.375,3.92679794520548,5.38426580774982,2.02730163918379e-05,0.00107191291174501,0.000909546140822998,"App/Dcx/Dvl1/Epha7/Ptprs/Bcl11a/Fgf13/Nfix/Efna5/Hdac6/Zeb2/Sema4d",12,"Shared core",0.00684931506849315,0.00174424942766816,3.92679794520548
"GO:0060537","muscle tissue development","74/1752","478/18346",0.154811715481172,1.6211048699872,4.47086212430027,2.07379256551786e-05,0.00108670433634146,0.000922097051453479,"Arrb2/Camk2d/Cdc42/Cntnap2/Dlg1/Ephb1/Foxp2/Gjc1/Gpcpd1/Hdac7/Hmg20b/Homer1/Igf1/Igf2/Lef1/Luc7l/Mapk14/Mef2a/Nprl3/Pmp22/Poglut1/Ppp3ca/Rarb/Rcan1/Rps6kb1/Rxrb/Shox2/Skil/Sorbs2/Stra6/Tfap2b/Tgfbr2/Tpm1/Trex1/Usp19/Zfp950/Acvr1/Ctnnb1/Cyp26b1/Lmna/Pdgfra/Pdlim5/Rbfox1/Zbtb18/Acta1/Angpt1/Cav2/Cflar/Cxadr/Fgfr1/Nfix/Nr2f2/Rbpj/Speg/Tsc1/Usp2/Ybx3/Ly6e/Sirt2/Bcl2/Hdac6/Ncam1/Cops2/Mbnl1/Tcf7l2/Flcn/Pitx2/Ddx17/Jarid2/Hdac5/Lox/Vegfa/Atg7/Kat2a",74,"Shared core",0.0422374429223744,0.0260547258257931,1.6211048699872
"GO:0051261","protein depolymerization","27/1752","121/18346",0.223140495867769,2.33660704177516,4.79306178800555,2.23788320801854e-05,0.00116231296883724,0.000986252953622331,"Add1/Add3/Arhgef1/Arhgef2/Asph/Camsap1/Capzb/Clasp1/Clasp2/Dmtn/Eml4/Evl/Gsn/Lima1/Rdx/Sh3gl3/Tpm1/Dnajc6/Fgf13/Synj1/Gas2l1/Shroom2/Sgk1/Hdac6/Camsap3/Sptan1/Tpx2",27,"Shared core",0.0154109589041096,0.00659544314837022,2.33660704177516
"GO:1901879","regulation of protein depolymerization","22/1752","89/18346",0.247191011235955,2.58845107998563,4.88095165310694,2.37327252509774e-05,0.00122181898682444,0.00103674536622691,"Add1/Add3/Arhgef2/Asph/Camsap1/Capzb/Clasp1/Clasp2/Dmtn/Eml4/Evl/Gsn/Lima1/Rdx/Tpm1/Fgf13/Gas2l1/Shroom2/Hdac6/Camsap3/Sptan1/Tpx2",22,"Shared core",0.0125570776255708,0.00485119372070206,2.58845107998563
"GO:1901862","negative regulation of muscle tissue development","9/1752","19/18346",0.473684210526316,4.96016582552271,5.61170520229213,2.45882792082138e-05,0.00124474950444772,0.00105620251016351,"Hdac7/Lef1/Luc7l/Usp19/Usp2/Ybx3/Sirt2/Flcn/Hdac5",9,"Shared core",0.00513698630136986,0.00103564809767797,4.96016582552271
"GO:0071559","response to transforming growth factor beta","44/1752","243/18346",0.181069958847737,1.89606704624462,4.56897448916579,2.46023074656561e-05,0.00124474950444772,0.00105620251016351,"Actr3/Acvrl1/Arrb2/Crk/Dab2/Fam89b/Folr1/Fut8/Hipk2/Hspa5/Htra3/Ing1/Itga3/Map3k7/Mapk7/Nrep/Ogt/Sin3a/Skil/Smad5/Src/Tgfbr2/Zyx/Acvr1/Arid4b/Axin1/Cited1/Dusp22/Lats2/Npnt/Yes1/Cav2/Cflar/Ltbp4/Stat3/Tgfb1i1/Usp15/Flcn/Zeb2/Zfp451/Pxn/Spred1/Lox/Suds3",44,"Shared core",0.0251141552511416,0.0132453940913551,1.89606704624462
"GO:0060485","mesenchyme development","52/1752","305/18346",0.170491803278689,1.78529830077102,4.49370584337658,2.66868410688797e-05,0.00133867581395944,0.0011359014403677,"Acvrl1/Adam15/Cdc42/Clasp1/Clasp2/Dab2/Dab2ip/Ednrb/Fn1/Folr1/Hnrnpab/Lef1/Mdk/Nckap1/Otud5/Pax6/Poglut1/Rtn4/Sema4a/Sema6d/Tcof1/Tgfbr2/Tsc2/Wnt7b/Acvr1/Ctnnb1/Sema4c/Ager/Fgfr1/Nrp2/Rbpj/Sema6c/Tgfb1i1/Bcl2/Ncam1/Sema4f/Ezh2/Tcf7l2/Mdm4/Pitx2/Ddx17/Mad2l2/Phactr4/Tead2/Zeb2/Radil/Phldb2/Sema4d/Spred1/Dlg5/Sema3a/Vegfa",52,"Shared core",0.0296803652968037,0.0166248773574621,1.78529830077102
"GO:0098884","postsynaptic neurotransmitter receptor internalization","13/1752","38/18346",0.342105263157895,3.58234198509974,5.17768313433074,2.89105202476768e-05,0.00142584742297156,0.00120986883053303,"Ap2a1/Ap2b1/Eps15/Hap1/Iqsec1/Numb/Pip5k1c/Rnf216/Sh3glb2/Synj1/Sirt2/Dnm3/Lpar1",13,"Shared core",0.00742009132420091,0.00207129619535594,3.58234198509974
"GO:0140239","postsynaptic endocytosis","13/1752","38/18346",0.342105263157895,3.58234198509974,5.17768313433074,2.89105202476768e-05,0.00142584742297156,0.00120986883053303,"Ap2a1/Ap2b1/Eps15/Hap1/Iqsec1/Numb/Pip5k1c/Rnf216/Sh3glb2/Synj1/Sirt2/Dnm3/Lpar1",13,"Shared core",0.00742009132420091,0.00207129619535594,3.58234198509974
"GO:1905475","regulation of protein localization to membrane","39/1752","208/18346",0.1875,1.96339897260274,4.54039371274661,3.11782282746709e-05,0.00152487518120036,0.00129389647339884,"Actr3/Ank3/Ap2b1/Atp2c1/C2cd5/Camk2d/Camk2g/Clasp2/Crk/Dab2/Dlg1/Dmtn/Gpc6/Gripap1/Gsn/Itga3/Numb/Ogt/Prkcz/Sorbs1/Sorbs2/Stx3/Wnk1/Zmynd8/Acsl3/Bcl2l1/Grip1/Tnik/Arhgap44/Camk2b/Magi2/Rapgef4/Picalm/Lgals3/Ppfia1/Mtcl1/Myo1c/Snx27/Cln3",39,"Shared core",0.0222602739726027,0.011337621279843,1.96339897260274
"GO:0007044","cell-substrate junction assembly","23/1752","97/18346",0.237113402061856,2.48292378665913,4.75812151570214,3.20864415439804e-05,0.00155309131861381,0.00131783860396946,"Abl1/Acvrl1/Clasp1/Clasp2/Cttn/Dmtn/Fn1/Gpm6b/Limch1/Lims1/Map4k4/Sorbs1/Src/Taok2/Dusp22/Tsc1/Efna5/Bcl2/Camsap3/Pxn/Phldb2/Thsd1/Vegfa",23,"Shared core",0.0131278538812785,0.0052872560776191,2.48292378665913
"GO:0072583","clathrin-dependent endocytosis","15/1752","49/18346",0.306122448979592,3.20554934302488,5.02313951256952,3.22843995349949e-05,0.00155309131861381,0.00131783860396946,"Ap2a1/Ap2b1/Clta/Dab2/Dnm1/Fnbp1l/Sh3gl3/Snap91/Dnajc6/Fchsd2/Sgip1/Wasl/Magi2/Picalm/Fcho1",15,"Shared core",0.00856164383561644,0.00267088193611686,3.20554934302488
"GO:2001224","positive regulation of neuron migration","10/1752","24/18346",0.416666666666667,4.36310882800609,5.35686212409677,3.43615147839764e-05,0.00163957504282242,0.00139122230588783,"Arhgef2/Dab2ip/Mapk8ip3/Mdk/Nsmf/Pax6/Shtn1/Tbc1d24/Nipbl/Sema3a",10,"Shared core",0.00570776255707763,0.00130818707075112,4.36310882800609
"GO:0060998","regulation of dendritic spine development","21/1752","85/18346",0.247058823529412,2.58706688154714,4.76532779146391,3.63906419679046e-05,0.00172239256217445,0.0014614951370981,"Actr3/Asap1/Baiap2/Caprin1/Cask/Dnm1l/Mfn2/Opa1/Ptprs/Stau2/Tsc2/Ube3a/Zmynd8/Kif1a/Pafah1b1/Pak3/Camk2b/Dnm3/Lpar1/Caprin2/Dlg5",21,"Shared core",0.011986301369863,0.00463316254224354,2.58706688154714
"GO:0035264","multicellular organism growth","40/1752","217/18346",0.184331797235023,1.93022326031606,4.47899423450574,3.72026026559816e-05,0.00174673659990365,0.00148215168981431,"Add1/Ankrd11/App/Atf5/Ccm2/Celf1/Cntnap2/Comt/Dlg1/Ghr/Gpd2/Igf1/Igf2/Mkks/Nek1/Pex5/Pmp22/Rai1/Rarb/Rarg/Rbbp6/Slc1a2/Slc25a25/Suv39h1/Zfp950/Csf1/Dlk1/Sgip1/Nfix/Stat3/Slc4a10/Bcl2/Tcf7l2/Tarbp2/Icmt/Nipbl/Ctc1/Gnas/Kat2a/Rc3h2",40,"Shared core",0.0228310502283105,0.0118281914313747,1.93022326031606
"GO:0097120","receptor localization to synapse","21/1752","86/18346",0.244186046511628,2.55698470850589,4.70255141302867,4.38674236874652e-05,0.00203933615161352,0.00173043006219719,"Dlg1/Gpc6/Gphn/Gripap1/Kif5a/Nptn/Ogt/Prkcz/Rdx/Snap25/Stx3/Adam22/Grip1/Nrxn3/Tnik/Arhgap44/Magi2/Clstn1/Rapgef4/Cep112/Dlg3",21,"Shared core",0.011986301369863,0.00468767033685817,2.55698470850589
"GO:0001843","neural tube closure","25/1752","112/18346",0.223214285714286,2.33737972928898,4.61289042524365,4.41294413451895e-05,0.00203933615161352,0.00173043006219719,"Abl1/Brd2/Dvl1/Folr1/Gatad2a/Lmo4/Nckap1/Opa1/Prkacb/Rarg/Sufu/Tsc2/Sema4c/Vasp/Lhx2/Tsc1/Mthfr/Sall4/Phactr4/Tead2/Zeb2/Enah/Tgif1/Glmn/Kat2a",25,"Shared core",0.0142694063926941,0.00610487299683855,2.33737972928898
"GO:0051961","negative regulation of nervous system development","35/1752","182/18346",0.192307692307692,2.01374253600281,4.46588960275282,4.53038010629531e-05,0.00207725006592556,0.00176260101010552,"Actr3/Arhgef2/Atf5/Cdkl3/Epha7/Kifap3/Mbp/Mfn2/Nf2/Pax6/Ppp3ca/Ptprs/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Trim46/Tsc2/Wnt7b/Bcl11a/Ctnnb1/Fgf13/Sema4c/Lhx2/Nkx6-2/Sema6c/Sirt2/Kdm4a/Sema4f/Fgfr3/Nfatc4/Slit2/Sema4d/Sema3a",35,"Shared core",0.0199771689497717,0.00992041861986264,2.01374253600281
"GO:1901861","regulation of muscle tissue development","16/1752","56/18346",0.285714285714286,2.99184605348989,4.85057580701015,4.58957285844659e-05,0.00208185374012168,0.00176650734806713,"Hdac7/Igf2/Lef1/Luc7l/Rps6kb1/Shox2/Usp19/Ctnnb1/Usp2/Ybx3/Sirt2/Bcl2/Tcf7l2/Flcn/Hdac5/Lox",16,"Shared core",0.0091324200913242,0.00305243649841927,2.99184605348989
"GO:0010810","regulation of cell-substrate adhesion","40/1752","219/18346",0.182648401826484,1.91259565063281,4.4145643393357,4.61136456322744e-05,0.00208185374012168,0.00176650734806713,"Abl1/Acvrl1/Adam15/Atxn3/Cask/Cdc42/Clasp1/Clasp2/Crk/Dab2/Ddr1/Dmtn/Fn1/Gpm6b/Itga3/Limch1/Lims1/Map4k4/Mdk/Mink1/Myadm/Postn/Prkcz/Spp1/Src/Triobp/Bcar1/Csf1/Dusp22/Npnt/Egflam/Tsc1/Efna5/Bcl2/Itga6/Cd36/Camsap3/Phldb2/Vegfa/Cspg5",40,"Shared core",0.0228310502283105,0.0119372070206039,1.91259565063281
"GO:0031122","cytoplasmic microtubule organization","17/1752","62/18346",0.274193548387097,2.87120709972014,4.79548416350715,4.79391951089085e-05,0.00212262948204587,0.00180110663155366,"Camsap1/Clasp1/Clip1/Clip2/Dlg1/Dvl1/Pde4dip/Tacc2/Tubgcp2/Tubgcp4/Axin1/Clip4/Pafah1b1/Wdr73/Camsap3/Limk2/Slain2",17,"Shared core",0.00970319634703196,0.00337948326610705,2.87120709972014
"GO:0099590","neurotransmitter receptor internalization","14/1752","45/18346",0.311111111111111,3.25778792491121,4.92722458983316,4.81895277445379e-05,0.00212262948204587,0.00180110663155366,"Ap2a1/Ap2b1/Eps15/Hap1/Iqsec1/Numb/Pip5k1c/Rnf216/Sh3glb2/Snap25/Synj1/Sirt2/Dnm3/Lpar1",14,"Shared core",0.00799086757990868,0.00245285075765835,3.25778792491121
"GO:0006898","receptor-mediated endocytosis","46/1752","265/18346",0.173584905660377,1.81768760230895,4.3566181157606,4.84148862906076e-05,0.00212262948204587,0.00180110663155366,"Ap2a1/Ap2b1/App/Arrb1/Arrb2/Clta/Cttn/Dab2/Dnm1/Eps15/Fnbp1l/Hap1/Iqsec1/Numb/Pip5k1c/Ptpn5/Rnf216/Sh3gl3/Sh3glb2/Snap25/Snap91/Tgfbr2/Dnajc6/Fchsd2/Sgip1/Synj1/Wasl/Ache/Angpt1/Apoc1/Cav2/Gria1/Magi2/Itch/Ramp1/Sirt2/Dnm3/Picalm/Cd36/Mtmr2/Tbc1d5/Lpar1/Fcho1/Vegfa/Cln3/Pard3",46,"Shared core",0.0262557077625571,0.0144445655728769,1.81768760230895
"GO:0150116","regulation of cell-substrate junction organization","18/1752","68/18346",0.264705882352941,2.77185737308622,4.75630007068342,4.8463511772729e-05,0.00212262948204587,0.00180110663155366,"Abl1/Acvrl1/Clasp1/Clasp2/Dmtn/Gpm6b/Iqsec1/Limch1/Lims1/Map4k4/Mapre2/Src/Dusp22/Tsc1/Efna5/Camsap3/Phldb2/Vegfa",18,"Shared core",0.0102739726027397,0.00370653003379483,2.77185737308622
"GO:0048864","stem cell development","22/1752","93/18346",0.236559139784946,2.47711985073894,4.64024004875156,4.91053908279105e-05,0.00213481139828894,0.00181144330609626,"Cdc42/Ednrb/Fn1/Folr1/Pax6/Sema4a/Sema6d/Tcof1/Wnt7b/Acvr1/Sema4c/Msi2/Nrp2/Sema6c/Bcl2/Sema4f/Pitx2/Phactr4/Zeb2/Radil/Sema4d/Sema3a",22,"Shared core",0.0125570776255708,0.00506922489916058,2.47711985073894
"GO:0060606","tube closure","25/1752","113/18346",0.221238938053097,2.31669495292359,4.56189928242717,5.15999542074269e-05,0.00222676567090727,0.00188946891141902,"Abl1/Brd2/Dvl1/Folr1/Gatad2a/Lmo4/Nckap1/Opa1/Prkacb/Rarg/Sufu/Tsc2/Sema4c/Vasp/Lhx2/Tsc1/Mthfr/Sall4/Phactr4/Tead2/Zeb2/Enah/Tgif1/Glmn/Kat2a",25,"Shared core",0.0142694063926941,0.00615938079145318,2.31669495292359
"GO:0060538","skeletal muscle organ development","38/1752","206/18346",0.184466019417476,1.93162876269007,4.36926336330333,5.65917310386711e-05,0.00241877531928883,0.00205239411996224,"Cntnap2/Ephb1/Foxp2/Gpcpd1/Hmg20b/Homer1/Igf2/Mapk14/Myt1/Pmp22/Ppp3ca/Rcan1/Rps6kb1/Shox2/Skil/Stra6/Usp19/Ctnnb1/Cyp26b1/Rbfox1/Zbtb18/Acta1/Cav2/Cflar/Nfix/Nr2f2/Usp2/Ybx3/Bcl2/Hdac6/Cops2/Mbnl1/Tcf7l2/Pitx2/Ddx17/Disp1/Hdac5/Cntfr",38,"Shared core",0.021689497716895,0.0112286056906138,1.93162876269007
"GO:0110053","regulation of actin filament organization","45/1752","259/18346",0.173745173745174,1.81936584333845,4.31513944390162,5.68735719989535e-05,0.00241877531928883,0.00205239411996224,"Abi2/Abl1/Actr3/Add1/Add3/Arap1/Baiap2/Bin1/Capzb/Cdc42/Clasp1/Clasp2/Ctnna2/Cttn/Dlg1/Dmtn/Evl/Gmfg/Gsn/Lima1/Limch1/Mkks/Mlst8/Mtss1/Myadm/Nckap1/Nf2/Rdx/Tpm1/Fchsd2/Pak3/Vasp/Arhgef10l/Shroom2/Tsc1/Pecam1/Ppfia1/Myo1c/Cyfip1/Slit2/Pxn/Sptan1/Lpar1/Phldb2/Ssh2",45,"Shared core",0.0256849315068493,0.0141175188051891,1.81936584333845
"GO:0021537","telencephalon development","46/1752","267/18346",0.172284644194757,1.80407196483847,4.30044813661477,5.84782359844984e-05,0.00246912782009368,0.00209511953383311,"Atat1/Atf5/Atg16l1/Btbd3/Celf1/Crk/Cxcl12/Dab2ip/Dclk2/Dcx/Foxp2/Kcnq2/Lef1/Mdk/Mkks/Nf2/Ntrk2/Numb/Ogdh/Pax6/Pex5/Ptprs/Rarb/Rtn4/Slc1a2/Sun1/Tacc2/Trappc9/Wdr37/Ctnnb1/Fgf13/Pafah1b1/Zbtb18/Fgfr1/Grin1/Lhx2/Nfix/Sct/Tsc1/Tacc1/Slit2/Zeb2/Sema3a/Tsku/Atg7/Kat2a",46,"Shared core",0.0262557077625571,0.0145535811621062,1.80407196483847
"GO:0007160","cell-matrix adhesion","41/1752","229/18346",0.179039301310044,1.87480309465414,4.32847861084179,5.97268549639965e-05,0.00250383508416925,0.00212456955514787,"Abl1/Acvrl1/Adam15/Cask/Clasp1/Clasp2/Cttn/Ddr1/Dmtn/Fn1/Gpm6b/Itga3/Limch1/Lims1/Map4k4/Mink1/Postn/Prkcz/Sorbs1/Src/Taok2/Zyx/Csf1/Ctnnb1/Dusp22/Npnt/Trpm7/Cd34/Tsc1/Efna5/Pecam1/Bcl2/Bcl2l11/Itga6/Cd36/Camsap3/Pxn/Sirpa/Phldb2/Thsd1/Vegfa",41,"Shared core",0.0234018264840183,0.0124822849667502,1.87480309465414
"GO:0046330","positive regulation of JNK cascade","23/1752","101/18346",0.227722772277228,2.3845901713459,4.53377917743391,6.32116677538222e-05,0.00261565226087096,0.00221944935408713,"Ankrd6/App/Cdc42/Crk/Dab2/Dab2ip/Hipk2/Map2k7/Map3k7/Map4k4/Mapk8ip1/Mapk8ip3/Mink1/Pja2/Taok2/Taok3/Wnt7b/Axin1/Dusp22/Tnfrsf19/Tnik/Ager/Mturn",23,"Shared core",0.0131278538812785,0.00550528725607762,2.3845901713459
"GO:0030041","actin filament polymerization","31/1752","156/18346",0.198717948717949,2.0808672872029,4.40523102005724,6.35353406749812e-05,0.00261565226087096,0.00221944935408713,"Abl1/Actr3/Add1/Add3/Baiap2/Bin1/Capzb/Cttn/Dlg1/Dmtn/Evl/Gsn/Mkks/Mlst8/Mtss1/Myadm/Nckap1/Rdx/Spire1/Tpm1/Fchsd2/Pak3/Vasp/Wasl/Gas7/Pecam1/Myo1c/Cyfip1/Slit2/Sptan1/Ssh2",31,"Shared core",0.0176940639269406,0.00850321595988226,2.0808672872029
"GO:0031109","microtubule polymerization or depolymerization","27/1752","128/18346",0.2109375,2.20882384417808,4.45931365026602,6.37311762318193e-05,0.00261565226087096,0.00221944935408713,"Abl1/Arhgef1/Arhgef2/Arhgef7/Camsap1/Clasp1/Clasp2/Clip1/Dctn1/Eml4/Golga2/Map4/Mapre2/Pde4dip/Psrc1/Tubgcp2/Tubgcp4/Csnk1d/Fgf13/Mapt/Gas2l1/Sgk1/Hdac6/Camsap3/Tpx2/Cryab/Slain2",27,"Shared core",0.0154109589041096,0.00697699771067263,2.20882384417808
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","58/1752","363/18346",0.159779614325069,1.67312602991308,4.20890372345346,6.48157829874189e-05,0.0026416932663414,0.00224154582831491,"Agap3/Anapc11/Araf/Armc8/Arrb1/Arrb2/Atxn3/Bag6/Cdc27/Dab2/Dnajb2/Fbxl12/Fbxo44/Fbxw11/Fbxw7/Fhit/Kat5/Kctd17/Mapk9/Ogt/Otud5/Pja2/Pmp22/Psmd10/Rnf216/Siah1b/Spopl/Spsb2/Trim2/Trim3/Trim9/Ube2w/Ube3a/Usp14/Wac/Znrf1/Axin1/Csnk1d/Ctnnb1/Dcaf11/Fbxo6/Ube2h/Itch/Rad23a/Sirt2/Klhl15/Tlk2/Ppp2r5c/Rnf4/Trip4/Fbxl4/Wwp1/Xpo1/Glmn/Zfand2a/Ddit3/Atg7/Ubr3",58,"Shared core",0.0331050228310502,0.0197863294451107,1.67312602991308
"GO:0098900","regulation of action potential","18/1752","70/18346",0.257142857142857,2.6926614481409,4.61029710929672,7.3368301943144e-05,0.00296964526968491,0.00251982168053005,"Ank3/Atp2a2/Bin1/Camk2d/Cntnap2/Dlg1/Kcnab2/Kcnip1/Kcnq2/Tmem161b/Fgf13/Cacna2d1/Cxadr/Fgf12/Rapgef4/Ank2/Cd36/Kcne3",18,"Shared core",0.0102739726027397,0.00381554562302409,2.6926614481409
"GO:1903423","positive regulation of synaptic vesicle recycling","8/1752","17/18346",0.470588235294118,4.92774644104217,5.26440005440262,7.51388877955239e-05,0.00302048035939678,0.00256295658371033,"Dnm1/Dnm1l/Snap91/Bcl2l1/Synj1/Dnm3/Picalm/Ppp3cc",8,"Shared core",0.0045662100456621,0.000926632508448708,4.92774644104217
"GO:0099560","synaptic membrane adhesion","12/1752","36/18346",0.333333333333333,3.49048706240487,4.86006115741766,7.82666465113033e-05,0.00312480917261795,0.00265148231038293,"Cadm1/Flrt3/Itga3/Mapk14/Ptprs/Taok2/Igsf9b/Il1rap/Lrrc4c/Magi2/Efna5/Pcdh8",12,"Shared core",0.00684931506849315,0.00196228060612668,3.49048706240487
"GO:0045807","positive regulation of endocytosis","35/1752","187/18346",0.18716577540107,1.95989915268723,4.28697364248973,8.05997909792402e-05,0.00319621738687271,0.00271207404781497,"Add1/Ap2a1/Ap2b1/Apoa2/App/Arrb1/Arrb2/Bin1/Cdc42/Dab2/Dcx/Dnm1/Dnm1l/Myo18a/Ppp3ca/Ptpn5/Rapgef1/Snap91/Bcl2l1/Synj1/Wasl/Abr/Ager/Angpt1/Cbll1/Magi2/Axl/Picalm/Cd36/Tbc1d5/Sirpa/Ppp3cc/Vegfa/Cln3/Pard3",35,"Shared core",0.0199771689497717,0.0101929575929358,1.95989915268723
"GO:0043244","regulation of protein-containing complex disassembly","26/1752","124/18346",0.209677419354839,2.19562895860952,4.34069841515233,9.592841482855e-05,0.00377854944046148,0.00320619802581328,"Add1/Add3/Arhgef2/Asph/Camsap1/Capzb/Clasp1/Clasp2/Dmtn/Eml4/Evl/Gsn/Jmjd4/Lima1/Phf23/Rdx/Tpm1/Wnk1/Fgf13/Gas2l1/Shroom2/Hdac6/Camsap3/Sptan1/Tpx2/Cln3",26,"Shared core",0.0148401826484018,0.00675896653221411,2.19562895860952
"GO:0046785","microtubule polymerization","20/1752","84/18346",0.238095238095238,2.49320504457491,4.45692461412667,9.66723850310652e-05,0.00378246818498215,0.00320952318303137,"Abl1/Arhgef7/Camsap1/Clasp1/Clasp2/Clip1/Dctn1/Golga2/Map4/Pde4dip/Psrc1/Tubgcp2/Tubgcp4/Csnk1d/Fgf13/Mapt/Sgk1/Camsap3/Tpx2/Slain2",20,"Shared core",0.0114155251141553,0.00457865474762891,2.49320504457491
"GO:0061572","actin filament bundle organization","33/1752","174/18346",0.189655172413793,1.98596677688553,4.24605785481,9.76416739236541e-05,0.00379509261097964,0.00322023533867415,"Abl1/Add1/Arap1/Arrb1/Baiap2/Cdc42/Clasp1/Clasp2/Dmtn/Dpysl3/Evl/Lcp1/Lima1/Limch1/Mkks/Mtss1/Myo1b/Nf2/Rdx/Sorbs1/Spire1/Src/Tpm1/Zyx/Arhgef10l/Shtn1/Tsc1/Gas7/Ppfia1/Zeb2/Pxn/Lpar1/Phldb2",33,"Shared core",0.0188356164383562,0.0094843562629456,1.98596677688553
"GO:0008154","actin polymerization or depolymerization","34/1752","182/18346",0.186813186813187,1.95620703497416,4.21242564449161,0.000105148655069268,0.00405998326711537,0.00344500198845366,"Abl1/Actr3/Add1/Add3/Baiap2/Bin1/Capzb/Cttn/Dlg1/Dmtn/Evl/Gsn/Lima1/Mkks/Mlst8/Mtss1/Myadm/Nckap1/Rdx/Spire1/Tpm1/Fchsd2/Pak3/Vasp/Wasl/Shroom2/Gas7/Pecam1/Myo1c/Cyfip1/Slit2/Enah/Sptan1/Ssh2",34,"Shared core",0.0194063926940639,0.00992041861986264,1.95620703497416
"GO:0000245","spliceosomal complex assembly","14/1752","48/18346",0.291666666666667,3.05417617960426,4.63027581732187,0.00010594543679463,0.0040640115591352,0.00344842009958993,"Celf1/Celf2/Celf3/Celf4/Luc7l/Luc7l2/Prpf19/Psip1/Puf60/Rbmx/Srsf1/Htatsf1/Slu7/Mbnl1",14,"Shared core",0.00799086757990868,0.00261637414150223,3.05417617960426
