"gene_id","Forebrain","Hindbrain","Midbrain","membership"
"Sphk1",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Terf1",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Trappc8",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Ubr3",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Vps25",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Wars",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Wdr33",TRUE,FALSE,TRUE,"Forebrain + Midbrain"
"Zfp827",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"1110020A21Rik",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"BC024978",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Ftsj1",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Hars2",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Hectd2",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Slc10a3",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Tnfrsf18",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Xist",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Ccdc166",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Gzmm",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Kif9",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Lrch1",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Orc3",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Pogz",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Ppp6r2",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Pygo2",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Rad51b",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Tnpo1",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Tuft1",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Vsx2",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Zfp141",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Cntfr",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Degs2",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Gspt1",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Lig3",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Pdzd4",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Cic",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Esrrb",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Lrtm2",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Nrn1l",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Skap1",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Zfp120",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Zfp647",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"2210408F21Rik",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Cd68",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Cebpb",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Cgn",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Rorb",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Stx11",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Bcl11b",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Car12",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Agbl4",TRUE,TRUE,TRUE,"Forebrain + Hindbrain + Midbrain"
"Eva1c",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Isg20",TRUE,TRUE,FALSE,"Forebrain + Hindbrain"
"Gm3317",FALSE,TRUE,FALSE,"Hindbrain only"
"Klhl4",FALSE,TRUE,TRUE,"Hindbrain + Midbrain"
"Hck",FALSE,TRUE,TRUE,"Hindbrain + Midbrain"
"Ctbp1",FALSE,TRUE,FALSE,"Hindbrain only"
"Gm3448",FALSE,TRUE,FALSE,"Hindbrain only"
"Cadm2",FALSE,TRUE,FALSE,"Hindbrain only"
"Tmem254a",FALSE,TRUE,TRUE,"Hindbrain + Midbrain"
"1110017D15Rik",FALSE,FALSE,TRUE,"Midbrain only"
"2210408I21Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Ap1m2",FALSE,FALSE,TRUE,"Midbrain only"
"Apoe",FALSE,FALSE,TRUE,"Midbrain only"
"Asb8",FALSE,FALSE,TRUE,"Midbrain only"
"Btbd6",FALSE,FALSE,TRUE,"Midbrain only"
"Cbfb",FALSE,FALSE,TRUE,"Midbrain only"
"Ccdc109b",FALSE,FALSE,TRUE,"Midbrain only"
"Ccdc77",FALSE,FALSE,TRUE,"Midbrain only"
"Cdc37l1",FALSE,FALSE,TRUE,"Midbrain only"
"Cdkn2c",FALSE,FALSE,TRUE,"Midbrain only"
"Cdpf1",FALSE,FALSE,TRUE,"Midbrain only"
"Cops7a",FALSE,FALSE,TRUE,"Midbrain only"
"Cpne1",FALSE,FALSE,TRUE,"Midbrain only"
"Crbn",FALSE,FALSE,TRUE,"Midbrain only"
"Crybb3",FALSE,FALSE,TRUE,"Midbrain only"
"Csrp2bp",FALSE,FALSE,TRUE,"Midbrain only"
"Cuedc1",FALSE,FALSE,TRUE,"Midbrain only"
"D130020L05Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Dach1",FALSE,FALSE,TRUE,"Midbrain only"
"Dag1",FALSE,FALSE,TRUE,"Midbrain only"
"Dis3l",FALSE,FALSE,TRUE,"Midbrain only"
"Dlx5",FALSE,FALSE,TRUE,"Midbrain only"
"Dnajb6",FALSE,FALSE,TRUE,"Midbrain only"
"Egfl7",FALSE,FALSE,TRUE,"Midbrain only"
"Eng",FALSE,FALSE,TRUE,"Midbrain only"
"Exosc10",FALSE,FALSE,TRUE,"Midbrain only"
"Fam172a",FALSE,FALSE,TRUE,"Midbrain only"
"Fam183b",FALSE,FALSE,TRUE,"Midbrain only"
"Flna",FALSE,FALSE,TRUE,"Midbrain only"
"Foxa2",FALSE,FALSE,TRUE,"Midbrain only"
"Fxr1",FALSE,FALSE,TRUE,"Midbrain only"
"Gdf1",FALSE,FALSE,TRUE,"Midbrain only"
"Gm10037",FALSE,FALSE,TRUE,"Midbrain only"
"Gmeb1",FALSE,FALSE,TRUE,"Midbrain only"
"Gria4",FALSE,FALSE,TRUE,"Midbrain only"
"Grk6",FALSE,FALSE,TRUE,"Midbrain only"
"H2afy",FALSE,FALSE,TRUE,"Midbrain only"
"Haus2",FALSE,FALSE,TRUE,"Midbrain only"
"Hltf",FALSE,FALSE,TRUE,"Midbrain only"
"Hnrnpd",FALSE,FALSE,TRUE,"Midbrain only"
"Hnrnpk",FALSE,FALSE,TRUE,"Midbrain only"
"Ikbip",FALSE,FALSE,TRUE,"Midbrain only"
"Itsn1",FALSE,FALSE,TRUE,"Midbrain only"
"Kdm2b",FALSE,FALSE,TRUE,"Midbrain only"
"Lig1",FALSE,FALSE,TRUE,"Midbrain only"
"LOC105245869",FALSE,FALSE,TRUE,"Midbrain only"
"Lrrc49",FALSE,FALSE,TRUE,"Midbrain only"
"Lrrc56",FALSE,FALSE,TRUE,"Midbrain only"
"Ly6h",FALSE,FALSE,TRUE,"Midbrain only"
"Maml2",FALSE,FALSE,TRUE,"Midbrain only"
"Meis1",FALSE,FALSE,TRUE,"Midbrain only"
"Mgme1",FALSE,FALSE,TRUE,"Midbrain only"
"N6amt1",FALSE,FALSE,TRUE,"Midbrain only"
"Nde1",FALSE,FALSE,TRUE,"Midbrain only"
"Ndor1",FALSE,FALSE,TRUE,"Midbrain only"
"Ngrn",FALSE,FALSE,TRUE,"Midbrain only"
"Ntf3",FALSE,FALSE,TRUE,"Midbrain only"
"Pacs2",FALSE,FALSE,TRUE,"Midbrain only"
"Parp6",FALSE,FALSE,TRUE,"Midbrain only"
"Pkig",FALSE,FALSE,TRUE,"Midbrain only"
"Pomgnt2",FALSE,FALSE,TRUE,"Midbrain only"
"Ppil3",FALSE,FALSE,TRUE,"Midbrain only"
"Ppp2r1b",FALSE,FALSE,TRUE,"Midbrain only"
"Prosc",FALSE,FALSE,TRUE,"Midbrain only"
"Prrg3",FALSE,FALSE,TRUE,"Midbrain only"
"Psme2",FALSE,FALSE,TRUE,"Midbrain only"
"Rab23",FALSE,FALSE,TRUE,"Midbrain only"
"Rnf138",FALSE,FALSE,TRUE,"Midbrain only"
"Rpl35a",FALSE,FALSE,TRUE,"Midbrain only"
"Schip1",FALSE,FALSE,TRUE,"Midbrain only"
"Scn3b",FALSE,FALSE,TRUE,"Midbrain only"
"Sept2",FALSE,FALSE,TRUE,"Midbrain only"
"Six3os1",FALSE,FALSE,TRUE,"Midbrain only"
"Slc10a7",FALSE,FALSE,TRUE,"Midbrain only"
"Slc25a22",FALSE,FALSE,TRUE,"Midbrain only"
"Slc29a1",FALSE,FALSE,TRUE,"Midbrain only"
"Snhg17",FALSE,FALSE,TRUE,"Midbrain only"
"Sp2",FALSE,FALSE,TRUE,"Midbrain only"
"Spink2",FALSE,FALSE,TRUE,"Midbrain only"
"Spock1",FALSE,FALSE,TRUE,"Midbrain only"
"Ssbp2",FALSE,FALSE,TRUE,"Midbrain only"
"Ssx2ip",FALSE,FALSE,TRUE,"Midbrain only"
"Stox2",FALSE,FALSE,TRUE,"Midbrain only"
"Taf9",FALSE,FALSE,TRUE,"Midbrain only"
"Tbc1d14",FALSE,FALSE,TRUE,"Midbrain only"
"Tcf25",FALSE,FALSE,TRUE,"Midbrain only"
"Trip10",FALSE,FALSE,TRUE,"Midbrain only"
"Tsen34",FALSE,FALSE,TRUE,"Midbrain only"
"Tyms",FALSE,FALSE,TRUE,"Midbrain only"
"Zdhhc24",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp212",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp68",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp692",FALSE,FALSE,TRUE,"Midbrain only"
"2310045N01Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Abhd13",FALSE,FALSE,TRUE,"Midbrain only"
"Aktip",FALSE,FALSE,TRUE,"Midbrain only"
"Api5",FALSE,FALSE,TRUE,"Midbrain only"
"Btrc",FALSE,FALSE,TRUE,"Midbrain only"
"Capg",FALSE,FALSE,TRUE,"Midbrain only"
"Cib1",FALSE,FALSE,TRUE,"Midbrain only"
"Cnpy3",FALSE,FALSE,TRUE,"Midbrain only"
"Depdc5",FALSE,FALSE,TRUE,"Midbrain only"
"Dnmt1",FALSE,FALSE,TRUE,"Midbrain only"
"Dpm1",FALSE,FALSE,TRUE,"Midbrain only"
"Dpp6",FALSE,FALSE,TRUE,"Midbrain only"
"Fgfrl1",FALSE,FALSE,TRUE,"Midbrain only"
"Fkbp2",FALSE,FALSE,TRUE,"Midbrain only"
"Kit",FALSE,FALSE,TRUE,"Midbrain only"
"Krit1",FALSE,FALSE,TRUE,"Midbrain only"
"Ldb1",FALSE,FALSE,TRUE,"Midbrain only"
"Lrrc1",FALSE,FALSE,TRUE,"Midbrain only"
"Lsm10",FALSE,FALSE,TRUE,"Midbrain only"
"Magt1",FALSE,FALSE,TRUE,"Midbrain only"
"Max",FALSE,FALSE,TRUE,"Midbrain only"
"Mpst",FALSE,FALSE,TRUE,"Midbrain only"
"Pemt",FALSE,FALSE,TRUE,"Midbrain only"
"Phtf1",FALSE,FALSE,TRUE,"Midbrain only"
"Pou6f1",FALSE,FALSE,TRUE,"Midbrain only"
"Rgs3",FALSE,FALSE,TRUE,"Midbrain only"
"Rit1",FALSE,FALSE,TRUE,"Midbrain only"
"Slc4a2",FALSE,FALSE,TRUE,"Midbrain only"
"Sstr2",FALSE,FALSE,TRUE,"Midbrain only"
"Tmem106c",FALSE,FALSE,TRUE,"Midbrain only"
"Tmem141",FALSE,FALSE,TRUE,"Midbrain only"
"Tmem33",FALSE,FALSE,TRUE,"Midbrain only"
"Tnfaip1",FALSE,FALSE,TRUE,"Midbrain only"
"Trafd1",FALSE,FALSE,TRUE,"Midbrain only"
"Trem2",FALSE,FALSE,TRUE,"Midbrain only"
"Txnrd1",FALSE,FALSE,TRUE,"Midbrain only"
"Ung",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp574",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp935",FALSE,FALSE,TRUE,"Midbrain only"
"Zswim8",FALSE,FALSE,TRUE,"Midbrain only"
"2500002B13Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Alg11",FALSE,FALSE,TRUE,"Midbrain only"
"Ap3m2",FALSE,FALSE,TRUE,"Midbrain only"
"Bicd1",FALSE,FALSE,TRUE,"Midbrain only"
"Cacnb3",FALSE,FALSE,TRUE,"Midbrain only"
"Chkb",FALSE,FALSE,TRUE,"Midbrain only"
"Cmtm7",FALSE,FALSE,TRUE,"Midbrain only"
"Coch",FALSE,FALSE,TRUE,"Midbrain only"
"Ecsit",FALSE,FALSE,TRUE,"Midbrain only"
"Foxp1",FALSE,FALSE,TRUE,"Midbrain only"
"Gm11423",FALSE,FALSE,TRUE,"Midbrain only"
"Gm15417",FALSE,FALSE,TRUE,"Midbrain only"
"Gstm4",FALSE,FALSE,TRUE,"Midbrain only"
"Hdhd2",FALSE,FALSE,TRUE,"Midbrain only"
"Hist1h2be",FALSE,FALSE,TRUE,"Midbrain only"
"Ly96",FALSE,FALSE,TRUE,"Midbrain only"
"Mtag2",FALSE,FALSE,TRUE,"Midbrain only"
"Neurl4",FALSE,FALSE,TRUE,"Midbrain only"
"Nfib",FALSE,FALSE,TRUE,"Midbrain only"
"Nlgn1",FALSE,FALSE,TRUE,"Midbrain only"
"Nnt",FALSE,FALSE,TRUE,"Midbrain only"
"Nudcd1",FALSE,FALSE,TRUE,"Midbrain only"
"Pde9a",FALSE,FALSE,TRUE,"Midbrain only"
"Platr14",FALSE,FALSE,TRUE,"Midbrain only"
"Snrpn",FALSE,FALSE,TRUE,"Midbrain only"
"Tek",FALSE,FALSE,TRUE,"Midbrain only"
"Tjap1",FALSE,FALSE,TRUE,"Midbrain only"
"Tmem254c",FALSE,FALSE,TRUE,"Midbrain only"
"Vstm2a",FALSE,FALSE,TRUE,"Midbrain only"
"Wnt5a",FALSE,FALSE,TRUE,"Midbrain only"
"5730409E04Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Abca3",FALSE,FALSE,TRUE,"Midbrain only"
"Agrp",FALSE,FALSE,TRUE,"Midbrain only"
"Ahsa2",FALSE,FALSE,TRUE,"Midbrain only"
"Cav1",FALSE,FALSE,TRUE,"Midbrain only"
"Cbs",FALSE,FALSE,TRUE,"Midbrain only"
"Cyb561a3",FALSE,FALSE,TRUE,"Midbrain only"
"Dut",FALSE,FALSE,TRUE,"Midbrain only"
"Exo5",FALSE,FALSE,TRUE,"Midbrain only"
"Kcnj6",FALSE,FALSE,TRUE,"Midbrain only"
"Lhfpl3",FALSE,FALSE,TRUE,"Midbrain only"
"Maged2",FALSE,FALSE,TRUE,"Midbrain only"
"Nrg3",FALSE,FALSE,TRUE,"Midbrain only"
"Rps6ka1",FALSE,FALSE,TRUE,"Midbrain only"
"Spsb3",FALSE,FALSE,TRUE,"Midbrain only"
"Tubd1",FALSE,FALSE,TRUE,"Midbrain only"
"Acr",FALSE,FALSE,TRUE,"Midbrain only"
"Adcy8",FALSE,FALSE,TRUE,"Midbrain only"
"Adgrb2",FALSE,FALSE,TRUE,"Midbrain only"
"Aven",FALSE,FALSE,TRUE,"Midbrain only"
"Bean1",FALSE,FALSE,TRUE,"Midbrain only"
"Brd4",FALSE,FALSE,TRUE,"Midbrain only"
"C1qtnf5",FALSE,FALSE,TRUE,"Midbrain only"
"Cd151",FALSE,FALSE,TRUE,"Midbrain only"
"Dbf4",FALSE,FALSE,TRUE,"Midbrain only"
"Gfra2",FALSE,FALSE,TRUE,"Midbrain only"
"Golph3l",FALSE,FALSE,TRUE,"Midbrain only"
"Gtf2e2",FALSE,FALSE,TRUE,"Midbrain only"
"Ikbkg",FALSE,FALSE,TRUE,"Midbrain only"
"Impdh1",FALSE,FALSE,TRUE,"Midbrain only"
"Iqsec3",FALSE,FALSE,TRUE,"Midbrain only"
"Lclat1",FALSE,FALSE,TRUE,"Midbrain only"
"Lrrcc1",FALSE,FALSE,TRUE,"Midbrain only"
"Mpp7",FALSE,FALSE,TRUE,"Midbrain only"
"P2ry14",FALSE,FALSE,TRUE,"Midbrain only"
"Pcdh11x",FALSE,FALSE,TRUE,"Midbrain only"
"Pcp2",FALSE,FALSE,TRUE,"Midbrain only"
"Ppargc1a",FALSE,FALSE,TRUE,"Midbrain only"
"Prrt3",FALSE,FALSE,TRUE,"Midbrain only"
"Sertad4",FALSE,FALSE,TRUE,"Midbrain only"
"Smagp",FALSE,FALSE,TRUE,"Midbrain only"
"Spry1",FALSE,FALSE,TRUE,"Midbrain only"
"Timp1",FALSE,FALSE,TRUE,"Midbrain only"
"Tmem196",FALSE,FALSE,TRUE,"Midbrain only"
"Ttll3",FALSE,FALSE,TRUE,"Midbrain only"
"1600014C10Rik",FALSE,FALSE,TRUE,"Midbrain only"
"A430046D13Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Acer2",FALSE,FALSE,TRUE,"Midbrain only"
"Acot7",FALSE,FALSE,TRUE,"Midbrain only"
"Acsl1",FALSE,FALSE,TRUE,"Midbrain only"
"Adal",FALSE,FALSE,TRUE,"Midbrain only"
"Adgrg1",FALSE,FALSE,TRUE,"Midbrain only"
"Ak2",FALSE,FALSE,TRUE,"Midbrain only"
"Anapc5",FALSE,FALSE,TRUE,"Midbrain only"
"Arhgef25",FALSE,FALSE,TRUE,"Midbrain only"
"Arl2bp",FALSE,FALSE,TRUE,"Midbrain only"
"Arpp19",FALSE,FALSE,TRUE,"Midbrain only"
"B3gnt5",FALSE,FALSE,TRUE,"Midbrain only"
"Camk2a",FALSE,FALSE,TRUE,"Midbrain only"
"Ccl25",FALSE,FALSE,TRUE,"Midbrain only"
"Cd37",FALSE,FALSE,TRUE,"Midbrain only"
"Cd74",FALSE,FALSE,TRUE,"Midbrain only"
"Cdkn1a",FALSE,FALSE,TRUE,"Midbrain only"
"Cndp2",FALSE,FALSE,TRUE,"Midbrain only"
"Cpne8",FALSE,FALSE,TRUE,"Midbrain only"
"Cpt1c",FALSE,FALSE,TRUE,"Midbrain only"
"Crip3",FALSE,FALSE,TRUE,"Midbrain only"
"Ctage5",FALSE,FALSE,TRUE,"Midbrain only"
"Ctsa",FALSE,FALSE,TRUE,"Midbrain only"
"Cyth2",FALSE,FALSE,TRUE,"Midbrain only"
"Dgcr14",FALSE,FALSE,TRUE,"Midbrain only"
"Dgcr2",FALSE,FALSE,TRUE,"Midbrain only"
"Dgkz",FALSE,FALSE,TRUE,"Midbrain only"
"Dnm2",FALSE,FALSE,TRUE,"Midbrain only"
"Dpy30",FALSE,FALSE,TRUE,"Midbrain only"
"Esrrg",FALSE,FALSE,TRUE,"Midbrain only"
"Fancg",FALSE,FALSE,TRUE,"Midbrain only"
"Far1",FALSE,FALSE,TRUE,"Midbrain only"
"Fcgr2b",FALSE,FALSE,TRUE,"Midbrain only"
"Fgfr2",FALSE,FALSE,TRUE,"Midbrain only"
"Fhl2",FALSE,FALSE,TRUE,"Midbrain only"
"Fis1",FALSE,FALSE,TRUE,"Midbrain only"
"Flot2",FALSE,FALSE,TRUE,"Midbrain only"
"Galk2",FALSE,FALSE,TRUE,"Midbrain only"
"Gm2694",FALSE,FALSE,TRUE,"Midbrain only"
"Gpr68",FALSE,FALSE,TRUE,"Midbrain only"
"Gtpbp8",FALSE,FALSE,TRUE,"Midbrain only"
"Hacd1",FALSE,FALSE,TRUE,"Midbrain only"
"Hopx",FALSE,FALSE,TRUE,"Midbrain only"
"Hsd11b1",FALSE,FALSE,TRUE,"Midbrain only"
"Ilk",FALSE,FALSE,TRUE,"Midbrain only"
"Ins2",FALSE,FALSE,TRUE,"Midbrain only"
"Ints3",FALSE,FALSE,TRUE,"Midbrain only"
"Kif3a",FALSE,FALSE,TRUE,"Midbrain only"
"Lck",FALSE,FALSE,TRUE,"Midbrain only"
"Map4k2",FALSE,FALSE,TRUE,"Midbrain only"
"Med22",FALSE,FALSE,TRUE,"Midbrain only"
"Mical3",FALSE,FALSE,TRUE,"Midbrain only"
"Mlf1",FALSE,FALSE,TRUE,"Midbrain only"
"Mllt3",FALSE,FALSE,TRUE,"Midbrain only"
"Mpp6",FALSE,FALSE,TRUE,"Midbrain only"
"Nadsyn1",FALSE,FALSE,TRUE,"Midbrain only"
"Ndrg4",FALSE,FALSE,TRUE,"Midbrain only"
"Nfatc2",FALSE,FALSE,TRUE,"Midbrain only"
"Nkx2-1",FALSE,FALSE,TRUE,"Midbrain only"
"Npm1",FALSE,FALSE,TRUE,"Midbrain only"
"Nrf1",FALSE,FALSE,TRUE,"Midbrain only"
"Osbpl8",FALSE,FALSE,TRUE,"Midbrain only"
"Palm",FALSE,FALSE,TRUE,"Midbrain only"
"Parp10",FALSE,FALSE,TRUE,"Midbrain only"
"Pde1a",FALSE,FALSE,TRUE,"Midbrain only"
"Ppap2a",FALSE,FALSE,TRUE,"Midbrain only"
"Ppil2",FALSE,FALSE,TRUE,"Midbrain only"
"Ppp2r3a",FALSE,FALSE,TRUE,"Midbrain only"
"Prc1",FALSE,FALSE,TRUE,"Midbrain only"
"Rai2",FALSE,FALSE,TRUE,"Midbrain only"
"Rbms3",FALSE,FALSE,TRUE,"Midbrain only"
"Rps24",FALSE,FALSE,TRUE,"Midbrain only"
"Rrp8",FALSE,FALSE,TRUE,"Midbrain only"
"Rtn2",FALSE,FALSE,TRUE,"Midbrain only"
"Runx1t1",FALSE,FALSE,TRUE,"Midbrain only"
"Scyl3",FALSE,FALSE,TRUE,"Midbrain only"
"Sh3kbp1",FALSE,FALSE,TRUE,"Midbrain only"
"Smtn",FALSE,FALSE,TRUE,"Midbrain only"
"Snca",FALSE,FALSE,TRUE,"Midbrain only"
"Sorbs3",FALSE,FALSE,TRUE,"Midbrain only"
"Trim32",FALSE,FALSE,TRUE,"Midbrain only"
"Trim39",FALSE,FALSE,TRUE,"Midbrain only"
"Tspan8",FALSE,FALSE,TRUE,"Midbrain only"
"Ube2j2",FALSE,FALSE,TRUE,"Midbrain only"
"Uqcc1",FALSE,FALSE,TRUE,"Midbrain only"
"Vkorc1l1",FALSE,FALSE,TRUE,"Midbrain only"
"Vldlr",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp1",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp281",FALSE,FALSE,TRUE,"Midbrain only"
"4933409K07Rik",FALSE,FALSE,TRUE,"Midbrain only"
"AI837181",FALSE,FALSE,TRUE,"Midbrain only"
"Cabyr",FALSE,FALSE,TRUE,"Midbrain only"
"Cacnb4",FALSE,FALSE,TRUE,"Midbrain only"
"Faim2",FALSE,FALSE,TRUE,"Midbrain only"
"Frrs1",FALSE,FALSE,TRUE,"Midbrain only"
"Gcdh",FALSE,FALSE,TRUE,"Midbrain only"
"Pou2f2",FALSE,FALSE,TRUE,"Midbrain only"
"Relb",FALSE,FALSE,TRUE,"Midbrain only"
"Shisa7",FALSE,FALSE,TRUE,"Midbrain only"
"Trmt2a",FALSE,FALSE,TRUE,"Midbrain only"
"Acy1",FALSE,FALSE,TRUE,"Midbrain only"
"Gba",FALSE,FALSE,TRUE,"Midbrain only"
"Gm4890",FALSE,FALSE,TRUE,"Midbrain only"
"Hist1h2bp",FALSE,FALSE,TRUE,"Midbrain only"
"Khdrbs1",FALSE,FALSE,TRUE,"Midbrain only"
"Smcr8",FALSE,FALSE,TRUE,"Midbrain only"
"Spats2l",FALSE,FALSE,TRUE,"Midbrain only"
"Treml1",FALSE,FALSE,TRUE,"Midbrain only"
"1700001O22Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Calr3",FALSE,FALSE,TRUE,"Midbrain only"
"Csnk1g2",FALSE,FALSE,TRUE,"Midbrain only"
"Fam219a",FALSE,FALSE,TRUE,"Midbrain only"
"Fam73a",FALSE,FALSE,TRUE,"Midbrain only"
"Hmha1",FALSE,FALSE,TRUE,"Midbrain only"
"Inpp5a",FALSE,FALSE,TRUE,"Midbrain only"
"Nol9",FALSE,FALSE,TRUE,"Midbrain only"
"Phka2",FALSE,FALSE,TRUE,"Midbrain only"
"Plch1",FALSE,FALSE,TRUE,"Midbrain only"
"Smarcd2",FALSE,FALSE,TRUE,"Midbrain only"
"Spaca1",FALSE,FALSE,TRUE,"Midbrain only"
"Sulf1",FALSE,FALSE,TRUE,"Midbrain only"
"Tspan2",FALSE,FALSE,TRUE,"Midbrain only"
"Zfp945",FALSE,FALSE,TRUE,"Midbrain only"
"Clcc1",FALSE,FALSE,TRUE,"Midbrain only"
"Eya3",FALSE,FALSE,TRUE,"Midbrain only"
"Fuk",FALSE,FALSE,TRUE,"Midbrain only"
"Gm6297",FALSE,FALSE,TRUE,"Midbrain only"
"Grik2",FALSE,FALSE,TRUE,"Midbrain only"
"Mutyh",FALSE,FALSE,TRUE,"Midbrain only"
"Nckap5",FALSE,FALSE,TRUE,"Midbrain only"
"Rpap1",FALSE,FALSE,TRUE,"Midbrain only"
"Tmem9",FALSE,FALSE,TRUE,"Midbrain only"
"8430408G22Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Add2",FALSE,FALSE,TRUE,"Midbrain only"
"Ambra1",FALSE,FALSE,TRUE,"Midbrain only"
"Cd302",FALSE,FALSE,TRUE,"Midbrain only"
"Dgcr6",FALSE,FALSE,TRUE,"Midbrain only"
"Edc4",FALSE,FALSE,TRUE,"Midbrain only"
"Eif2d",FALSE,FALSE,TRUE,"Midbrain only"
"Fam134c",FALSE,FALSE,TRUE,"Midbrain only"
"Galnt7",FALSE,FALSE,TRUE,"Midbrain only"
"Ino80dos",FALSE,FALSE,TRUE,"Midbrain only"
"Myo7a",FALSE,FALSE,TRUE,"Midbrain only"
"Smim1",FALSE,FALSE,TRUE,"Midbrain only"
"Svip",FALSE,FALSE,TRUE,"Midbrain only"
"Traf6",FALSE,FALSE,TRUE,"Midbrain only"
"4933412E12Rik",FALSE,FALSE,TRUE,"Midbrain only"
"Ano1",FALSE,FALSE,TRUE,"Midbrain only"
"Ano6",FALSE,FALSE,TRUE,"Midbrain only"
"Arfip1",FALSE,FALSE,TRUE,"Midbrain only"
"Cenpi",FALSE,FALSE,TRUE,"Midbrain only"
"Col9a1",FALSE,FALSE,TRUE,"Midbrain only"
"Cox18",FALSE,FALSE,TRUE,"Midbrain only"
"E2f2",FALSE,FALSE,TRUE,"Midbrain only"
"Fbln2",FALSE,FALSE,TRUE,"Midbrain only"
"Hist2h3c2",FALSE,FALSE,TRUE,"Midbrain only"
"Hnrnpa1",FALSE,FALSE,TRUE,"Midbrain only"
"Lmf1",FALSE,FALSE,TRUE,"Midbrain only"
"Mpdz",FALSE,FALSE,TRUE,"Midbrain only"
"Nr1h3",FALSE,FALSE,TRUE,"Midbrain only"
"Plekha7",FALSE,FALSE,TRUE,"Midbrain only"
"Ppfibp2",FALSE,FALSE,TRUE,"Midbrain only"
"Ptp4a2",FALSE,FALSE,TRUE,"Midbrain only"
"Rbms2",FALSE,FALSE,TRUE,"Midbrain only"
