"isoform_id","gene_id","gene_name","region","start_stage","end_stage","n_stages","direction","max_abs_usage_difference","mean_abs_usage_difference","worst_pair_q","flanking_max_abs_difference","gene_q","replicate_separation","replicate_consistent","reciprocal_exchange"
"NM_001289690","Zfp740","Zfp740","Midbrain","15.5","15.5",1,"lower",0.1874,0.1874,0.00126937471399459,0.00475000000000003,0.00344756832660761,0.1599,TRUE,FALSE
"NM_001083935","Pth1r","Pth1r","Midbrain","15.5","15.5",1,"higher",0.2371,0.2371,0.00128565036630266,0.00540000000000018,0.00344302717208712,0.154,TRUE,TRUE
"NM_001302380","Cdc37l1","Cdc37l1","Midbrain","15.5","15.5",1,"lower",0.1501,0.1501,0.00129378471459192,0.02585,0.0044967720371938,0.1284,TRUE,FALSE
"NM_001081457","Ppp2r5c","Ppp2r5c","Midbrain","15.5","15.5",1,"higher",0.1577,0.1577,0.0013121255919069,0.0118,0.00175321655610879,0.1421,TRUE,TRUE
"NM_001289761","Rarb","Rarb","Midbrain","15.5","15.5",1,"lower",0.2149,0.2149,0.00133270071884832,0.05815,0.00462427492488859,0.1731,TRUE,FALSE
"NM_001290468","Hs6st2","Hs6st2","Midbrain","15.5","15.5",1,"lower",0.47605,0.47605,0.00136044198842037,0.0227500000000002,0.00429349791745464,0.4611,TRUE,FALSE
"NM_198409","Rai2","Rai2","Midbrain","15.5","15.5",1,"higher",0.30875,0.30875,0.00138365502544275,0.02065,0.0026386001500197,0.2568,TRUE,TRUE
"NM_177614","Os9","Os9","Midbrain","15.5","15.5",1,"lower",0.204025,0.204025,0.00139008779931765,0.0208499999999999,0.00234628449261904,0.1681,TRUE,TRUE
"NM_001122889","Epha7","Epha7","Midbrain","15.5","15.5",1,"lower",0.13705,0.13705,0.00139293913893912,0.0303,0.00376618179850659,0.0953000000000001,TRUE,TRUE
"NM_001103367","Rai2","Rai2","Midbrain","15.5","15.5",1,"lower",0.30875,0.30875,0.00143828258028443,0.0206500000000003,0.0026386001500197,0.2568,TRUE,TRUE
"NM_009988","Cxadr","Cxadr","Midbrain","15.5","15.5",1,"higher",0.247,0.247,0.00147199328425409,0.04705,0.0033955729729595,0.2037,TRUE,TRUE
"NM_001159513","H2afy","H2afy","Midbrain","15.5","15.5",1,"lower",0.197675,0.197675,0.00152177725533926,0.0616,0.000175513393201972,0.139,TRUE,TRUE
"NM_199024","Nol4","Nol4","Midbrain","15.5","15.5",1,"higher",0.45835,0.45835,0.001539379540544,0.06485,0.00295395176144773,0.4021,TRUE,TRUE
"NM_001163073","Lcorl","Lcorl","Midbrain","15.5","15.5",1,"higher",0.313,0.313,0.00154577185574288,0.0547,0.00030015325918579,0.3035,TRUE,TRUE
"NM_001037878","Tcf25","Tcf25","Midbrain","15.5","15.5",1,"higher",0.1201,0.1201,0.0015466607106327,0.0245,0.00537804744839973,0.0781,TRUE,FALSE
"NM_001161483","Nol4","Nol4","Midbrain","15.5","15.5",1,"lower",0.45835,0.45835,0.001551876994596,0.0648500000000001,0.00295395176144773,0.4021,TRUE,TRUE
"NM_001277293","Grip1","Grip1","Midbrain","15.5","15.5",1,"lower",0.1968,0.1968,0.00158736055758159,0.0806,0.00902122612623845,0.1274,TRUE,FALSE
"NM_001282045","Schip1","Schip1","Midbrain","15.5","15.5",1,"higher",0.31665,0.31665,0.00163767349826957,0.0113,3.74782721396813e-12,0.254,TRUE,TRUE
"NM_198942","Dhx57","Dhx57","Midbrain","15.5","15.5",1,"lower",0.547525,0.547525,0.00167506459097009,0.00795000000000012,0.0032095654253239,0.4886,TRUE,TRUE
"NM_001163759","Dhx57","Dhx57","Midbrain","15.5","15.5",1,"higher",0.547525,0.547525,0.00167828621549445,0.00795000000000012,0.0032095654253239,0.4886,TRUE,TRUE
"NM_001168592","Commd6","Commd6","Midbrain","15.5","15.5",1,"lower",0.1448,0.1448,0.00168592206309701,0.02565,0.00323505449701363,0.1182,TRUE,TRUE
"NM_001033132","Commd6","Commd6","Midbrain","15.5","15.5",1,"higher",0.1448,0.1448,0.00168792007775131,0.02565,0.00323505449701363,0.1182,TRUE,TRUE
"NR_104305","Dph3","Dph3","Midbrain","15.5","15.5",1,"lower",0.108575,0.108575,0.00168792007775131,0.0251,0.00838685781468464,0.1035,TRUE,FALSE
"NM_008443","Kif3a","Kif3a","Midbrain","15.5","15.5",1,"lower",0.4694,0.4694,0.00171393517160189,0.0337,0.00464733284751499,0.3131,TRUE,TRUE
"NR_027838","Atp2a2","Atp2a2","Midbrain","15.5","15.5",1,"lower",0.740825,0.740825,0.00171908588444225,0.04375,6.70719830553366e-18,0.7036,TRUE,TRUE
"NM_001042487","Dlgap4","Dlgap4","Midbrain","15.5","15.5",1,"higher",0.2067,0.2067,0.00171990005366498,0.02475,2.33263641707141e-06,0.1856,TRUE,FALSE
"NM_001110845","Cacna2d1","Cacna2d1","Midbrain","15.5","15.5",1,"higher",0.510425,0.510425,0.00175478377242986,0.0185,6.87450554637959e-05,0.3954,TRUE,TRUE
"NM_001302499","Gzmm","Gzmm","Midbrain","14.5","14.5",1,"lower",0.43625,0.43625,0.00176518924649797,0,0.00616175946037343,0.1378,TRUE,FALSE
"NM_001039105","Kcnrg","Kcnrg","Midbrain","15.5","15.5",1,"lower",0.9721,0.9721,0.00179060959280472,0.0549499999999999,0.00344302717208712,0.9442,TRUE,TRUE
"NM_206974","Kcnrg","Kcnrg","Midbrain","15.5","15.5",1,"higher",0.9721,0.9721,0.00179060959280472,0.05495,0.00344302717208712,0.9442,TRUE,TRUE
"NM_001205098","Mgat4c","Mgat4c","Midbrain","15.5","15.5",1,"lower",0.59695,0.59695,0.00181146109153482,0.02915,0.00492737686508426,0.5696,TRUE,TRUE
"NM_009560","Zfp60","Zfp60","Midbrain","15.5","15.5",1,"lower",0.194975,0.194975,0.00184973678051977,0.0463500000000001,0.00355266904891593,0.181,TRUE,TRUE
"NM_001161817","Myo1b","Myo1b","Midbrain","15.5","15.5",1,"lower",0.421325,0.421325,0.00187583795127039,0.0450499999999999,0.00509637486163596,0.3374,TRUE,TRUE
"NR_131128","C230072F16Rik","C230072F16Rik","Midbrain","11.5","11.5",1,"higher",0.44915,0.44915,0.00190810278088918,0.0407999999999998,0.00366505323018907,0.375,TRUE,TRUE
"NR_131127","C230072F16Rik","C230072F16Rik","Midbrain","11.5","11.5",1,"lower",0.44915,0.44915,0.00190810278088918,0.0408000000000001,0.00366505323018907,0.375,TRUE,TRUE
"NM_001184711","Tfdp2","Tfdp2","Midbrain","15.5","15.5",1,"lower",0.2007,0.2007,0.00197008180855749,0.0972000000000001,0.00844677364435638,0.191,TRUE,FALSE
"NM_178794","Zrsr2","Zrsr2","Midbrain","15.5","15.5",1,"lower",0.14725,0.14725,0.00197008180855749,0.0267500000000001,0.00378334281785782,0.1005,TRUE,TRUE
"NM_029531","Zfp60","Zfp60","Midbrain","15.5","15.5",1,"higher",0.194975,0.194975,0.00199111077756037,0.04635,0.00355266904891593,0.181,TRUE,TRUE
"NM_009453","Zrsr2","Zrsr2","Midbrain","15.5","15.5",1,"higher",0.14725,0.14725,0.00201235497611659,0.02675,0.00378334281785782,0.1005,TRUE,TRUE
"NM_010561","Ilf3","Ilf3","Midbrain","15.5","15.5",1,"higher",0.11985,0.11985,0.002039415143955,0.03405,0.00909289361112403,0.0898,TRUE,TRUE
"NM_001005507","Smg7","Smg7","Midbrain","15.5","15.5",1,"higher",0.2939,0.2939,0.00208797822897337,0.0753,0.00569568326894093,0.2332,TRUE,FALSE
"NM_023908","Slco3a1","Slco3a1","Midbrain","15.5","15.5",1,"lower",0.129075,0.129075,0.00208797822897337,0.08325,0.00399658164411346,0.1156,TRUE,TRUE
"NM_001111312","Lrrfip1","Lrrfip1","Midbrain","15.5","15.5",1,"lower",0.2203,0.2203,0.00211441593595904,0.0404999999999999,0.00576285765802843,0.2085,TRUE,TRUE
"NM_001113399","Zfp385b","Zfp385b","Midbrain","15.5","15.5",1,"lower",0.71615,0.71615,0.00211989105500201,0.0629999999999999,0.00577886847273075,0.5749,TRUE,FALSE
"NM_027287","Dnajb4","Dnajb4","Midbrain","15.5","15.5",1,"lower",0.28875,0.28875,0.00224520142121268,0.05385,0.00429349791745464,0.2623,TRUE,TRUE
"NM_025926","Dnajb4","Dnajb4","Midbrain","15.5","15.5",1,"higher",0.28875,0.28875,0.00225271439938478,0.0538500000000001,0.00429349791745464,0.2623,TRUE,TRUE
"NM_001145922","Arhgef40","Arhgef40","Midbrain","15.5","15.5",1,"lower",0.400425,0.400425,0.00225557094204754,0.0904,2.63796231713569e-06,0.3233,TRUE,TRUE
"NM_001038643","Slco3a1","Slco3a1","Midbrain","15.5","15.5",1,"higher",0.129075,0.129075,0.0022859626167502,0.0832499999999999,0.00399658164411346,0.1156,TRUE,TRUE
"NM_001243041","Adk","Adk","Midbrain","15.5","15.5",1,"higher",0.24525,0.24525,0.00238520507550291,0.0282999999999999,0.00457386917034234,0.2043,TRUE,TRUE
"NM_145544","Rap1gds1","Rap1gds1","Midbrain","15.5","15.5",1,"lower",0.2681,0.2681,0.0024093302757703,0.0518,0.00657544382218131,0.2165,TRUE,FALSE
"NM_134079","Adk","Adk","Midbrain","15.5","15.5",1,"lower",0.24525,0.24525,0.00254006241578328,0.0283000000000001,0.00457386917034234,0.2043,TRUE,TRUE
"NM_007461","Apba2","Apba2","Midbrain","15.5","15.5",1,"lower",0.286175,0.286175,0.00254401281151758,0.0374999999999999,0.0033388805807979,0.2278,TRUE,TRUE
"NM_029810","Nt5c2","Nt5c2","Midbrain","15.5","15.5",1,"higher",0.78895,0.78895,0.00256759915417326,0.08135,5.78465513688771e-09,0.7322,TRUE,TRUE
"NM_001080749","Gtf2i","Gtf2i","Midbrain","15.5","15.5",1,"higher",0.157475,0.157475,0.00261555748833847,0.03865,1.47586609636902e-07,0.1345,TRUE,TRUE
"NM_001001602","Dab2ip","Dab2ip","Midbrain","15.5","15.5",1,"higher",0.1527,0.1527,0.00266607085164416,0.00285,0.00293772548944848,0.1352,TRUE,TRUE
"NM_001290370","Nmt2","Nmt2","Midbrain","15.5","15.5",1,"lower",0.2857,0.2857,0.00267929615023552,0.0407500000000001,0.00940793584027476,0.247,TRUE,FALSE
"NM_173350","Osbpl9","Osbpl9","Midbrain","15.5","15.5",1,"higher",0.28535,0.28535,0.00268504781716716,0.0323,0.000291206299544076,0.2533,TRUE,TRUE
"NM_001276425","St6galnac4","St6galnac4","Midbrain","15.5","15.5",1,"higher",0.2831,0.2831,0.00275302174541099,0.0573,0.00532366638197485,0.2427,TRUE,TRUE
"NM_199012","Fchsd2","Fchsd2","Midbrain","15.5","15.5",1,"lower",0.63315,0.63315,0.00276128880517214,0.0393,0.00533467791634313,0.5954,TRUE,TRUE
"NM_001146010","Fchsd2","Fchsd2","Midbrain","15.5","15.5",1,"higher",0.63315,0.63315,0.00276530632512658,0.0393,0.00533467791634313,0.5954,TRUE,TRUE
"NM_008053","Fxr1","Fxr1","Midbrain","15.5","15.5",1,"lower",0.2168,0.2168,0.00277833221252091,0.0664499999999999,0.000170273417698436,0.1741,TRUE,TRUE
"NM_011373","St6galnac4","St6galnac4","Midbrain","15.5","15.5",1,"lower",0.2831,0.2831,0.00280567727613164,0.0573000000000001,0.00532366638197485,0.2427,TRUE,TRUE
"NM_018882","Adgrg1","Adgrg1","Midbrain","15.5","15.5",1,"lower",0.4971,0.4971,0.00283069364684993,0.04205,0.00545937053880971,0.4251,TRUE,TRUE
"NM_001146073","Hexdc","Hexdc","Midbrain","15.5","15.5",1,"lower",0.2789,0.2789,0.00283069364684993,0.0423,0.00545937053880971,0.2642,TRUE,TRUE
"NM_001001333","Hexdc","Hexdc","Midbrain","15.5","15.5",1,"higher",0.2789,0.2789,0.00285739914405102,0.0423,0.00545937053880971,0.2642,TRUE,TRUE
"NM_023122","Gpm6b","Gpm6b","Midbrain","15.5","15.5",1,"lower",0.149475,0.149475,0.00287133232716306,0.0924,5.82569747289153e-08,0.1259,TRUE,FALSE
"NM_026148","Lims1","Lims1","Midbrain","15.5","15.5",1,"lower",0.19615,0.19615,0.00292806259331373,0.0534999999999998,0.000537748657774149,0.1668,TRUE,TRUE
"NM_001294140","Gyk","Gyk","Midbrain","15.5","15.5",1,"lower",0.6522,0.6522,0.00307127019960974,0.0949999999999998,0.0109206707311378,0.6121,TRUE,FALSE
"NM_001198894","Adgrg1","Adgrg1","Midbrain","15.5","15.5",1,"higher",0.4971,0.4971,0.00313298667085946,0.04205,0.00545937053880971,0.4251,TRUE,TRUE
"NM_001305045","Uap1","Uap1","Midbrain","15.5","15.5",1,"higher",0.44075,0.44075,0.00314639156014918,0.07005,0.000398016456131409,0.4142,TRUE,TRUE
"NM_001301211","Ap1g1","Ap1g1","Midbrain","15.5","15.5",1,"higher",0.50235,0.50235,0.00316088144031451,0.0816,0.00609566262267446,0.459,TRUE,TRUE
"NM_021465","Stag2","Stag2","Midbrain","15.5","15.5",1,"higher",0.211,0.211,0.00316442196846317,0.0563,0.00871774560698317,0.1986,TRUE,FALSE
"NM_023735","Actr3","Actr3","Midbrain","15.5","15.5",1,"lower",0.1718,0.1718,0.00318699539274118,0.0272999999999999,0.00876985429292696,0.1631,TRUE,FALSE
"NM_009677","Ap1g1","Ap1g1","Midbrain","15.5","15.5",1,"lower",0.50235,0.50235,0.00319030571413005,0.0816,0.00609566262267446,0.459,TRUE,TRUE
"NM_009412","Tpd52","Tpd52","Midbrain","15.5","15.5",1,"higher",0.504775,0.504775,0.00320044786585617,0.0938,0.000371513046632114,0.441,TRUE,TRUE
"NM_001286809","Camk2a","Camk2a","Midbrain","15.5","15.5",1,"higher",0.4627,0.4627,0.0032173603093706,0.0181,7.28673164971092e-11,0.4491,TRUE,TRUE
"NM_001291162","Znfx1","Znfx1","Midbrain","11.5","11.5",1,"higher",0.31875,0.31875,0.00323677163785637,0.026,0.00625278553296297,0.3,TRUE,TRUE
"NM_001033196","Znfx1","Znfx1","Midbrain","11.5","11.5",1,"lower",0.31875,0.31875,0.00323761823475802,0.0259999999999999,0.00625278553296297,0.3,TRUE,TRUE
"NM_001293776","Chtop","Chtop","Midbrain","15.5","15.5",1,"higher",0.16135,0.16135,0.00325449009817882,0.04515,1.83299137522954e-15,0.1439,TRUE,TRUE
"NM_018764","Pcdh7","Pcdh7","Midbrain","15.5","15.5",1,"higher",0.24205,0.24205,0.00348363244022567,0.00760000000000001,0.00672856034434157,0.1978,TRUE,TRUE
"NM_001122758","Pcdh7","Pcdh7","Midbrain","15.5","15.5",1,"lower",0.24205,0.24205,0.00359609581716045,0.00760000000000005,0.00672856034434157,0.1978,TRUE,TRUE
"NM_001252456","Ptprs","Ptprs","Midbrain","15.5","15.5",1,"higher",0.3187,0.3187,0.00364795952279458,0.02115,1.64279156355169e-08,0.2929,TRUE,TRUE
"NR_037603","Kat5","Kat5","Midbrain","15.5","15.5",1,"lower",0.2602,0.2602,0.00365155815662637,0.00719999999999998,0.0158530104935716,0.2242,TRUE,FALSE
"NM_172615","1700021K19Rik","1700021K19Rik","Midbrain","15.5","15.5",1,"higher",0.772775,0.772775,0.00374172231413368,0.02855,0.00722059812893789,0.7118,TRUE,TRUE
"NM_001200038","1700021K19Rik","1700021K19Rik","Midbrain","15.5","15.5",1,"lower",0.772775,0.772775,0.00375139589420321,0.02855,0.00722059812893789,0.7118,TRUE,TRUE
"NM_030263","Psd3","Psd3","Midbrain","15.5","15.5",1,"higher",0.28205,0.28205,0.00393981111730557,0.0654,1.39257959571715e-07,0.2625,TRUE,FALSE
"NM_001042707","Ilf3","Ilf3","Midbrain","15.5","15.5",1,"lower",0.121375,0.121375,0.00394051720239577,0.0111,0.00909289361112403,0.0901,TRUE,TRUE
"NM_001252621","Spock3","Spock3","Midbrain","15.5","15.5",1,"higher",0.38255,0.38255,0.00415872136623203,0.0236,0.0114485234576416,0.2248,TRUE,FALSE
"NM_001293792","Ints10","Ints10","Midbrain","15.5","15.5",1,"lower",0.59185,0.59185,0.004207504396971,0.0483000000000002,0.000588627699279526,0.5164,TRUE,TRUE
"NM_199448","Fez2","Fez2","Midbrain","15.5","15.5",1,"higher",0.256375,0.256375,0.00422920731061066,0.0496,0.015048099936421,0.2061,TRUE,TRUE
"NM_001163329","Ralyl","Ralyl","Midbrain","15.5","15.5",1,"lower",0.41705,0.41705,0.00435637645858623,0.08245,2.3903583854988e-12,0.3997,TRUE,TRUE
"NM_011551","Ubtf","Ubtf","Midbrain","15.5","15.5",1,"lower",0.179475,0.179475,0.00440332847710257,0.0477000000000001,0.0155976822897941,0.1338,TRUE,FALSE
"NM_001122832","Eps15l1","Eps15l1","Midbrain","15.5","15.5",1,"higher",0.12825,0.12825,0.00440332847710257,0.0193,0.0121370953497332,0.1126,TRUE,FALSE
"NM_015763","Lpin1","Lpin1","Midbrain","15.5","15.5",1,"higher",0.632375,0.632375,0.00451202217639553,0.0727,3.55589696349186e-11,0.5243,TRUE,FALSE
"NM_001160326","Serp2","Serp2","Midbrain","15.5","15.5",1,"lower",0.11365,0.11365,0.00455125329102422,0.01005,0.00872743486779316,0.1024,TRUE,TRUE
"NM_001282044","Schip1","Schip1","Midbrain","15.5","15.5",1,"higher",0.17845,0.17845,0.00457592728625332,0.02755,3.74782721396813e-12,0.1441,TRUE,TRUE
"NM_001290703","Slc25a14","Slc25a14","Midbrain","12.5","12.5",1,"lower",0.104875,0.104875,0.00458888196852605,0.02295,0.00866701267660541,0.0456,TRUE,FALSE
"NM_008028","Flot2","Flot2","Midbrain","15.5","15.5",1,"lower",0.1365,0.1365,0.00459848606805719,0.032,0.0162975214574435,0.1288,TRUE,TRUE
"NM_178279","Pxk","Pxk","Midbrain","15.5","15.5",1,"lower",0.47425,0.47425,0.004783347950348,0.0773499999999999,0.00915027615297937,0.423,TRUE,TRUE
"NM_145458","Pxk","Pxk","Midbrain","15.5","15.5",1,"higher",0.47425,0.47425,0.00479117431557388,0.07735,0.00915027615297937,0.423,TRUE,TRUE
"NM_001252587","Zmynd8","Zmynd8","Midbrain","15.5","15.5",1,"higher",0.17655,0.17655,0.004902638262401,0.0369500000000001,5.87061765779427e-07,0.1382,TRUE,TRUE
"NM_001289771","Exoc1","Exoc1","Midbrain","15.5","15.5",1,"higher",0.6672,0.6672,0.00492097442147404,0.0308,5.41345698823001e-06,0.6312,TRUE,TRUE
"NM_053082","Tspan4","Tspan4","Midbrain","15.5","15.5",1,"higher",0.359325,0.359325,0.00494654192581104,0.0366,0.00945786291275811,0.3313,TRUE,TRUE
"NM_001146031","Nrcam","Nrcam","Midbrain","15.5","15.5",1,"higher",0.5168,0.5168,0.00500279321486776,0.0753999999999999,0.00958705703670661,0.3849,TRUE,TRUE
"NM_176930","Nrcam","Nrcam","Midbrain","15.5","15.5",1,"lower",0.5168,0.5168,0.00500279321486776,0.0753999999999999,0.00958705703670661,0.3849,TRUE,TRUE
"NM_001252588","Tspan4","Tspan4","Midbrain","15.5","15.5",1,"lower",0.359325,0.359325,0.00503974443736081,0.0366,0.00945786291275811,0.3313,TRUE,TRUE
"NR_027699","Serp2","Serp2","Midbrain","15.5","15.5",1,"higher",0.11365,0.11365,0.00507458401467301,0.01005,0.00872743486779316,0.1024,TRUE,TRUE
"NM_001145552","2310045N01Rik","2310045N01Rik","Midbrain","15.5","15.5",1,"higher",0.39195,0.39195,0.00511910442687658,0,2.25061863420982e-06,0.367,TRUE,TRUE
"NM_001139509","Nr4a2","Nr4a2","Midbrain","15.5","15.5",1,"higher",0.7727,0.7727,0.00514493092447686,0.01025,0.0099002908111487,0.6982,TRUE,TRUE
"NM_013613","Nr4a2","Nr4a2","Midbrain","15.5","15.5",1,"lower",0.7727,0.7727,0.00515173383351831,0.0102500000000001,0.0099002908111487,0.6982,TRUE,TRUE
"NM_007709","Cited1","Cited1","Midbrain","15.5","15.5",1,"lower",0.1903,0.1903,0.00517555264001111,0.0257,0.0182490734370345,0.1548,TRUE,FALSE
"NM_001166456","Slc38a1","Slc38a1","Midbrain","15.5","15.5",1,"lower",0.118,0.118,0.00527240600823663,0.0578,0.0146538343247768,0.1035,TRUE,TRUE
"NM_001145807","Brinp3","Brinp3","Midbrain","15.5","15.5",1,"higher",0.78425,0.78425,0.00527930459861877,0.03475,0.0101721431926198,0.7831,TRUE,TRUE
"NM_153539","Brinp3","Brinp3","Midbrain","15.5","15.5",1,"lower",0.78425,0.78425,0.00527930459861877,0.0347499999999999,0.0101721431926198,0.7831,TRUE,TRUE
"NM_173021","Phka1","Phka1","Midbrain","15.5","15.5",1,"higher",0.4673,0.4673,0.00557861307573539,0.01445,0.0108151567852522,0.4234,TRUE,TRUE
"NM_001253831","Atp2c1","Atp2c1","Midbrain","15.5","15.5",1,"higher",0.19695,0.19695,0.00569246465024141,0.0414,0.0199560567526531,0.1433,TRUE,TRUE
"NM_008903","Ppap2a","Ppap2a","Midbrain","15.5","15.5",1,"higher",0.18545,0.18545,0.00577487726246903,0.0496,0.0111672299645835,0.172,TRUE,TRUE
"NM_008247","Ppap2a","Ppap2a","Midbrain","15.5","15.5",1,"lower",0.18545,0.18545,0.00580685459332259,0.0496000000000001,0.0111672299645835,0.172,TRUE,TRUE
"NM_145732","Ctnna2","Ctnna2","Midbrain","15.5","15.5",1,"higher",0.2721,0.2721,0.00582551615368078,0.02795,0.0161077002354831,0.2324,TRUE,FALSE
"NM_011514","Suv39h1","Suv39h1","Midbrain","14.5","14.5",1,"higher",0.210275,0.210275,0.00582551615368078,0.0710500000000001,0.0112182051703481,0.1998,TRUE,TRUE
"NM_001079844","Gpc6","Gpc6","Midbrain","11.5","11.5",1,"lower",0.12025,0.12025,0.00582913863338597,0.06215,0.00201629069111758,0.104,TRUE,TRUE
"NM_010598","Kcnab2","Kcnab2","Midbrain","15.5","15.5",1,"lower",0.6733,0.6733,0.00585126483178801,0.03825,0.00228858610118763,0.434,TRUE,TRUE
"NM_011821","Gpc6","Gpc6","Midbrain","11.5","11.5",1,"higher",0.12025,0.12025,0.00585126483178801,0.0621499999999999,0.00201629069111758,0.104,TRUE,TRUE
"NM_001290716","Suv39h1","Suv39h1","Midbrain","14.5","14.5",1,"lower",0.210275,0.210275,0.00586784988714139,0.0710500000000001,0.0112182051703481,0.1998,TRUE,TRUE
"NM_008832","Phka1","Phka1","Midbrain","15.5","15.5",1,"lower",0.4673,0.4673,0.00591961590196023,0.0144500000000001,0.0108151567852522,0.4234,TRUE,TRUE
"NM_001039387","Nsmf","Nsmf","Midbrain","15.5","15.5",1,"higher",0.646375,0.646375,0.00612456115675084,0.09935,0.0263420518489577,0.6198,TRUE,FALSE
"NM_001039195","Gria2","Gria2","Midbrain","15.5","15.5",1,"lower",0.6068,0.6068,0.00612456115675084,0.0174000000000001,0.0168780143721863,0.3788,TRUE,FALSE
"NM_009670","Ank3","Ank3","Midbrain","15.5","15.5",1,"higher",0.13495,0.13495,0.00614055447613823,0.0124,1.54717432745371e-08,0.123,TRUE,TRUE
"NM_001199187","Ascc1","Ascc1","Midbrain","15.5","15.5",1,"lower",0.29275,0.29275,0.00619479970294308,0.04525,0.0120575936345508,0.2447,TRUE,TRUE
"NM_026937","Ascc1","Ascc1","Midbrain","15.5","15.5",1,"higher",0.29275,0.29275,0.00626151836442636,0.0452500000000001,0.0120575936345508,0.2447,TRUE,TRUE
"NM_031998","Cep41","Cep41","Midbrain","15.5","15.5",1,"lower",0.18765,0.18765,0.0063228436966003,0.0421,0.0173983301547089,0.1678,TRUE,TRUE
"NM_001301737","Dnm1","Dnm1","Midbrain","15.5","15.5",1,"lower",0.25565,0.25565,0.00637027164280687,0.02515,1.13742301716264e-05,0.1967,TRUE,TRUE
"NM_001293631","Slc37a4","Slc37a4","Midbrain","15.5","15.5",1,"lower",0.318975,0.318975,0.0063862751512959,0.0731999999999999,0.00196249858605817,0.3041,TRUE,TRUE
"NM_001199204","Spag9","Spag9","Midbrain","15.5","15.5",1,"higher",0.332925,0.332925,0.0064767136630593,0.04275,6.41786876591917e-10,0.318,TRUE,TRUE
"NM_016759","Rundc3a","Rundc3a","Midbrain","15.5","15.5",1,"lower",0.23755,0.23755,0.00660854379369958,0.00474999999999992,0.012882777209598,0.078,TRUE,TRUE
"NM_028975","Tmem33","Tmem33","Midbrain","15.5","15.5",1,"lower",0.187175,0.187175,0.00669849484309605,0.0220499999999998,0.0182907725314319,0.1856,TRUE,FALSE
"NM_001244200","Pax6","Pax6","Midbrain","15.5","15.5",1,"lower",0.1671,0.1671,0.00673858158064354,0.0864,2.21430845967786e-12,0.1551,TRUE,TRUE
"NM_001252250","Nf2","Nf2","Midbrain","15.5","15.5",1,"higher",0.381925,0.381925,0.00690895450792268,0.0558,0.0244069316664974,0.3039,TRUE,TRUE
"NM_029709","Clasp1","Clasp1","Midbrain","15.5","15.5",1,"higher",0.3255,0.3255,0.00703450728502523,0.0738999999999999,3.23452240580021e-11,0.2529,TRUE,TRUE
"NM_001114312","Shtn1","Shtn1","Midbrain","15.5","15.5",1,"higher",0.8418,0.8418,0.00715665080272089,0.0181,0.0140246367222366,0.84,TRUE,TRUE
"NM_175172","Shtn1","Shtn1","Midbrain","15.5","15.5",1,"lower",0.8418,0.8418,0.00715665080272089,0.0181,0.0140246367222366,0.84,TRUE,TRUE
"NM_001033988","Ncoa4","Ncoa4","Midbrain","15.5","15.5",1,"lower",0.396,0.396,0.00715665080272089,0.0751000000000001,0.0197128874397514,0.3402,TRUE,TRUE
"NM_153118","Fnbp1l","Fnbp1l","Midbrain","15.5","15.5",1,"higher",0.14615,0.14615,0.00715825143357804,0.0275000000000001,0.0140246367222366,0.1222,TRUE,TRUE
"NM_001285940","Fez2","Fez2","Midbrain","15.5","15.5",1,"lower",0.25545,0.25545,0.00715845232242467,0.04615,0.015048099936421,0.2055,TRUE,TRUE
"NM_001284360","Nprl3","Nprl3","Midbrain","15.5","15.5",1,"lower",0.256975,0.256975,0.00716438548095935,0.0518999999999999,0.0255184800967319,0.2215,TRUE,FALSE
"NM_001093753","Srsf11","Srsf11","Midbrain","15.5","15.5",1,"lower",0.119975,0.119975,0.00717239543014854,0.02495,0.0140246367222366,0.0656,TRUE,TRUE
"NM_001267626","Dpf3","Dpf3","Midbrain","15.5","15.5",1,"higher",0.1089,0.1089,0.00717239543014854,0.0285500000000002,0.00926128871337851,0.0879,TRUE,FALSE
"NM_022332","St7","St7","Midbrain","15.5","15.5",1,"lower",0.433175,0.433175,0.00720078636116059,0.0998499999999999,0.03135604336154,0.2243,TRUE,FALSE
"NM_029334","Zc3h14","Zc3h14","Midbrain","15.5","15.5",1,"higher",0.1997,0.1997,0.00720268832416944,0.03555,0.0257360657607096,0.1694,TRUE,TRUE
"NM_001252347","Rundc3a","Rundc3a","Midbrain","15.5","15.5",1,"higher",0.23755,0.23755,0.00726335705608144,0.00474999999999999,0.012882777209598,0.078,TRUE,TRUE
"NM_001077362","Fhl1","Fhl1","Midbrain","15.5","15.5",1,"higher",0.17165,0.17165,0.00732976961165445,0.01445,4.6424208771705e-12,0.149,TRUE,TRUE
"NM_029791","Bicd2","Bicd2","Midbrain","15.5","15.5",1,"higher",0.86115,0.86115,0.00747222561055712,0.04815,1.17380002979619e-09,0.8417,TRUE,TRUE
"NM_001114665","Fnbp1l","Fnbp1l","Midbrain","15.5","15.5",1,"lower",0.14615,0.14615,0.00747222561055712,0.0275000000000001,0.0140246367222366,0.1222,TRUE,TRUE
"NR_015475","1700086O06Rik","1700086O06Rik","Midbrain","15.5","15.5",1,"higher",0.175825,0.175825,0.00766076386866658,0.01555,0.0209521737148306,0.1078,TRUE,FALSE
"NM_019744","Ncoa4","Ncoa4","Midbrain","15.5","15.5",1,"higher",0.39155,0.39155,0.00775537702944886,0.0751,0.0197128874397514,0.3402,TRUE,TRUE
